v4_weight,eligible,score,stress_median_ann,stress_min_return,stress_min_sharpe,severe_min_return,severe_worst_dd,severe_median_dd,max_turnover
0.2,True,-0.26824203402228464,0.2158169503503805,0.061621478914924976,0.3907276871672319,-0.03056320154820369,-0.24141752502242464,-0.21068151137898605,24.01774738935567
0.3,False,-1000000000.0,0.20067995829410468,0.07180099173315613,0.45011923625207145,-0.011457688681890899,-0.2269522797042547,-0.19299285134302602,21.49915203193133
0.4,False,-1000000000.0,0.1853077190459116,0.08197851006386436,0.5001351749015721,0.007638252443217031,-0.21247483961496716,-0.1749750601881057,19.055835056457695
0.5,False,-1000000000.0,0.17384297740128163,0.08386853757954538,0.49382257002311153,0.019464241801113058,-0.19798518932705989,-0.15685561995540392,16.623856554843023
