candidate,scenario,period,total_return,annualized_return,max_drawdown,sharpe,calmar,annual_turnover,average_gross,max_gross
v8_baseline,stress,full,2.014705655700668,0.22236412488891122,-0.23368619312236438,1.2119925295176768,0.9515501190627697,13.403704842778593,0.36032339714134065,0.9136463023235394
v10_sleeves20,stress,full,1.8055619600260773,0.2064770583875637,-0.21092892006366193,1.2081540171438507,0.9788940194888658,11.822077131410513,0.3333360942802287,0.8242696500865305
v8_baseline,severe,full,1.281080,0.161890,-0.280832,0.924911,0.576466,13.434393,0.360766,0.913646
v10_sleeves20,severe,full,1.1921923715656062,0.15351775341571727,-0.25313454413895153,0.9395138934356743,0.606467023052562,11.706054231399117,0.33132658521238983,0.8161877040046295
v8_baseline,stress,final_2026h1,0.147238,0.321185,-0.106470,1.372517,3.016666,22.594582,0.523838,0.890715
v10_sleeves20,stress,final_2026h1,0.11598124869023718,0.24921617110893357,-0.08691423736930215,1.3387757262031583,2.867380289491627,18.215180638309462,0.4237201060000248,0.7161434937738907
v8_baseline,severe,final_2026h1,0.100885,0.215188,-0.116095,0.993603,1.853541,22.594582,0.523838,0.890715
v10_sleeves20,severe,final_2026h1,0.07869385784513816,0.16603141356549744,-0.09437562880294315,0.9555788423878987,1.7592615346931568,18.136150235622296,0.42153192772927806,0.7109675041540118
