year,V54_V26_ONCHAIN_OVERLAY,V55_V54_CASH,V62_ONCHAIN_SPOT_PERP,V64_V52_SPOT_PERP,V65_SAFE_CAP_110,V67_BLEND_CAP_115
2020,,,1.499789731353785,1.5226039773421185,1.417835876597621,1.518418736133341
2021,1.1099399658623512,1.1089647447899198,0.112281287513601,0.1970683419950372,0.1126684804626452,0.1801404530986612
2022,0.0231293926201994,0.0290020758165141,-0.0073947628217791,-0.0641271496160149,-0.0070837634775369,-0.0527610292171725
2023,0.085931384962383,0.0958018604170154,0.1658235959944112,0.2405187912575608,0.1585348169500764,0.2265899730195471
2024,0.4034305312716879,0.4254635720697497,0.0401787794256087,0.1066833846837977,0.0381622835507136,0.0940618907126111
2025,0.1496372884388732,0.1577881139035106,0.3996173003012933,0.3510640059217043,0.3907108362636968,0.3613682042391428
2026,0.0505707451867891,0.0579710694776527,0.0,0.0,0.0,0.0
