year,return,max_drawdown,sharpe
2019,0.07803749826025874,-0.11497198454584057,0.7550446089168036
2020,0.8735440769907603,-0.11484858769219541,2.7732284887884378
2021,0.10916621517087899,-0.1373377295520496,0.6723534506203318
2022,-0.061466089886868414,-0.07989554946987643,-1.1936714241789914
2023,0.2597047777203252,-0.1254079268799846,1.2073674823285279
2024,0.127435627051794,-0.07602885254194347,1.025552557919799
2025,-0.01608135099071417,-0.15651114287774315,0.04282503096818262
2026,0.0,0.0,0.0
