policy,lookback_hours,entry_abs_z,entry_abs_spread_bps,max_hold_hours,stability_bars,eligible_before_final,all_prefinal_years_positive,score,prefinal_total_return,prefinal_cagr,prefinal_max_drawdown,prefinal_sharpe,prefinal_annual_turnover,prefinal_average_gross,prefinal_max_gross,prefinal_costs,prefinal_trade_count,prefinal_liquidations,prefinal_min_margin_buffer,prefinal_observations_per_year
basis_l672_z3_s30_h4_c2,672,3.0,30.0,4,2,False,False,-0.07406834390496833,-0.012540689365989066,-0.00252116533736213,-0.012540689365989066,-0.8636617824429046,2.400334071149853,0.000547645125958379,0.5,155.00019144079124,12,0,0.5,8765.82
basis_l168_z5_s30_h1_c1,168,5.0,30.0,1,1,False,False,-0.07934728282879666,-0.027565259563514743,-0.0055756384172940265,-0.0332148522274438,-0.7931148101821397,14.001948748374142,0.0008671047827674334,0.5,902.2383308856582,70,0,0.5,8765.82
basis_l336_z3_s45_h1_c2,336,3.0,45.0,1,2,False,False,-0.07939378243817459,-0.015533022071267943,-0.0031265227254609895,-0.020056189624142573,-0.9007666814801496,4.40061246377473,0.000251004016064257,0.5,284.7928288291684,22,0,0.5,8765.82
basis_l672_z4_s30_h2_c2,672,4.0,30.0,2,2,False,False,-0.08171751719452032,-0.012295023817744166,-0.0024715317155639127,-0.013003538850858032,-0.9568179589879148,2.8003897496748285,0.00037650602409638556,0.5,185.95997022937382,14,0,0.5,8765.82
basis_l672_z5_s30_h2_c2,672,5.0,30.0,2,2,False,False,-0.08171751719452032,-0.012295023817744166,-0.0024715317155639127,-0.013003538850858032,-0.9568179589879148,2.8003897496748285,0.00037650602409638556,0.5,185.95997022937382,14,0,0.5,8765.82
basis_l336_z4_s30_h2_c1,336,4.0,30.0,2,1,False,False,-0.08397850182727605,-0.03255963848778609,-0.006599349101850005,-0.047381390674347656,-0.8142496210705998,15.002087944686581,0.0016657539247900695,0.5,964.0789920073845,75,0,0.5,8765.82
basis_l336_z3_s30_h2_c2,336,3.0,30.0,2,2,False,False,-0.08627336463055459,-0.024513479902852464,-0.004952175778915824,-0.026988263079305352,-0.9365230939669025,7.401030052712047,0.0008899233296823659,0.5,480.55533250659175,37,0,0.5,8765.82
basis_l672_z3_s30_h1_c1,672,3.0,30.0,1,1,False,False,-0.08948135400505336,-0.026166136051649302,-0.005289610780433995,-0.030564886915049216,-0.9454311119174503,11.001531159436826,0.00069596568090544,0.5,707.2017394391653,55,0,0.5,8765.82
basis_l672_z3_s30_h2_c2,672,3.0,30.0,2,2,False,False,-0.09055089331012622,-0.01475338519773417,-0.0029686583347664497,-0.01475338519773417,-1.0550832477731902,3.4004732674622917,0.00044496166484118293,0.5,224.45103104062582,17,0,0.5,8765.82
basis_l336_z4_s45_h1_c2,336,4.0,45.0,1,2,False,False,-0.09155114477886678,-0.01687576763519283,-0.0033986425099978845,-0.02005618962414213,-1.0505823874274818,4.200584624512243,0.0002395947426067908,0.5,271.4150656504269,21,0,0.5,8765.82
basis_l168_z5_s30_h1_c2,168,5.0,30.0,1,2,False,False,-0.1022423552410261,-0.022105361281734792,-0.004461310183291989,-0.028592964728993864,-1.1452661154625459,6.600918695662095,0.00037650602409638556,0.5,427.0470931831524,33,0,0.5,8765.82
basis_l672_z3_s45_h1_c2,672,3.0,45.0,1,2,False,False,-0.1158610638335758,-0.014214148117928871,-0.002859529630835689,-0.01492128649662694,-1.3813658294595623,2.0002783926248773,0.00011409273457466229,0.5,129.16845529701558,10,0,0.5,8765.82
basis_l672_z3_s60_h1_c2,672,3.0,60.0,1,2,False,False,-0.1158610638335758,-0.014214148117928871,-0.002859529630835689,-0.01492128649662694,-1.3813658294595623,2.0002783926248773,0.00011409273457466229,0.5,129.16845529701558,10,0,0.5,8765.82
basis_l672_z4_s45_h1_c2,672,4.0,45.0,1,2,False,False,-0.1158610638335758,-0.014214148117928871,-0.002859529630835689,-0.01492128649662694,-1.3813658294595623,2.0002783926248773,0.00011409273457466229,0.5,129.16845529701558,10,0,0.5,8765.82
basis_l672_z4_s60_h1_c2,672,4.0,60.0,1,2,False,False,-0.1158610638335758,-0.014214148117928871,-0.002859529630835689,-0.01492128649662694,-1.3813658294595623,2.0002783926248773,0.00011409273457466229,0.5,129.16845529701558,10,0,0.5,8765.82
basis_l672_z5_s45_h1_c2,672,5.0,45.0,1,2,False,False,-0.1158610638335758,-0.014214148117928871,-0.002859529630835689,-0.01492128649662694,-1.3813658294595623,2.0002783926248773,0.00011409273457466229,0.5,129.16845529701558,10,0,0.5,8765.82
basis_l672_z5_s60_h1_c2,672,5.0,60.0,1,2,False,False,-0.1158610638335758,-0.014214148117928871,-0.002859529630835689,-0.01492128649662694,-1.3813658294595623,2.0002783926248773,0.00011409273457466229,0.5,129.16845529701558,10,0,0.5,8765.82
basis_l336_z4_s30_h1_c1,336,4.0,30.0,1,1,False,False,-0.1179023835739606,-0.04275079030203921,-0.008701440596279197,-0.05236703429876255,-1.1820366387808527,18.802616890673846,0.0011409273457466229,0.5,1204.1973615327042,94,0,0.5,8765.82
basis_l168_z4_s30_h1_c1,168,4.0,30.0,1,1,False,False,-0.11875143610412756,-0.04361412320402158,-0.008880338363355222,-0.04845924078817898,-1.1977986631985,18.40256121214887,0.0011181087988316905,0.5,1174.4896303600756,92,0,0.5,8765.82
basis_l168_z3_s30_h2_c1,168,3.0,30.0,2,1,False,False,-0.1262879940688118,-0.05049169570231793,-0.010310125430740835,-0.05658612662814644,-1.2452220821839153,21.40297880108619,0.0023389010587805768,0.5,1360.325882093762,107,0,0.5,8765.82
basis_l336_z3_s30_h2_c1,336,3.0,30.0,2,1,False,False,-0.1278641476720788,-0.048273354634991494,-0.009848049169443374,-0.05908310516508164,-1.2763299502875358,20.002783926248775,0.002190580503833516,0.5,1272.9695184541329,100,0,0.5,8765.82
basis_l168_z4_s30_h1_c2,168,4.0,30.0,1,2,False,False,-0.13151459603604032,-0.029368311678861336,-0.005944728470915428,-0.03572422664657182,-1.4774614494310054,7.601057891974534,0.0004335523913837167,0.5,490.4007108381541,38,0,0.5,8765.82
basis_l336_z5_s30_h1_c2,336,5.0,30.0,1,2,False,False,-0.1345732376113638,-0.02766093822244553,-0.005595210358608882,-0.031558189017189986,-1.53027168854467,6.8009465349245835,0.00038791529755385174,0.5,438.14388237162814,34,0,0.5,8765.82
basis_l168_z3_s30_h1_c2,168,3.0,30.0,1,2,False,False,-0.1549481105364895,-0.037286209973790396,-0.007572067812643746,-0.04383748291503475,-1.729895676616313,9.201280606074436,0.0005248265790434465,0.5,590.7244956402257,46,0,0.5,8765.82
basis_l336_z4_s30_h1_c2,336,4.0,30.0,1,2,False,False,-0.16128739385778365,-0.03355694386975905,-0.006804275540461813,-0.03628157297257262,-1.8406807489167474,7.201002213449558,0.0004107338444687842,0.5,461.8988174901887,36,0,0.5,8765.82
basis_l336_z3_s30_h1_c1,336,3.0,30.0,1,1,False,False,-0.17216579457036404,-0.06610111446107858,-0.013586188287315504,-0.07485116322273477,-1.7324093750858696,25.003479907810966,0.001494614822928076,0.5,1579.311352347335,125,0,0.5,8765.82
basis_l168_z3_s30_h1_c1,168,3.0,30.0,1,1,False,False,-0.1757926266376226,-0.0693510480101549,-0.014273778309430663,-0.07211172618486805,-1.768823674961324,25.60356342559843,0.0015288426433004746,0.5,1609.9361177787464,128,0,0.5,8765.82
basis_l336_z3_s30_h1_c2,336,3.0,30.0,1,2,False,False,-0.18101612541254491,-0.0416338010734173,-0.008470172203527193,-0.04563912036400897,-2.042267510869745,9.201280606074436,0.0005248265790434465,0.5,588.3985101615594,46,0,0.5,8765.82
basis_l672_z4_s30_h1_c2,672,4.0,30.0,1,2,False,False,-0.18465205895076414,-0.02683975204467226,-0.0054272793522549545,-0.027537833639816434,-2.1808839730237835,4.0005567852497546,0.00022818546914932458,0.5,256.54011815336554,20,0,0.5,8765.82
basis_l672_z5_s30_h1_c2,672,5.0,30.0,1,2,False,False,-0.18465205895076414,-0.02683975204467226,-0.0054272793522549545,-0.027537833639816434,-2.1808839730237835,4.0005567852497546,0.00022818546914932458,0.5,256.54011815336554,20,0,0.5,8765.82
basis_l672_z3_s30_h1_c2,672,3.0,30.0,1,2,False,False,-0.20243865188283136,-0.030648817602312528,-0.006207185007051974,-0.030648817602312528,-2.385828312050369,4.600640303037218,0.00026241328952172324,0.5,294.47730076351894,23,0,0.5,8765.82
