policy,family,flow_threshold,pressure_threshold,volume_threshold,max_impact_bps,depth_threshold,persistence,hold_minutes,eligible_development,preliminary_gate,btc_development_return,eth_development_return,score,development_total_return,development_cagr,development_max_drawdown,development_sharpe,development_annual_turnover,development_average_gross,development_max_gross,development_costs,development_trade_count,development_unexplained_events
reversed_agreement_control_f2_p1.5_v0_i0_d0_n3_h12,reversed_agreement_control,2.0,1.5,0.0,0.0,0.0,3,12,False,False,,,0.05442597530699167,0.010119609319214407,0.006745758117780332,-0.002399701397354237,0.9658822131116217,3.7392332663432697,4.2656970669524006e-05,0.2,28.12792616211047,14,0
reversed_agreement_control_f2_p1.5_v0_i0_d0_n3_h3,reversed_agreement_control,2.0,1.5,0.0,0.0,0.0,3,3,False,False,,,0.05278156382403605,0.004299142385739918,0.0028685778614585544,-0.001268209698695122,1.0082746051816267,3.739233266343269,1.0664242667381002e-05,0.2,28.05485365322002,14,0
reversed_agreement_control_f2_p1_v0_i0_d0_n3_h12,reversed_agreement_control,2.0,1.0,0.0,0.0,0.0,3,12,False,False,,,0.05113694608246348,0.010274905056717687,0.006849103239561893,-0.0035334518847830454,0.9088490460547833,8.012642713592719,9.140779429183715e-05,0.2,60.32390988657925,30,0
reversed_agreement_control_f1.5_p1.5_v0_i0_d0_n3_h12,reversed_agreement_control,1.5,1.5,0.0,0.0,0.0,3,12,False,False,,,0.020582181244527143,0.004116515971520629,0.0027468045327652124,-0.003364355779063355,0.38052988358236317,8.546818894498902,9.750164724462632e-05,0.2,64.0748473700951,32,0
reversed_agreement_control_f2_p1.5_v0_i0_d0_n3_h1,reversed_agreement_control,2.0,1.5,0.0,0.0,0.0,3,1,False,False,,,0.015080178833403084,0.000855960295794489,0.000571460754648756,-0.0010530961226561386,0.2997590203530854,3.73923326634327,3.5547475557936676e-06,0.2,28.00886692804837,14,0
reversed_agreement_control_f2_p1_v0_i0_d0_n3_h3,reversed_agreement_control,2.0,1.0,0.0,0.0,0.0,3,3,False,False,,,0.008574793099314379,0.0008944078456669668,0.0005971255000631892,-0.002584134785769243,0.18128108316465388,8.279730804045808,2.3613680192057934e-05,0.2,62.01617597929612,31,0
reversed_agreement_control_f1.5_p1_v0_i0_d0_n3_h12,reversed_agreement_control,1.5,1.0,0.0,0.0,0.0,3,12,False,False,,,0.0018269618881280457,0.0008650726166379297,0.0005775434968304793,-0.006578239882458203,0.07767388497792514,19.76451869352871,0.00022547255925319836,0.2,147.87296560122152,74,0
reversed_agreement_control_f1.5_p1.5_v0_i0_d0_n3_h3,reversed_agreement_control,1.5,1.5,0.0,0.0,0.0,3,3,False,False,,,-0.010444011371126802,-0.0008375628381043221,-0.0005593354987730725,-0.0030097433628701875,-0.17404621675143025,8.813906984951991,2.5137143430255218e-05,0.2,65.93978030728799,33,0
reversed_agreement_control_f2_p1_v0_i0_d0_n3_h1,reversed_agreement_control,2.0,1.0,0.0,0.0,0.0,3,1,False,False,,,-0.03983156160395798,-0.0025510502920186306,-0.0017041106459206867,-0.0027521513455123214,-0.7404852548616296,8.279730804045808,7.871226730685978e-06,0.2,61.93228711334707,31,0
reversed_agreement_control_f1.5_p1.5_v0_i0_d0_n3_h1,reversed_agreement_control,1.5,1.5,0.0,0.0,0.0,3,1,False,False,,,-0.05631605299772214,-0.003767170379654683,-0.002516992839004639,-0.004084542262259849,-1.0501843046799262,8.81390698495199,8.379047810085073e-06,0.2,65.84604348049122,33,0
reversed_agreement_control_f1.5_p1_v0_i0_d0_n3_h3,reversed_agreement_control,1.5,1.0,0.0,0.0,0.0,3,3,False,False,,,-0.07989492146846056,-0.008260267984666503,-0.005523145225263204,-0.008346158147543026,-1.4301458188199911,20.29869487443489,5.789160305149687e-05,0.2,151.24647381315998,76,0
agreement_continuation_f2_p1.5_v0_i0_d0_n3_h12,agreement_continuation,2.0,1.5,0.0,0.0,0.0,3,12,False,False,,,-0.08125977021387379,-0.015625813885679185,-0.010460948226778899,-0.016150130207380653,-1.37619771279445,3.7392332663432697,4.2656970669524006e-05,0.2,27.800181943996527,14,0
agreement_continuation_f1.5_p1.5_v0_i0_d0_n3_h12,agreement_continuation,1.5,1.5,0.0,0.0,0.0,3,12,False,False,,,-0.08789609512337554,-0.01684818032503177,-0.011281598861246245,-0.01686792006356741,-1.4814604473264534,8.546818894498902,9.750164724462632e-05,0.2,63.52938590654308,32,0
agreement_continuation_f2_p1.5_v0_i0_d0_n3_h1,agreement_continuation,2.0,1.5,0.0,0.0,0.0,3,1,False,False,,,-0.09151439705714769,-0.006442157145794436,-0.004306175802415102,-0.006442157145794436,-1.723801644270376,3.73923326634327,3.5547475557936676e-06,0.2,27.918447662388807,14,0
agreement_continuation_f2_p1.5_v0_i0_d0_n3_h3,agreement_continuation,2.0,1.5,0.0,0.0,0.0,3,3,False,False,,,-0.09912323766113901,-0.009856997406642587,-0.00659254247747032,-0.009932341426735158,-1.8232707542872166,3.739233266343269,1.0664242667381002e-05,0.2,27.87273282613277,14,0
agreement_continuation_f2_p1_v0_i0_d0_n3_h12,agreement_continuation,2.0,1.0,0.0,0.0,0.0,3,12,False,False,,,-0.11044953231706454,-0.022067694836494622,-0.014789605994864008,-0.022194037220312213,-1.8527851665762005,8.012642713592719,9.140779429183715e-05,0.2,59.33252013591992,30,0
agreement_continuation_f1.5_p1.5_v0_i0_d0_n3_h3,agreement_continuation,1.5,1.5,0.0,0.0,0.0,3,3,False,False,,,-0.1201950124939876,-0.012303531688391156,-0.008232202370258679,-0.012303531688391156,-2.197021325127892,8.813906984951991,2.5137143430255218e-05,0.2,65.638903902062,33,0
agreement_continuation_f1.5_p1.5_v0_i0_d0_n3_h1,agreement_continuation,1.5,1.5,0.0,0.0,0.0,3,1,False,False,,,-0.12662099924356185,-0.009390649055498357,-0.006280150053675881,-0.009390649055498357,-2.3704078717168184,8.81390698495199,8.379047810085073e-06,0.2,65.73234546225031,33,0
agreement_continuation_f2_p1_v0_i0_d0_n3_h3,agreement_continuation,2.0,1.0,0.0,0.0,0.0,3,3,False,False,,,-0.1275896160983639,-0.013224956862148085,-0.008850088493781105,-0.013248671316042016,-2.33173374785148,8.279730804045808,2.3613680192057934e-05,0.2,61.61312969057089,31,0
agreement_continuation_f2_p1_v0_i0_d0_n3_h1,agreement_continuation,2.0,1.0,0.0,0.0,0.0,3,1,False,False,,,-0.13688750529387914,-0.009805747612145699,-0.006558209424879058,-0.009810562130158407,-2.570405331511593,8.279730804045808,7.871226730685978e-06,0.2,61.696566573042816,31,0
agreement_continuation_f1.5_p1_v0_i0_d0_n3_h12,agreement_continuation,1.5,1.0,0.0,0.0,0.0,3,12,False,False,,,-0.14791818178969954,-0.030100616466046226,-0.020200670397133247,-0.030148426019395824,-2.454524338425477,19.76451869352871,0.00022547255925319836,0.2,145.98160056631968,74,0
reversed_agreement_control_f1.5_p1_v0_i0_d0_n3_h1,reversed_agreement_control,1.5,1.0,0.0,0.0,0.0,3,1,False,False,,,-0.15732379853732578,-0.012314745301493124,-0.008239720804760653,-0.012314745301493124,-2.91592049811854,20.56578296488798,1.955111155686517e-05,0.2,153.04403110088737,77,0
agreement_continuation_f1.5_p1_v0_i0_d0_n3_h3,agreement_continuation,1.5,1.0,0.0,0.0,0.0,3,3,False,False,,,-0.1938930757193799,-0.0218857163554963,-0.014667194744603096,-0.0218857163554963,-3.500148797035673,20.29869487443489,5.789160305149687e-05,0.2,150.4853933388228,76,0
agreement_continuation_f1.5_p1_v0_i0_d0_n3_h1,agreement_continuation,1.5,1.0,0.0,0.0,0.0,3,1,False,False,,,-0.21556641498919218,-0.018252149460398548,-0.012224589133017938,-0.018256922910354523,-3.989191105372999,20.56578296488798,1.955111155686517e-05,0.2,152.62676537476813,77,0
flow_vacuum_continuation_f2_p1.5_v0_i0_d-2_n1_h12,flow_vacuum_continuation,2.0,1.5,0.0,0.0,-2.0,1,12,False,False,,,-0.2754007414103144,-0.1237411743619874,-0.08442379627771923,-0.12476077651512496,-3.2890406784650015,140.48833557832572,0.0016026833265835449,0.2,997.8689274508388,526,0
flow_vacuum_continuation_f2_p1.5_v0_i0_d-2_n1_h3,flow_vacuum_continuation,2.0,1.5,0.0,0.0,-2.0,1,3,False,False,,,-0.2772589910195065,-0.100046662366712,-0.06796598443763735,-0.100046662366712,-3.6812863837874357,152.24021155826168,0.0004341870228862265,0.2,1084.6452194060826,570,0
flow_vacuum_continuation_f1.5_p1.5_v0_i0_d-2_n1_h12,flow_vacuum_continuation,1.5,1.5,0.0,0.0,-2.0,1,12,False,False,,,-0.3135154608957215,-0.14651579118960312,-0.10038261992939956,-0.14843114146066472,-3.54326117730832,211.26667954839476,0.0024101188428281065,0.2,1497.0194158858817,791,0
flow_exhaustion_reversal_f2_p0_v2_i3_d0_n1_h12,flow_exhaustion_reversal,2.0,0.0,2.0,3.0,0.0,1,12,False,False,,,-0.34100387067240706,-0.10991108910374969,-0.07479994048801197,-0.11083325743628059,-4.748787457055447,176.81231587994603,0.002017065327373207,0.2,1241.3883805466553,662,0
flow_vacuum_continuation_f2_p1.5_v0_i0_d-1.5_n1_h12,flow_vacuum_continuation,2.0,1.5,0.0,0.0,-1.5,1,12,False,False,,,-0.3523107311797578,-0.15722192247768485,-0.10793351904180037,-0.15737602018581331,-4.17162589052698,200.58315593027115,0.0022882417837723234,0.2,1397.9778170838736,751,0
flow_vacuum_continuation_f2_p1.5_v0_i0_d-1.5_n1_h3,flow_vacuum_continuation,2.0,1.5,0.0,0.0,-1.5,1,3,False,False,,,-0.38506611351497483,-0.13963927380947294,-0.09554929751957242,-0.13992096414839617,-5.07193574708728,219.2793222619874,0.0006253816592799859,0.2,1529.4487252908236,821,0
flow_vacuum_continuation_f2_p1.5_v0_i0_d-2_n1_h1,flow_vacuum_continuation,2.0,1.5,0.0,0.0,-2.0,1,1,False,False,,,-0.3881249156636406,-0.10698298810281559,-0.07276877286138073,-0.10701074831040647,-5.771527298518864,160.78703045276058,0.0001528541448991277,0.2,1139.9406650416456,602,0
flow_exhaustion_reversal_f1.5_p0_v2_i3_d0_n1_h12,flow_exhaustion_reversal,1.5,0.0,2.0,3.0,0.0,1,12,False,False,,,-0.3932383357811863,-0.14178369210526287,-0.09705517056978075,-0.14212228613155464,-5.233444834476304,202.98694874434892,0.0023156641220598746,0.2,1389.793480434313,760,0
flow_vacuum_continuation_f2_p1_v0_i0_d-2_n1_h12,flow_vacuum_continuation,2.0,1.0,0.0,0.0,-2.0,1,12,False,False,,,-0.3949619205176967,-0.17914549881211295,-0.12349621268188704,-0.18269261421777572,-4.63178039792754,216.07426517655034,0.002464963519403209,0.2,1487.845937802595,809,0
flow_vacuum_continuation_f1.5_p1.5_v0_i0_d-2_n1_h3,flow_vacuum_continuation,1.5,1.5,0.0,0.0,-2.0,1,3,False,False,,,-0.403151506215768,-0.15343562969268165,-0.10525947176389816,-0.15343562969268165,-5.17448427628372,238.24257668415686,0.0006794646042359895,0.2,1646.4230604525137,892,0
flow_vacuum_continuation_f2_p1_v0_i0_d-2_n1_h3,flow_vacuum_continuation,2.0,1.0,0.0,0.0,-2.0,1,3,False,False,,,-0.44791673810082877,-0.1697046233578885,-0.11677777986354632,-0.1697046233578885,-5.801543002852496,240.91345758868778,0.000687081920426976,0.2,1654.640954633125,902,0
flow_vacuum_continuation_f1.5_p1.5_v0_i0_d-1.5_n1_h12,flow_vacuum_continuation,1.5,1.5,0.0,0.0,-1.5,1,12,False,False,,,-0.4525601311821543,-0.21505093331314118,-0.1492861026945771,-0.21505093331314118,-5.020541918902246,307.41839211150733,0.0035070123743301523,0.2,2097.667817360694,1151,0
flow_vacuum_continuation_f1.5_p1_v0_i0_d-2_n1_h12,flow_vacuum_continuation,1.5,1.0,0.0,0.0,-2.0,1,12,False,False,,,-0.4550297021435644,-0.21955545307400148,-0.15254897442150805,-0.2212004381890177,-4.960860499166612,323.17658944823967,0.003686781036437432,0.2,2194.94758671633,1210,0
