block_days,horizon_days,median_return,p05_return,probability_positive,median_max_drawdown,p05_max_drawdown
10,252,0.00204885296831403,-0.06122992511549203,0.5226666666666666,-0.03894513510947617,-0.08500346594736696
10,504,0.012910490988742862,-0.08230041875291698,0.5773333333333334,-0.05694923961552567,-0.11872541470291376
21,252,0.0,-0.06181728758537313,0.4816666666666667,-0.03800779629413964,-0.0888709647764508
21,504,0.009984730179223411,-0.08140792482605175,0.5616666666666666,-0.05666600629869378,-0.11651240876102217
63,252,0.0,-0.06296119625908819,0.42733333333333334,-0.039241946693995,-0.09202746534144002
63,504,0.00323165778726342,-0.08244464714234846,0.5216666666666666,-0.055384703488501996,-0.12167213498047193
