policy,family,universe,target_vol,gross_cap,rebalance_days,no_trade_band,eligible_before_2021,prefinal_cagr,prefinal_sharpe,prefinal_max_drawdown,annual_turnover,validation_2016_2018_return,validation_2019_2020_return,worst_validation_return,stress_prefinal_cagr,stress_prefinal_dd,score
breakout_v10_g100_r10_b5_micro,breakout,micro,0.1,1.0,10,0.05,False,-0.0034536893848101657,-0.05134615867757025,-0.1612054730954101,5.421613681961581,0.024697678859049832,-0.005985031790052164,-0.005985031790052164,-0.006164848333434447,-0.16543195596020743,-0.20776914751607437
breakout_v10_g125_r10_b5_micro,breakout,micro,0.1,1.25,10,0.05,False,-0.0034536893848101657,-0.05134615867757025,-0.1612054730954101,5.421613681961581,0.024697678859049832,-0.005985031790052164,-0.005985031790052164,-0.006164848333434447,-0.16543195596020743,-0.20776914751607437
breakout_v12_g100_r10_b5_micro,breakout,micro,0.12,1.0,10,0.05,False,-0.003662849783539923,-0.055517121050529764,-0.16313819541735997,5.443620042048393,0.024697678859049388,-0.005985031790053497,-0.005985031790053497,-0.006384380488483887,-0.16745569058525367,-0.21240359853688331
breakout_v12_g125_r10_b5_micro,breakout,micro,0.12,1.25,10,0.05,False,-0.003662849783539923,-0.055517121050529764,-0.16313819541735997,5.443620042048393,0.024697678859049388,-0.005985031790053497,-0.005985031790053497,-0.006384380488483887,-0.16745569058525367,-0.21240359853688331
breakout_v15_g100_r10_b5_micro,breakout,micro,0.15,1.0,10,0.05,False,-0.0036628497835407003,-0.05551712105054821,-0.1631381954173592,5.443620042048393,0.02469767885904761,-0.005985031790054607,-0.005985031790054607,-0.006384380488483665,-0.16745569058525567,-0.21240359853689794
breakout_v15_g125_r10_b5_micro,breakout,micro,0.15,1.25,10,0.05,False,-0.0036628497835407003,-0.05551712105054821,-0.1631381954173592,5.443620042048393,0.02469767885904761,-0.005985031790054607,-0.005985031790054607,-0.006384380488483665,-0.16745569058525567,-0.21240359853689794
breakout_v10_g100_r5_b2_micro,breakout,micro,0.1,1.0,5,0.02,False,-0.004418855022157664,-0.07455011810888001,-0.1442275578904989,5.883332645557543,0.00029464480155572126,0.013300417031854472,0.00029464480155572126,-0.007359021126399079,-0.1522165502643923,-0.22123923894836608
breakout_v10_g125_r5_b2_micro,breakout,micro,0.1,1.25,5,0.02,False,-0.004418855022157664,-0.07455011810888001,-0.1442275578904989,5.883332645557543,0.00029464480155572126,0.013300417031854472,0.00029464480155572126,-0.007359021126399079,-0.1522165502643923,-0.22123923894836608
breakout_v12_g100_r5_b2_micro,breakout,micro,0.12,1.0,5,0.02,False,-0.004541423572594905,-0.07686307702117079,-0.1453846842389518,5.906068220831337,0.0002946448015550551,0.013300417031857803,0.0002946448015550551,-0.007492518622805866,-0.1534687144641672,-0.22402304409117776
breakout_v12_g125_r5_b2_micro,breakout,micro,0.12,1.25,5,0.02,False,-0.004541423572594905,-0.07686307702117079,-0.1453846842389518,5.906068220831337,0.0002946448015550551,0.013300417031857803,0.0002946448015550551,-0.007492518622805866,-0.1534687144641672,-0.22402304409117776
breakout_v15_g100_r5_b2_micro,breakout,micro,0.15,1.0,5,0.02,False,-0.004541423572595571,-0.07686307702118762,-0.1453846842389509,5.906068220831337,0.0002946448015528347,0.013300417031851142,0.0002946448015528347,-0.007492518622805644,-0.15346871446416765,-0.22402304409119156
breakout_v15_g125_r5_b2_micro,breakout,micro,0.15,1.25,5,0.02,False,-0.004541423572595571,-0.07686307702118762,-0.1453846842389509,5.906068220831337,0.0002946448015528347,0.013300417031851142,0.0002946448015528347,-0.007492518622805644,-0.15346871446416765,-0.22402304409119156
medium_trend_v12_g100_r10_b2_micro,medium_trend,micro,0.12,1.0,10,0.02,False,-0.004298380961321624,-0.09135885090796246,-0.13064314459316018,7.458239224682004,0.006467143721414326,-0.004318925582854849,-0.004318925582854849,-0.008022671443154494,-0.14089784385228787,-0.2519025810164546
medium_trend_v12_g125_r10_b2_micro,medium_trend,micro,0.12,1.25,10,0.02,False,-0.004298380961321624,-0.09135885090796246,-0.13064314459316018,7.458239224682004,0.006467143721414326,-0.004318925582854849,-0.004318925582854849,-0.008022671443154494,-0.14089784385228787,-0.2519025810164546
medium_trend_v15_g100_r10_b2_micro,medium_trend,micro,0.15,1.0,10,0.02,False,-0.004298380961322068,-0.09135885090798282,-0.13064314459316373,7.458239224682004,0.006467143721417878,-0.004318925582858735,-0.004318925582858735,-0.008022671443155271,-0.14089784385228765,-0.25190258101647345
medium_trend_v15_g125_r10_b2_micro,medium_trend,micro,0.15,1.25,10,0.02,False,-0.004298380961322068,-0.09135885090798282,-0.13064314459316373,7.458239224682004,0.006467143721417878,-0.004318925582858735,-0.004318925582858735,-0.008022671443155271,-0.14089784385228765,-0.25190258101647345
medium_trend_v10_g100_r10_b2_micro,medium_trend,micro,0.1,1.0,10,0.02,False,-0.004328904893606156,-0.09220129085129421,-0.13064314459316073,7.454545344830533,0.006467143721417878,-0.004654317170461608,-0.004654317170461608,-0.008051078809723888,-0.14089784385228687,-0.25266562443738744
medium_trend_v10_g125_r10_b2_micro,medium_trend,micro,0.1,1.25,10,0.02,False,-0.004328904893606156,-0.09220129085129421,-0.13064314459316073,7.454545344830533,0.006467143721417878,-0.004654317170461608,-0.004654317170461608,-0.008051078809723888,-0.14089784385228687,-0.25266562443738744
medium_trend_v15_g100_r10_b5_micro,medium_trend,micro,0.15,1.0,10,0.05,False,-0.004462641567616443,-0.09555965490142897,-0.1302482832582148,7.439906141052495,0.005913547143574949,-0.004349036046588317,-0.004349036046588317,-0.008177226642716473,-0.14153068455213924,-0.25471429333442214
medium_trend_v15_g125_r10_b5_micro,medium_trend,micro,0.15,1.25,10,0.05,False,-0.004462641567616443,-0.09555965490142897,-0.1302482832582148,7.439906141052495,0.005913547143574949,-0.004349036046588317,-0.004349036046588317,-0.008177226642716473,-0.14153068455213924,-0.25471429333442214
medium_trend_v12_g100_r10_b5_micro,medium_trend,micro,0.12,1.0,10,0.05,False,-0.004462641567616887,-0.0955596549014377,-0.13024828325821514,7.439906141052493,0.0059135471435740605,-0.004349036046587762,-0.004349036046587762,-0.008177226642715696,-0.1415306845521318,-0.25471429333442897
medium_trend_v12_g125_r10_b5_micro,medium_trend,micro,0.12,1.25,10,0.05,False,-0.004462641567616887,-0.0955596549014377,-0.13024828325821514,7.439906141052493,0.0059135471435740605,-0.004349036046587762,-0.004349036046587762,-0.008177226642715696,-0.1415306845521318,-0.25471429333442897
breakout_v10_g100_r5_b5_micro,breakout,micro,0.1,1.0,5,0.05,False,-0.0062722459284513254,-0.11481365329934157,-0.14342404602318903,5.762448351848439,0.00020299563419512445,-0.008583131971331759,-0.008583131971331759,-0.009147555754076553,-0.1561322852654876,-0.2553543634414287
breakout_v10_g125_r5_b5_micro,breakout,micro,0.1,1.25,5,0.05,False,-0.0062722459284513254,-0.11481365329934157,-0.14342404602318903,5.762448351848439,0.00020299563419512445,-0.008583131971331759,-0.008583131971331759,-0.009147555754076553,-0.1561322852654876,-0.2553543634414287
medium_trend_v10_g100_r10_b5_micro,medium_trend,micro,0.1,1.0,10,0.05,False,-0.004493160464376755,-0.09640353792406595,-0.1302482832582159,7.4362122612010255,0.005913547143572062,-0.004684417491587878,-0.004684417491587878,-0.008205629583270868,-0.14153068455214035,-0.2554783317685169
medium_trend_v10_g125_r10_b5_micro,medium_trend,micro,0.1,1.25,10,0.05,False,-0.004493160464376755,-0.09640353792406595,-0.1302482832582159,7.4362122612010255,0.005913547143572062,-0.004684417491587878,-0.004684417491587878,-0.008205629583270868,-0.14153068455214035,-0.2554783317685169
breakout_v12_g100_r5_b5_micro,breakout,micro,0.12,1.0,5,0.05,False,-0.006394586303176908,-0.11699050199443044,-0.14458225883424258,5.785183927122232,0.0002029956341953465,-0.00858313197133398,-0.00858313197133398,-0.00928081271548642,-0.15737866597988814,-0.2580429783120769
breakout_v12_g125_r5_b5_micro,breakout,micro,0.12,1.25,5,0.05,False,-0.006394586303176908,-0.11699050199443044,-0.14458225883424258,5.785183927122232,0.0002029956341953465,-0.00858313197133398,-0.00858313197133398,-0.00928081271548642,-0.15737866597988814,-0.2580429783120769
breakout_v15_g100_r5_b5_micro,breakout,micro,0.15,1.0,5,0.05,False,-0.006394586303177019,-0.11699050199443534,-0.14458225883424702,5.785183927122232,0.00020299563419445832,-0.008583131971333757,-0.008583131971333757,-0.009280812715486975,-0.15737866597989314,-0.25804297831208267
breakout_v15_g125_r5_b5_micro,breakout,micro,0.15,1.25,5,0.05,False,-0.006394586303177019,-0.11699050199443534,-0.14458225883424702,5.785183927122232,0.00020299563419445832,-0.008583131971333757,-0.008583131971333757,-0.009280812715486975,-0.15737866597989314,-0.25804297831208267
medium_trend_v10_g100_r5_b2_micro,medium_trend,micro,0.1,1.0,5,0.02,False,-0.0015942900462635468,-0.021038609312946835,-0.12744219372813936,10.875938131439502,0.003166645596164308,-0.030514020170311573,-0.030514020170311573,-0.007026521442023759,-0.15453523027017924,-0.2600327855324079
medium_trend_v10_g125_r5_b2_micro,medium_trend,micro,0.1,1.25,5,0.02,False,-0.0015942900462635468,-0.021038609312946835,-0.12744219372813936,10.875938131439502,0.003166645596164308,-0.030514020170311573,-0.030514020170311573,-0.007026521442023759,-0.15453523027017924,-0.2600327855324079
