,equity,gross,turnover,min_margin_buffer,liquidated_notional,trading_costs,roll_costs,liquidation_penalty
2021-01-24 00:00:00+00:00,12008.703887485735,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01-25 00:00:00+00:00,11917.722161345271,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01-26 00:00:00+00:00,11972.275422843792,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01-27 00:00:00+00:00,11591.134636115949,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01-28 00:00:00+00:00,12379.82063233067,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01-29 00:00:00+00:00,12573.24170351883,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01-30 00:00:00+00:00,12570.42669432007,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01-31 00:00:00+00:00,12351.005360223233,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-01 00:00:00+00:00,12715.32569417199,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-02 00:00:00+00:00,13252.26315996935,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-03 00:00:00+00:00,13858.158304054516,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-04 00:00:00+00:00,13673.553183299542,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-05 00:00:00+00:00,14299.519629107806,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-06 00:00:00+00:00,14350.238397340028,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-07 00:00:00+00:00,14193.013796386424,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-08 00:00:00+00:00,14723.312611996873,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-09 00:00:00+00:00,14894.57660007218,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-10 00:00:00+00:00,15095.62678659849,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-11 00:00:00+00:00,15039.96968247108,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-12 00:00:00+00:00,15271.24927990886,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-13 00:00:00+00:00,15238.960889385447,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-14 00:00:00+00:00,15008.339417193807,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-15 00:00:00+00:00,14966.185277059463,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-16 00:00:00+00:00,14961.741299754,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-17 00:00:00+00:00,15378.584405103737,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-18 00:00:00+00:00,15649.996477149292,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-19 00:00:00+00:00,16146.157197127555,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-20 00:00:00+00:00,16217.3399652204,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-21 00:00:00+00:00,16335.138081117158,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-22 00:00:00+00:00,16069.914736223776,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-23 00:00:00+00:00,15504.463423408262,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-24 00:00:00+00:00,15780.285441776983,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-25 00:00:00+00:00,15580.60224647835,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-26 00:00:00+00:00,15737.208556769265,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-27 00:00:00+00:00,15868.912523475725,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-02-28 00:00:00+00:00,15753.756653725512,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-03-01 00:00:00+00:00,16070.648949169565,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-03-02 00:00:00+00:00,15830.978317406574,0.0,0.0,1.0,0.0,0.0,0.0,0.0
