,equity,gross,turnover,min_margin_buffer,liquidated_notional,trading_costs,roll_costs,liquidation_penalty
2021-09-15 00:00:00+00:00,21066.83274865896,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-16 00:00:00+00:00,20958.8954228507,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-17 00:00:00+00:00,20821.32577911927,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-18 00:00:00+00:00,20863.784489879792,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-19 00:00:00+00:00,20730.365428266738,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-20 00:00:00+00:00,20462.890782247283,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-21 00:00:00+00:00,20354.945484245385,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-22 00:00:00+00:00,20483.310474292022,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-23 00:00:00+00:00,20575.45891903154,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-24 00:00:00+00:00,20389.519636076373,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-25 00:00:00+00:00,20393.836267864368,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-26 00:00:00+00:00,20354.72490258447,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-27 00:00:00+00:00,20235.93920928476,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-28 00:00:00+00:00,20101.65302451292,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-29 00:00:00+00:00,20147.18601758031,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-30 00:00:00+00:00,20210.06383690829,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-01 00:00:00+00:00,20379.93111561804,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-02 00:00:00+00:00,20355.599727109045,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-03 00:00:00+00:00,20366.01668560308,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-04 00:00:00+00:00,20337.70993339084,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-05 00:00:00+00:00,20410.73756618269,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-06 00:00:00+00:00,20458.94154371976,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-07 00:00:00+00:00,20388.638865826604,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-08 00:00:00+00:00,20306.58009031728,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-09 00:00:00+00:00,20389.47634202124,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-10 00:00:00+00:00,20225.25000442889,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-11 00:00:00+00:00,20415.172349046945,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-12 00:00:00+00:00,20434.293781433626,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-13 00:00:00+00:00,20644.484937351604,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-14 00:00:00+00:00,20701.21233467629,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-15 00:00:00+00:00,20921.80637632125,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-16 00:00:00+00:00,20839.690767846536,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-17 00:00:00+00:00,20875.01892510506,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-18 00:00:00+00:00,20902.485072678217,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-19 00:00:00+00:00,21054.03398092457,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-20 00:00:00+00:00,21286.390256602604,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-21 00:00:00+00:00,20933.282875067496,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-22 00:00:00+00:00,20871.33235482721,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-23 00:00:00+00:00,21010.65693560021,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-24 00:00:00+00:00,20901.12576634145,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-25 00:00:00+00:00,21119.378093964628,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-26 00:00:00+00:00,20928.05721269759,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-27 00:00:00+00:00,20592.30289786417,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-28 00:00:00+00:00,21083.54769270408,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-29 00:00:00+00:00,21273.09395967869,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-30 00:00:00+00:00,21159.47031573257,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-31 00:00:00+00:00,21122.531839859985,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-01 00:00:00+00:00,21186.618281554947,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-02 00:00:00+00:00,21477.65188858896,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-03 00:00:00+00:00,21506.27987907331,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-04 00:00:00+00:00,21376.209757327862,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-05 00:00:00+00:00,21343.854065537787,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-06 00:00:00+00:00,21422.69938093791,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-07 00:00:00+00:00,21577.440103412384,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-08 00:00:00+00:00,21903.7721321817,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-09 00:00:00+00:00,21798.975489020228,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-10 00:00:00+00:00,21610.317747787787,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-11 00:00:00+00:00,21741.008539734667,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-12 00:00:00+00:00,21675.38546071936,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-13 00:00:00+00:00,21673.712294642384,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-14 00:00:00+00:00,21659.69751724081,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-15 00:00:00+00:00,21548.44582948782,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-16 00:00:00+00:00,20988.412937977577,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-17 00:00:00+00:00,21086.063567129364,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-18 00:00:00+00:00,20482.888101450146,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-19 00:00:00+00:00,21061.00902853821,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-20 00:00:00+00:00,21282.208889429014,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-21 00:00:00+00:00,20999.27852384509,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-22 00:00:00+00:00,20672.93080284744,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-23 00:00:00+00:00,21161.55714718388,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-24 00:00:00+00:00,21033.43161020201,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-25 00:00:00+00:00,21567.49613558264,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-26 00:00:00+00:00,20650.145870828364,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-27 00:00:00+00:00,20749.56751252813,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-28 00:00:00+00:00,21092.953632645127,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-29 00:00:00+00:00,21378.928862054843,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-30 00:00:00+00:00,21729.165393636154,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-01 00:00:00+00:00,21651.26474732873,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-02 00:00:00+00:00,21499.05226351025,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-03 00:00:00+00:00,20923.672747211727,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-04 00:00:00+00:00,20746.693388753924,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-05 00:00:00+00:00,20828.66116478153,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-06 00:00:00+00:00,21120.3593199316,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-07 00:00:00+00:00,21026.617375246016,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-08 00:00:00+00:00,21315.50766725874,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-09 00:00:00+00:00,20796.908730645177,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-10 00:00:00+00:00,20478.59383423869,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-11 00:00:00+00:00,20682.326538906786,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-12 00:00:00+00:00,20725.32952252997,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-13 00:00:00+00:00,20272.353784846782,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-14 00:00:00+00:00,20309.255044609632,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-15 00:00:00+00:00,20479.24397217779,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-16 00:00:00+00:00,20508.21464320686,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-17 00:00:00+00:00,20602.37470870837,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-18 00:00:00+00:00,20625.96166287444,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-19 00:00:00+00:00,20598.02383847026,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-20 00:00:00+00:00,20576.614836087178,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-21 00:00:00+00:00,20408.09275263318,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-22 00:00:00+00:00,20422.5481175476,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-23 00:00:00+00:00,20272.55662276153,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-24 00:00:00+00:00,20218.391502910585,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-25 00:00:00+00:00,20305.42408693262,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-26 00:00:00+00:00,20242.792257809684,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-27 00:00:00+00:00,20257.51082184962,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-28 00:00:00+00:00,20403.14427040321,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-29 00:00:00+00:00,20384.21781552488,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-30 00:00:00+00:00,20367.56731106716,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-31 00:00:00+00:00,20440.158280864416,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-01 00:00:00+00:00,20318.76371434068,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-02 00:00:00+00:00,20412.262177723445,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-03 00:00:00+00:00,20470.120856835423,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-04 00:00:00+00:00,20559.55436995975,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-05 00:00:00+00:00,20689.97632660279,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-06 00:00:00+00:00,20669.49782450553,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,20774.77429069024,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-08 00:00:00+00:00,20696.69138690453,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-09 00:00:00+00:00,20712.380719536788,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-10 00:00:00+00:00,20685.276480226665,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-11 00:00:00+00:00,20640.211383757745,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-12 00:00:00+00:00,20544.43460296924,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-13 00:00:00+00:00,20625.061919471293,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,20582.865520657146,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-15 00:00:00+00:00,20579.35191443312,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-16 00:00:00+00:00,20578.05800007857,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-17 00:00:00+00:00,20651.704346238694,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-18 00:00:00+00:00,20646.84598389523,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-19 00:00:00+00:00,20702.18647532624,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-20 00:00:00+00:00,20773.596116253324,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-21 00:00:00+00:00,21097.865249484672,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-22 00:00:00+00:00,21213.687126332617,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-23 00:00:00+00:00,21107.614543834374,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-24 00:00:00+00:00,21051.910417858577,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-25 00:00:00+00:00,21026.63846376791,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-26 00:00:00+00:00,21039.19989861319,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-27 00:00:00+00:00,21019.191825284764,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-28 00:00:00+00:00,21027.31853622317,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-29 00:00:00+00:00,21029.66102668524,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-30 00:00:00+00:00,21031.454205525017,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-31 00:00:00+00:00,21035.57218128617,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-01 00:00:00+00:00,21042.9011898478,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-02 00:00:00+00:00,21044.61933383806,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-03 00:00:00+00:00,21025.343532895207,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-04 00:00:00+00:00,21019.54838481061,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-05 00:00:00+00:00,21035.059053381792,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-06 00:00:00+00:00,21018.944027728307,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-07 00:00:00+00:00,21006.910079653622,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-08 00:00:00+00:00,20987.235133394628,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-09 00:00:00+00:00,21041.627269510504,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-10 00:00:00+00:00,20979.52649759347,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-11 00:00:00+00:00,20942.582936148825,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-12 00:00:00+00:00,20943.53015619756,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-13 00:00:00+00:00,20923.69336195449,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-14 00:00:00+00:00,20938.08430718903,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-15 00:00:00+00:00,21003.55012544184,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-16 00:00:00+00:00,20995.31319346377,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-17 00:00:00+00:00,20988.02747759007,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-18 00:00:00+00:00,20943.835237106032,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-19 00:00:00+00:00,20930.063017709952,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-20 00:00:00+00:00,20915.05605637045,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-21 00:00:00+00:00,20939.863575264368,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-22 00:00:00+00:00,20928.814071332326,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-23 00:00:00+00:00,20934.45045451208,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-24 00:00:00+00:00,20853.271627886214,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-25 00:00:00+00:00,20918.40629782421,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-26 00:00:00+00:00,20929.45356977029,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-27 00:00:00+00:00,20892.571086573163,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-28 00:00:00+00:00,20842.743519285432,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-01 00:00:00+00:00,20824.745195982425,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-02 00:00:00+00:00,20827.54083784451,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-03 00:00:00+00:00,20817.22494060201,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-04 00:00:00+00:00,20821.999876256366,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-05 00:00:00+00:00,20838.1327694052,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-06 00:00:00+00:00,20807.88165574686,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-07 00:00:00+00:00,20787.240960948704,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-08 00:00:00+00:00,20811.819018169568,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-09 00:00:00+00:00,20770.16856016729,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-10 00:00:00+00:00,20778.80761422082,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00+00:00,20776.87607259098,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-12 00:00:00+00:00,20778.971912847035,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-13 00:00:00+00:00,20784.64895224307,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-14 00:00:00+00:00,20764.22390700691,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-15 00:00:00+00:00,20783.72928193581,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-16 00:00:00+00:00,20795.803897107973,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-17 00:00:00+00:00,20813.349298590845,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-18 00:00:00+00:00,20836.709746189816,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-19 00:00:00+00:00,20830.338175125587,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-20 00:00:00+00:00,20822.25317474997,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-21 00:00:00+00:00,20837.971587631764,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-22 00:00:00+00:00,20832.25862617533,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-23 00:00:00+00:00,20842.07531366768,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-24 00:00:00+00:00,20824.471355613023,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-25 00:00:00+00:00,20837.774939160903,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-26 00:00:00+00:00,20824.202882472928,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-27 00:00:00+00:00,20842.199555040694,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-28 00:00:00+00:00,20837.75535752603,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-29 00:00:00+00:00,20823.071580999404,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-30 00:00:00+00:00,20804.46071769668,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-31 00:00:00+00:00,20647.53031328121,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-01 00:00:00+00:00,20675.81326898909,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-02 00:00:00+00:00,20633.16494023468,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-03 00:00:00+00:00,20679.737437994576,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-04 00:00:00+00:00,20688.436672235643,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-05 00:00:00+00:00,20595.53313925805,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-06 00:00:00+00:00,20386.80491849328,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-07 00:00:00+00:00,20439.074409685712,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-08 00:00:00+00:00,20332.781843629626,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-09 00:00:00+00:00,20422.12520231953,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-10 00:00:00+00:00,20335.38300612324,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-11 00:00:00+00:00,19956.870011079976,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-12 00:00:00+00:00,19977.09866681888,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-13 00:00:00+00:00,20038.93790152087,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-14 00:00:00+00:00,19968.549576986006,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-15 00:00:00+00:00,20003.79695429809,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-16 00:00:00+00:00,19992.87162073432,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-17 00:00:00+00:00,19991.144027723123,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-18 00:00:00+00:00,20003.83510807196,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-19 00:00:00+00:00,20006.328159251403,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-20 00:00:00+00:00,20014.576398919387,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-21 00:00:00+00:00,20109.771896991493,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-22 00:00:00+00:00,20154.11337100909,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-23 00:00:00+00:00,20190.44173525635,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-24 00:00:00+00:00,20199.476006959103,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-25 00:00:00+00:00,20080.631506510075,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-26 00:00:00+00:00,20342.604371197063,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-27 00:00:00+00:00,20219.324988492423,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-28 00:00:00+00:00,20153.951157231186,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-29 00:00:00+00:00,20308.94328778765,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-04-30 00:00:00+00:00,20432.29024003717,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-01 00:00:00+00:00,20298.187562350708,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-02 00:00:00+00:00,20263.159462666423,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-03 00:00:00+00:00,20366.707967326805,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-04 00:00:00+00:00,20132.63244049377,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-05 00:00:00+00:00,20426.591035576384,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-06 00:00:00+00:00,20502.095428718465,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-07 00:00:00+00:00,20583.262773602182,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-08 00:00:00+00:00,20767.02030554879,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-09 00:00:00+00:00,21267.937989700426,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-10 00:00:00+00:00,21070.365747737167,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-11 00:00:00+00:00,21482.31910702284,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-12 00:00:00+00:00,21656.553682163,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-13 00:00:00+00:00,21567.08482690293,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-14 00:00:00+00:00,21457.64110151559,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-15 00:00:00+00:00,21268.05877841378,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-16 00:00:00+00:00,21503.16836429179,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-17 00:00:00+00:00,21374.650702744457,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-18 00:00:00+00:00,21707.56194871162,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-19 00:00:00+00:00,21456.20409907648,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-20 00:00:00+00:00,21600.987084407592,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-21 00:00:00+00:00,21565.03400364771,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-22 00:00:00+00:00,21418.242232381137,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-23 00:00:00+00:00,21578.850658262218,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-24 00:00:00+00:00,21540.47345034641,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-25 00:00:00+00:00,21601.89400646099,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-26 00:00:00+00:00,21852.615188356933,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-27 00:00:00+00:00,21991.03954657886,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-28 00:00:00+00:00,21855.14381876144,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-29 00:00:00+00:00,21797.87837962503,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-30 00:00:00+00:00,21373.152019000703,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-05-31 00:00:00+00:00,21452.73793941239,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-06-01 00:00:00+00:00,21737.80216973461,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-06-02 00:00:00+00:00,21677.48491015882,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-06-03 00:00:00+00:00,21812.038519853144,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-06-04 00:00:00+00:00,21753.48625804605,0.0,0.0,1.0,0.0,0.0,0.0,0.0
