candidate,eligible_selection,score,check_development_positive,check_validation_a_positive,check_validation_b_positive,check_selection_cagr_min,check_selection_sharpe_min,check_selection_max_drawdown_min,check_selection_turnover_max,check_worst_severe_period_min,selection_cagr,selection_sharpe,selection_dd,selection_turnover
breakout__vol08__cap125__r20__b05,False,-0.3062289246733288,False,False,False,False,False,False,False,False,-0.061630284510483246,-1.004283625844705,-0.6030684054391842,58.83480606622476
breakout__vol08__cap125__r20__b10,False,-0.3062289246733288,False,False,False,False,False,False,False,False,-0.061630284510483246,-1.004283625844705,-0.6030684054391842,58.83480606622476
breakout__vol10__cap125__r20__b05,False,-0.31118956222324,False,False,False,False,False,False,False,False,-0.0645362432508313,-0.9872696019929015,-0.620595867619147,59.7055965226582
breakout__vol10__cap125__r20__b10,False,-0.31118956222324,False,False,False,False,False,False,False,False,-0.0645362432508313,-0.9872696019929015,-0.620595867619147,59.7055965226582
breakout__vol12__cap125__r20__b05,False,-0.316708227488777,False,False,False,False,False,False,False,False,-0.06722006168090089,-0.9936926753632835,-0.6349841289954092,60.14157406513836
breakout__vol12__cap125__r20__b10,False,-0.316708227488777,False,False,False,False,False,False,False,False,-0.06722006168090089,-0.9936926753632835,-0.6349841289954092,60.14157406513836
breakout__vol08__cap075__r10__b05,False,-0.38949811357640807,False,False,False,False,False,False,False,False,-0.07871131690842814,-1.483819090536947,-0.6753903633284248,72.26275114230316
breakout__vol08__cap075__r10__b10,False,-0.38949811357640807,False,False,False,False,False,False,False,False,-0.07871131690842814,-1.483819090536947,-0.6753903633284248,72.26275114230316
breakout__vol10__cap075__r10__b05,False,-0.3924450709674553,False,False,False,False,False,False,False,False,-0.08039446015045937,-1.465505963631073,-0.682694967790658,73.21319883971064
breakout__vol10__cap075__r10__b10,False,-0.3924450709674553,False,False,False,False,False,False,False,False,-0.08039446015045937,-1.465505963631073,-0.682694967790658,73.21319883971064
breakout__vol12__cap075__r10__b05,False,-0.39279923369693903,False,False,False,False,False,False,False,False,-0.08121918670039163,-1.4442436199042974,-0.6865051248264442,73.76933929571736
breakout__vol12__cap075__r10__b10,False,-0.39279923369693903,False,False,False,False,False,False,False,False,-0.08121918670039163,-1.4442436199042974,-0.6865051248264442,73.76933929571736
breakout__vol08__cap100__r10__b05,False,-0.4213390423501362,False,False,False,False,False,False,False,False,-0.09051284676960669,-1.4166559668350658,-0.7285874403863098,86.57858202172586
breakout__vol08__cap100__r10__b10,False,-0.4213390423501362,False,False,False,False,False,False,False,False,-0.09051284676960669,-1.4166559668350658,-0.7285874403863098,86.57858202172586
breakout__vol10__cap100__r10__b05,False,-0.42824481520913926,False,False,False,False,False,False,False,False,-0.09400885889377952,-1.3947581593493967,-0.7422240119066814,88.24507659686533
breakout__vol10__cap100__r10__b10,False,-0.42824481520913926,False,False,False,False,False,False,False,False,-0.09400885889377952,-1.3947581593493967,-0.7422240119066814,88.24507659686533
breakout__vol12__cap100__r10__b05,False,-0.4312924438883365,False,False,False,False,False,False,False,False,-0.09564850467858033,-1.3840209363167144,-0.7483636966429962,89.09883286268467
breakout__vol12__cap100__r10__b10,False,-0.4312924438883365,False,False,False,False,False,False,False,False,-0.09564850467858033,-1.3840209363167144,-0.7483636966429962,89.09883286268467
breakout__vol08__cap125__r10__b05,False,-0.44422672170552335,False,False,False,False,False,False,False,False,-0.0988181949665482,-1.3812601826111717,-0.7601787308313387,96.77613967766271
breakout__vol08__cap125__r10__b10,False,-0.44422672170552335,False,False,False,False,False,False,False,False,-0.0988181949665482,-1.3812601826111717,-0.7601787308313387,96.77613967766271
breakout__vol10__cap125__r10__b05,False,-0.4560983526379375,False,False,False,False,False,False,False,False,-0.10457446313080432,-1.3574471764918818,-0.7806230630006912,99.3524748742588
breakout__vol10__cap125__r10__b10,False,-0.4560983526379375,False,False,False,False,False,False,False,False,-0.10457446313080432,-1.3574471764918818,-0.7806230630006912,99.3524748742588
breakout__vol12__cap125__r10__b05,False,-0.463438871397825,False,False,False,False,False,False,False,False,-0.10825069847015845,-1.3475359987802171,-0.7923618904317279,100.77967785641972
breakout__vol12__cap125__r10__b10,False,-0.463438871397825,False,False,False,False,False,False,False,False,-0.10825069847015845,-1.3475359987802171,-0.7923618904317279,100.77967785641972
breakout__vol08__cap075__r5__b05,False,-0.4912792289625803,False,False,False,False,False,False,False,False,-0.10402106100186037,-1.8210161989883302,-0.7744221946757124,96.2201838651468
breakout__vol08__cap075__r5__b10,False,-0.4912792289625803,False,False,False,False,False,False,False,False,-0.10402106100186037,-1.8210161989883302,-0.7744221946757124,96.2201838651468
breakout__vol10__cap075__r5__b05,False,-0.4940169387185675,False,False,False,False,False,False,False,False,-0.1066958584905282,-1.7717471705296026,-0.7837663785994929,97.99518644962961
breakout__vol10__cap075__r5__b10,False,-0.4940169387185675,False,False,False,False,False,False,False,False,-0.1066958584905282,-1.7717471705296026,-0.7837663785994929,97.99518644962961
breakout__vol12__cap075__r5__b05,False,-0.49753664936896563,False,False,False,False,False,False,False,False,-0.10919558688452013,-1.7473136277141101,-0.7917729542288808,98.9550068494522
breakout__vol12__cap075__r5__b10,False,-0.49753664936896563,False,False,False,False,False,False,False,False,-0.10919558688452013,-1.7473136277141101,-0.7917729542288808,98.9550068494522
breakout__vol08__cap100__r5__b05,False,-0.5246635819062023,False,False,False,False,False,False,False,False,-0.11732666933004399,-1.7315421585127146,-0.8136901654391065,113.92093798229863
breakout__vol08__cap100__r5__b10,False,-0.5246635819062023,False,False,False,False,False,False,False,False,-0.11732666933004399,-1.7315421585127146,-0.8136901654391065,113.92093798229863
breakout__vol10__cap100__r5__b05,False,-0.533374253672353,False,False,False,False,False,False,False,False,-0.12207577166470884,-1.6939772197107652,-0.8275935872360397,117.18056381512724
breakout__vol10__cap100__r5__b10,False,-0.533374253672353,False,False,False,False,False,False,False,False,-0.12207577166470884,-1.6939772197107652,-0.8275935872360397,117.18056381512724
breakout__vol12__cap100__r5__b05,False,-0.537456954284546,False,False,False,False,False,False,False,False,-0.12499227254904344,-1.6598998248054513,-0.8360929238708524,118.8986166119112
breakout__vol12__cap100__r5__b10,False,-0.537456954284546,False,False,False,False,False,False,False,False,-0.12499227254904344,-1.6598998248054513,-0.8360929238708524,118.8986166119112
breakout__vol08__cap125__r5__b05,False,-0.5502599008754121,False,False,False,False,False,False,False,False,-0.12717417173972756,-1.7010251586495195,-0.8398111869780125,125.89516374425185
breakout__vol08__cap125__r5__b10,False,-0.5502599008754121,False,False,False,False,False,False,False,False,-0.12717417173972756,-1.7010251586495195,-0.8398111869780125,125.89516374425185
breakout__vol10__cap125__r5__b05,False,-0.561585635958994,False,False,False,False,False,False,False,False,-0.13352794826034542,-1.6484189952316277,-0.8548190619934256,130.67795139283803
breakout__vol10__cap125__r5__b10,False,-0.561585635958994,False,False,False,False,False,False,False,False,-0.13352794826034542,-1.6484189952316277,-0.8548190619934256,130.67795139283803
breakout__vol12__cap125__r5__b05,False,-0.5718141897723156,False,False,False,False,False,False,False,False,-0.13901788399175652,-1.6290135898497975,-0.8667887332023266,133.4511506089914
breakout__vol12__cap125__r5__b10,False,-0.5718141897723156,False,False,False,False,False,False,False,False,-0.13901788399175652,-1.6290135898497975,-0.8667887332023266,133.4511506089914
