candidate,eligible_selection,score,check_development_positive,check_validation_a_positive,check_validation_b_positive,check_selection_cagr_min,check_selection_sharpe_min,check_selection_max_drawdown_min,check_selection_turnover_max,check_worst_severe_period_min,selection_cagr,selection_sharpe,selection_dd,selection_turnover
ma__vol12__cap075__r5__b05,False,-0.042638876595958775,True,False,True,False,False,False,False,False,0.000987589068461192,0.016934593682866872,-0.22127091249186348,12.366057581694959
crisis__vol12__cap100__r20__b10,False,-0.04277105774363981,True,True,False,False,False,True,True,False,-0.0020484004873714268,-0.03003241224356899,-0.209678828566066,3.383326208179653
tsmom+ma+crisis__vol12__cap075__r20__b05,False,-0.04284352182693203,True,False,True,False,False,True,False,False,0.0020901964571240494,0.034284270223618116,-0.20810016872518033,18.91580638791157
tsmom+ma+crisis__vol08__cap075__r10__b05,False,-0.043069159086575944,True,False,True,False,False,True,False,False,0.0015136514150122515,0.02758775447338491,-0.18707315715643547,20.178695012410106
tsmom+ma+breakout+crisis__vol08__cap100__r20__b10,False,-0.04340162517174239,True,False,True,False,False,True,False,False,0.005991225944044887,0.0923675863321245,-0.21422930725258282,25.691865298110777
tsmom+ma+breakout+crisis__vol08__cap075__r10__b10,False,-0.04343393217826987,True,False,True,False,False,True,False,False,0.0020077640447344614,0.03657748975783666,-0.1890226321168007,21.598762613535676
ma__vol08__cap075__r10__b10,False,-0.04386501047968727,False,False,True,False,False,True,True,False,-0.0036271419043274467,-0.06924156236981605,-0.19857290898046398,8.302770260401017
tsmom+breakout__vol10__cap125__r10__b05,False,-0.04388267100873725,True,True,False,False,False,False,False,False,0.002572796711868275,0.03284666491100178,-0.24640234995176424,13.986595426818683
tsmom+ma+breakout+crisis__vol08__cap100__r20__b05,False,-0.04390675707808073,True,False,True,False,False,True,False,False,0.005923097319114667,0.09130646285005836,-0.21642077501214518,25.731327772300595
tsmom+breakout__vol10__cap125__r10__b10,False,-0.043919373456015105,True,True,False,False,False,False,False,False,0.0025716202774395125,0.03283364615431733,-0.24661425843092466,13.981675957911774
ma__vol08__cap075__r10__b05,False,-0.044050471330377414,False,False,False,False,False,True,True,False,-0.003788139791764067,-0.07233984182334709,-0.19622969895560438,8.351947553149701
tsmom+ma+breakout+crisis__vol12__cap075__r20__b05,False,-0.04435938053054303,True,False,True,False,False,True,False,False,0.002253219483251412,0.03694846258798932,-0.20917642841703987,20.27687140869989
crisis__vol12__cap125__r20__b05,False,-0.044431540777393475,True,True,False,False,False,False,True,False,-0.0015260470692300965,-0.019586320484389984,-0.2205157568110937,4.266039242485032
tsmom+ma+breakout+crisis__vol08__cap075__r10__b05,False,-0.04459607865433127,True,False,True,False,False,True,False,False,0.0016965752541080459,0.03091734506900329,-0.1906871376674122,21.77701733149518
tsmom+ma+breakout+crisis__vol12__cap075__r20__b10,False,-0.044661066099753455,True,False,True,False,False,True,False,False,0.0021039306924195422,0.03449924912229908,-0.20919140957948423,20.232627083166673
ma__vol10__cap075__r10__b05,False,-0.04507258821614379,False,False,False,False,False,True,True,False,-0.0037530064889713666,-0.06744296284645657,-0.21005913132851695,8.420284436190329
ma__vol10__cap075__r10__b10,False,-0.045103123286468226,False,False,False,False,False,True,True,False,-0.0035616499345175745,-0.06401098096157785,-0.2123620247796859,8.370127653744156
tsmom+ma+crisis__vol10__cap100__r20__b10,False,-0.04537839965995785,True,False,True,False,False,True,False,False,0.005075921945604245,0.07124885787070709,-0.2197825089103983,24.680256295497102
tsmom+ma+crisis__vol10__cap075__r10__b10,False,-0.045434961047966724,True,False,True,False,False,True,False,False,0.0012374204583807114,0.021168764192241975,-0.20072275134719064,20.09039004690867
tsmom+ma__vol08__cap075__r20__b05,False,-0.04548641193647525,True,False,True,False,False,True,False,False,0.0019433045275276672,0.036148815122813545,-0.2091135000546378,20.42578828802156
tsmom+ma__vol08__cap075__r20__b10,False,-0.045765339537837735,True,False,True,False,False,True,False,False,0.0017829037727392638,0.03315989735284165,-0.20932725193271295,20.33616972218494
tsmom+ma+crisis__vol10__cap100__r20__b05,False,-0.045970383804222484,True,False,True,False,False,False,False,False,0.004940494639513959,0.06934681251606462,-0.22178776663007338,24.742870981101568
tsmom+ma__vol08__cap075__r10__b10,False,-0.04613170964104377,True,False,True,False,False,True,False,False,0.0017925679610300005,0.03337550412179583,-0.2030360439742711,21.25000108558469
ma__vol12__cap075__r10__b10,False,-0.046742974237231706,False,False,False,False,False,False,True,False,-0.0036950564783690965,-0.06321151794200452,-0.2250688248423135,8.415713094706877
crisis__vol12__cap125__r20__b10,False,-0.04678369687159416,True,True,False,False,False,False,True,False,-0.0021471047747119165,-0.027554518715055955,-0.22792302348466176,4.222322184587734
tsmom+ma+breakout+crisis__vol10__cap075__r10__b10,False,-0.04678714356519177,True,False,True,False,False,True,False,False,0.0013333381736562178,0.022794869786136904,-0.20039931128102473,21.809737031936315
ma__vol12__cap075__r10__b05,False,-0.046851400479087216,False,False,False,False,False,False,True,False,-0.0038698887748616073,-0.06621418225327859,-0.22434665725516667,8.466013749499721
tsmom+ma__vol10__cap075__r20__b05,False,-0.047145370375297355,True,False,True,False,False,True,False,False,0.0019163802526822593,0.033375874497197804,-0.2184511006800517,20.715475126899165
tsmom+ma+crisis__vol10__cap075__r10__b05,False,-0.04720189011460714,True,False,True,False,False,True,False,False,0.0007092766537346584,0.012131082200342399,-0.20289178928286178,20.372281642149147
tsmom+ma__vol10__cap075__r20__b10,False,-0.04740620281539655,True,False,True,False,False,True,False,False,0.0017566493569145525,0.030589845687286635,-0.21866232889680381,20.62496521498406
tsmom+ma__vol08__cap075__r10__b05,False,-0.0475211052681037,True,False,True,False,False,True,False,False,0.0014369171287758054,0.026764271774917324,-0.20415969814407697,21.4948771716728
tsmom+ma+crisis__vol08__cap075__r5__b10,False,-0.047525290504125725,True,False,True,False,False,True,False,False,0.0004761945903311027,0.008688390822078585,-0.1920172451814499,21.44606631675786
tsmom+breakout__vol12__cap125__r10__b05,False,-0.04767953497738621,True,True,False,False,False,False,False,False,0.0017345794902063894,0.02059380416460967,-0.2593317501528615,14.244139311542881
tsmom+breakout__vol12__cap125__r10__b10,False,-0.047761714834056335,True,True,False,False,False,False,False,False,0.0017208751193471539,0.020432413045984647,-0.25958145800649113,14.239911627794044
tsmom+ma__vol10__cap075__r10__b10,False,-0.04793667284688084,True,False,True,False,False,True,False,False,0.001722540466022604,0.030034989195629098,-0.21260041468577728,21.569971116940014
tsmom+ma+breakout+crisis__vol10__cap075__r10__b05,False,-0.04799426697460165,True,False,True,False,False,True,False,False,0.0010307130971933809,0.017626963570948964,-0.2028183156040856,21.990371622605274
tsmom__vol08__cap125__r5__b10,False,-0.048018929679726985,True,False,False,False,False,False,False,False,0.002462675812381354,0.035134445601314374,-0.2365887627478669,16.584932308151792
tsmom__vol08__cap125__r5__b05,False,-0.048520981159375205,True,False,False,False,False,False,False,False,0.002518109526565393,0.03593470803828532,-0.23969296097632764,16.674561933329244
tsmom+ma+breakout+relative+crisis__vol08__cap125__r10__b05,False,-0.04900914236008249,True,False,True,False,False,False,False,False,0.00683872742900693,0.0946755696277453,-0.26584088742252665,27.79665109056187
tsmom+ma+breakout+relative+crisis__vol08__cap125__r10__b10,False,-0.049181638087535465,True,False,True,False,False,False,False,False,0.006742400162758955,0.09334375099957723,-0.2658639927023557,27.758812062298887
tsmom+ma+breakout+crisis__vol10__cap100__r20__b10,False,-0.049325213941191486,True,False,True,False,False,False,False,False,0.004786408607802883,0.06716881731271276,-0.2279341853817335,26.469236231106823
tsmom+ma+breakout__vol08__cap075__r20__b05,False,-0.04935858514892766,True,False,True,False,False,True,False,False,0.0012430279888364648,0.023080243266757488,-0.2134146807853763,21.96614553180405
tsmom+ma__vol10__cap075__r10__b05,False,-0.04936640143330372,True,False,True,False,False,True,False,False,0.0013375461915288156,0.02333142491526653,-0.2137397283009439,21.81657103202932
tsmom+ma+breakout__vol08__cap075__r20__b10,False,-0.04943549046655338,True,False,True,False,False,True,False,False,0.0011803766109574898,0.021913572249385765,-0.21309307072524897,21.925089960163202
tsmom+ma__vol08__cap075__r5__b10,False,-0.049467729924278586,True,False,True,False,False,True,False,False,0.0006861904486379355,0.012783787038152139,-0.19941434404882796,22.494343271524368
tsmom+ma+crisis__vol08__cap100__r10__b10,False,-0.04963411124426091,True,False,True,False,False,False,False,False,0.0036482916909923446,0.05607357174356897,-0.22350356280484251,25.80996231173775
tsmom+ma+crisis__vol12__cap100__r20__b10,False,-0.04967571845958135,True,False,True,False,False,False,False,False,0.0038728863330828034,0.0513682772359029,-0.23021025346834556,24.932763684861154
tsmom+ma+breakout+crisis__vol10__cap100__r20__b05,False,-0.04978011038409455,True,False,True,False,False,False,False,False,0.004736674641167671,0.0664694790378245,-0.23008743105074136,26.51053484963588
tsmom+ma+crisis__vol12__cap075__r10__b10,False,-0.04988246117851142,True,False,True,False,False,False,False,False,0.00043572745983233574,0.0071141754638435716,-0.22069667764103618,20.21495892537153
tsmom+ma__vol12__cap075__r20__b05,False,-0.04991455042797866,True,False,True,False,False,False,False,False,0.0012963946420072592,0.02147305661604434,-0.22668367549291035,20.92453516087015
tsmom+ma+breakout__vol08__cap075__r10__b10,False,-0.050049813482554564,True,False,True,False,False,True,False,False,0.0010513834619430007,0.0195368708534271,-0.2049089968180332,23.170091448761944
tsmom+ma+crisis__vol12__cap100__r20__b05,False,-0.050129783678238254,True,False,True,False,False,False,False,False,0.0037452127734542984,0.049675358409171366,-0.23126894642126516,24.995531085563034
tsmom+ma__vol12__cap075__r20__b10,False,-0.05016140239427044,True,False,True,False,False,False,False,False,0.0011374290925736386,0.018837737562456974,-0.22689267870224983,20.833133902876558
tsmom+ma+crisis__vol08__cap100__r10__b05,False,-0.050464534088374646,True,False,True,False,False,False,False,False,0.0034803118235136044,0.05350427934318772,-0.2249057356287818,25.978100524038336
tsmom+ma__vol12__cap075__r10__b10,False,-0.05065130015899194,True,False,True,False,False,False,False,False,0.0011263326158796882,0.018682632422322272,-0.22083899683647257,21.79157217896028
ma__vol08__cap100__r5__b10,False,-0.0510395954409128,True,False,True,False,False,False,False,False,0.0015079474244910074,0.024214251397493974,-0.257094700152274,15.68796231142243
tsmom+ma+breakout+crisis__vol12__cap075__r10__b10,False,-0.051074419516206566,True,False,True,False,False,True,False,False,0.0005734395200804876,0.009353488708235139,-0.21965776549151494,21.950789337884398
tsmom+ma+breakout__vol10__cap075__r20__b05,False,-0.05108130038478637,True,False,True,False,False,False,False,False,0.0011895982586427323,0.020664280293895405,-0.22312925681786122,22.276404875741843
tsmom+ma+breakout__vol10__cap075__r20__b10,False,-0.05115724646359446,True,False,True,False,False,False,False,False,0.001124926877496657,0.01953816124401724,-0.22281161874310706,22.23513758117098
tsmom+ma+breakout__vol08__cap075__r10__b05,False,-0.05121396249235445,True,False,True,False,False,True,False,False,0.0007956338600239032,0.014788603222495726,-0.20744549815845403,23.329949954545466
tsmom+ma__vol10__cap075__r5__b10,False,-0.05174951601284469,True,False,True,False,False,True,False,False,0.0003996032983117903,0.006968861549226836,-0.20920808545603287,22.84909920178536
tsmom+ma+crisis__vol12__cap075__r10__b05,False,-0.051790794662852926,True,False,True,False,False,False,False,False,-0.00015399627890144707,-0.002513458780496195,-0.22309029827029314,20.502528900800023
tsmom+ma__vol08__cap075__r5__b05,False,-0.0518451845190957,True,False,True,False,False,True,False,False,0.00016023869470394025,0.0029872292241103758,-0.20219974840177346,23.002711206364072
tsmom+ma+breakout__vol10__cap075__r10__b10,False,-0.05194434655666967,True,False,True,False,False,True,False,False,0.000944237477654486,0.016418989765043236,-0.2148513583428444,23.514964668540454
tsmom+ma+crisis__vol08__cap075__r5__b05,False,-0.052095780852008576,True,False,True,False,False,True,False,False,-0.000765063774579855,-0.013963515037349541,-0.1983888811823078,22.068969968214976
tsmom+ma__vol12__cap075__r10__b05,False,-0.052122808311388574,True,False,True,False,False,False,False,False,0.000713604627391673,0.01184134798458314,-0.22198728289282355,22.040123640496706
tsmom+ma+breakout+crisis__vol12__cap075__r10__b05,False,-0.05229224345450137,True,False,True,False,False,False,False,False,0.0002588931404376993,0.004224114858779533,-0.22206862265816563,22.13426340228645
tsmom+ma+crisis__vol10__cap075__r5__b10,False,-0.05249860911351041,True,False,True,False,False,True,False,False,-0.00042898795966062053,-0.007341318540873729,-0.21324144069028017,21.6849221660549
ma__vol08__cap100__r5__b05,False,-0.0525845606851045,True,False,True,False,False,False,False,False,0.0009463661111019928,0.01520718839887711,-0.2574553332658748,15.813793447588655
tsmom+ma+breakout+crisis__vol08__cap100__r10__b05,False,-0.05265769715214076,True,False,True,False,False,False,False,False,0.0035544137058183267,0.05461398230653059,-0.22856593236846168,28.009357228218956
tsmom+ma+breakout+crisis__vol08__cap100__r10__b10,False,-0.052807612633590476,True,False,True,False,False,False,False,False,0.0034443979314455753,0.05291425353232357,-0.22865541783449628,27.94581982772329
tsmom+ma+breakout+relative+crisis__vol10__cap125__r10__b05,False,-0.052862194392827744,True,False,True,False,False,False,False,False,0.007598228799396756,0.09453641550385919,-0.28576369841389915,28.996217108576637
tsmom+ma+breakout+relative+crisis__vol10__cap125__r10__b10,False,-0.05302485295817577,True,False,True,False,False,False,False,False,0.007498295791176446,0.0932910420816467,-0.2857854300951601,28.95206487376586
tsmom+ma+breakout__vol10__cap075__r10__b05,False,-0.053096687893789615,True,False,True,False,False,True,False,False,0.0006844989406984414,0.01190547354463417,-0.21738471114457636,23.678184504091384
ma__vol10__cap125__r20__b10,False,-0.053130363104582946,True,False,False,False,False,False,True,True,-0.0010916722032311421,-0.013971990013061594,-0.31328908569306346,9.54468899848089
ma__vol10__cap125__r20__b05,False,-0.05318927253520322,True,False,False,False,False,False,True,True,-0.0011087354269035954,-0.014190328653845095,-0.31328908569306346,9.546940688962703
tsmom+ma+breakout+crisis__vol12__cap100__r20__b10,False,-0.053332519153271224,True,False,True,False,False,False,False,False,0.0036558060060136732,0.04849325222749268,-0.23714566327536524,26.74651628734404
tsmom+ma+breakout+crisis__vol12__cap100__r20__b05,False,-0.05373505708548042,True,False,True,False,False,False,False,False,0.0036287063360356253,0.04813325581566401,-0.23927321868002072,26.788320872603137
tsmom+ma+breakout__vol12__cap075__r20__b05,False,-0.05397030129266753,True,False,True,False,False,False,False,False,0.0005142781673488361,0.008492171589128692,-0.23163690767029688,22.49539889365559
tsmom+ma__vol10__cap075__r5__b05,False,-0.05404295734001626,True,False,True,False,False,True,False,False,-0.00010953329553509139,-0.0019114270159259186,-0.21198030164001092,23.365153149254414
tsmom+ma+breakout__vol12__cap075__r20__b10,False,-0.05404647100114461,True,False,True,False,False,False,False,False,0.00044762598533121256,0.007390588409950659,-0.23132274810707243,22.453919876154707
ma__vol10__cap100__r5__b10,False,-0.054473553625205465,True,False,True,False,False,False,False,False,0.0007802402539076603,0.011400974344934837,-0.26759780117580256,16.056675382969786
tsmom+ma__vol12__cap075__r5__b10,False,-0.05464595885334723,True,False,True,False,False,True,False,False,-0.00030640152979699575,-0.005084482754313459,-0.2174602450684946,23.085010516400857
ma__vol12__cap100__r5__b10,False,-0.05479860889662013,True,False,True,False,False,False,False,False,0.0011409408263991505,0.01576104710412925,-0.2750213586817192,16.200410146901543
tsmom+ma+breakout__vol12__cap075__r10__b10,False,-0.054818864175801785,True,False,True,False,False,False,False,False,0.0002800093338570786,0.004629395616581879,-0.2234352328748691,23.75202166815537
tsmom__vol10__cap125__r5__b10,False,-0.05505501748136278,True,False,True,False,False,False,False,False,0.0013422731098682306,0.01729128645867964,-0.25825845065374053,17.207438912118942
tsmom+ma+breakout+relative+crisis__vol08__cap125__r5__b10,False,-0.055099246531702555,True,False,True,False,False,False,False,False,0.0045332025861233305,0.06300632411958018,-0.25572982451673987,31.125463250555722
ma__vol08__cap125__r20__b10,False,-0.055250900066883095,True,True,False,False,False,False,True,False,-0.0025600941516894515,-0.0362868033023789,-0.29413463754745806,9.502911911424091
ma__vol08__cap125__r20__b05,False,-0.055341736391090225,True,True,False,False,False,False,True,False,-0.0025859024939862696,-0.036652820996249745,-0.29413463754745806,9.505563545819612
tsmom__vol10__cap125__r5__b05,False,-0.05546418348647504,True,False,False,False,False,False,False,False,0.0014385373067875573,0.018539444872570157,-0.261262961408795,17.29500729899028
tsmom+ma+breakout+crisis__vol08__cap075__r5__b10,False,-0.05548892771014745,True,False,True,False,False,True,False,False,-0.0010925949235573995,-0.01992291707368389,-0.20383901872615462,23.778554088176218
tsmom+ma+breakout+relative+crisis__vol08__cap125__r5__b05,False,-0.05567285120496423,True,False,True,False,False,False,False,False,0.004421521645960436,0.06144445387303637,-0.2567550541115672,31.22095019375038
ma__vol08__cap100__r10__b05,False,-0.05569062179577076,False,False,True,False,False,False,True,False,-0.0052382413385070326,-0.08323836943269818,-0.24117590605144756,10.964345628630072
ma__vol10__cap100__r5__b05,False,-0.055935763966516096,True,False,True,False,False,False,False,False,0.00022688196305575836,0.0033195529279454296,-0.26797188878777023,16.178135116773394
tsmom+ma+crisis__vol10__cap100__r10__b10,False,-0.05593649273586193,True,False,True,False,False,False,False,False,0.0022953073859481865,0.03208878064028687,-0.2382557311665069,26.632833090470907
tsmom+ma+breakout__vol12__cap075__r10__b05,False,-0.055947384956474264,True,False,True,False,False,False,False,False,2.3070058490226586e-05,0.0003815137197849037,-0.22596138677906874,23.9163348224412
ma__vol12__cap100__r5__b05,False,-0.05618713320391246,True,False,True,False,False,False,False,False,0.0006051152597483789,0.008373199416640636,-0.27539165457800785,16.321657475129353
ma__vol12__cap125__r20__b10,False,-0.05624049278186695,True,False,False,False,False,False,True,True,-0.002027473832498683,-0.02422408444298411,-0.3244464580771881,9.624890146018984
ma__vol12__cap125__r20__b05,False,-0.056298222569343394,True,False,False,False,False,False,True,True,-0.002044521070928007,-0.02442769072342338,-0.3244464580771881,9.627141836500797
ma__vol08__cap100__r10__b10,False,-0.05637143225260116,False,False,True,False,False,False,True,False,-0.005447844619161257,-0.08657079745769576,-0.2427959412581011,10.926270256618844
tsmom+ma__vol08__cap100__r20__b05,False,-0.05654268992667458,True,False,True,False,False,False,False,False,0.002713751037269896,0.042455069220740965,-0.2513752362136161,26.20859341539515
tsmom+ma+crisis__vol10__cap100__r10__b05,False,-0.056798449121835265,True,False,True,False,False,False,False,False,0.0021058537344469386,0.029449549041589293,-0.23963866703862424,26.809561565151984
tsmom+ma+crisis__vol12__cap075__r5__b10,False,-0.056918672157367296,True,False,False,False,False,False,False,False,-0.0012743733378756117,-0.020815619706141413,-0.23282774930924388,21.831298704199614
tsmom+ma__vol12__cap075__r5__b05,False,-0.05692034571722822,True,False,True,False,False,False,False,False,-0.0008135904056040255,-0.013509546558618139,-0.22034728015905314,23.606597430696848
tsmom+ma__vol08__cap100__r20__b10,False,-0.057128972838456096,True,False,True,False,False,False,False,False,0.0025271336283418933,0.039527709820964124,-0.2531387451686977,26.161401025236827
tsmom+ma+breakout__vol08__cap075__r5__b10,False,-0.05721484512042807,True,False,True,False,False,True,False,False,-0.0010213781694545787,-0.018990018198734766,-0.20650726788491136,24.97088642159406
tsmom+ma+crisis__vol10__cap075__r5__b05,False,-0.057225943875963706,True,False,True,False,False,False,False,False,-0.0017419979206180214,-0.02981326893726147,-0.22031894093883642,22.322611363355556
tsmom+ma+crisis__vol08__cap100__r5__b10,False,-0.057348007714742744,True,False,True,False,False,False,False,False,0.0015359066846500902,0.023661635128602084,-0.22954627253476956,27.99454319122735
ma__vol10__cap100__r10__b05,False,-0.0577001431839008,False,False,False,False,False,False,True,False,-0.005584513535078828,-0.08156689389013372,-0.252851085130264,11.128323488992017
tsmom+ma+breakout+crisis__vol08__cap075__r5__b05,False,-0.057958273553186376,True,False,True,False,False,True,False,False,-0.001752144644873499,-0.03196980624061248,-0.20664170595074027,24.16741791702755
ma__vol10__cap100__r10__b10,False,-0.05838096024841791,False,False,False,False,False,False,True,False,-0.005792634481392223,-0.08461747098900223,-0.2546436110725603,11.08686055626756
tsmom__vol12__cap125__r5__b10,False,-0.05851390510883802,True,False,False,False,False,False,False,False,0.0005057680484719107,0.006059922342575563,-0.2690918277446366,17.556390328509938
tsmom+ma+breakout__vol08__cap075__r5__b05,False,-0.058703597611742826,True,False,True,False,False,True,False,False,-0.0012820835564134603,-0.02384341860462855,-0.20929338457403834,25.297018266766063
tsmom__vol12__cap125__r5__b05,False,-0.0588747784524352,True,False,False,False,False,False,False,False,0.0006369704788773412,0.007635218642802317,-0.2721883459919149,17.64586464687393
tsmom+ma__vol08__cap100__r10__b10,False,-0.05889209954973583,True,False,True,False,False,False,False,False,0.002084122556712975,0.032634974111347845,-0.24582723948333984,27.440882033075045
ma__vol12__cap100__r10__b05,False,-0.058897536489007585,False,False,False,False,False,False,True,False,-0.0057597244728374575,-0.07977933893630422,-0.26654343140041614,11.196091428162914
tsmom+ma+breakout+crisis__vol10__cap100__r10__b05,False,-0.058937171304996275,True,False,True,False,False,False,False,False,0.0022641734924355728,0.031649907788345595,-0.2435321677974861,28.909688479632944
tsmom+ma+breakout+crisis__vol10__cap100__r10__b10,False,-0.05906165885988514,True,False,True,False,False,False,False,False,0.002156531329480016,0.030139942531127,-0.24360272638307268,28.840341092623248
tsmom+crisis__vol08__cap125__r5__b10,False,-0.05922573797054781,True,False,False,False,False,False,False,False,0.0015017642964816336,0.020563866743056755,-0.2865986054234615,22.126106010812855
tsmom+ma+breakout__vol10__cap075__r5__b10,False,-0.05941434764038955,True,False,True,False,False,True,False,False,-0.0013250743890477201,-0.023048535888565008,-0.2164063059815008,25.35412673518485
tsmom+ma__vol08__cap100__r10__b05,False,-0.05943288785631932,True,False,True,False,False,False,False,False,0.0020138733626686722,0.03155066649857795,-0.24634117973769953,27.613311062929995
tsmom+crisis__vol08__cap125__r5__b05,False,-0.059530255895938154,True,False,False,False,False,False,False,False,0.0015506953637121068,0.021235673545615275,-0.287835302587491,22.203277080368927
ma__vol12__cap100__r10__b10,False,-0.05955553458314954,False,False,False,False,False,False,True,False,-0.005971957482909573,-0.08272967526218168,-0.26808705945682776,11.15517917876135
tsmom+ma+crisis__vol08__cap100__r5__b05,False,-0.06007127547503964,True,False,True,False,False,False,False,False,0.0008398343254929497,0.012936135328033588,-0.23466134302189068,28.34698023684489
tsmom+ma+breakout+relative+crisis__vol10__cap125__r5__b10,False,-0.06011927934095948,True,False,True,False,False,False,False,False,0.004908932271742383,0.061144738509204266,-0.2781419136546113,32.57222891659419
tsmom+ma+crisis__vol12__cap100__r10__b10,False,-0.06021714240874888,True,False,True,False,False,False,False,False,0.0010833395185068095,0.01430554881850042,-0.2496739973483808,26.908664408348773
tsmom+ma+breakout+relative+crisis__vol12__cap125__r10__b05,False,-0.06023712254992983,True,False,True,False,False,False,False,False,0.005904815763523086,0.0681902524476952,-0.3017540524503116,29.694342194452258
tsmom+ma__vol10__cap100__r20__b05,False,-0.06026632808133702,True,False,True,False,False,False,False,False,0.0023269196574140505,0.0331959306149753,-0.26441476747227066,27.094581616809574
tsmom+ma+breakout+relative+crisis__vol12__cap125__r10__b10,False,-0.06036176055870715,True,False,True,False,False,False,False,False,0.005818530339384065,0.06718595489205115,-0.3017752976017286,29.64520804624649
tsmom+ma+breakout+crisis__vol10__cap075__r5__b10,False,-0.06056177074073015,True,False,True,False,False,False,False,False,-0.0020733491202253873,-0.035446427697682734,-0.2252576883037295,24.058521722861833
tsmom+ma+breakout+relative+crisis__vol10__cap125__r5__b05,False,-0.060718146712261785,True,False,True,False,False,False,False,False,0.004780209890263842,0.05953686858213905,-0.27913739120510894,32.67718175653847
tsmom+ma__vol10__cap100__r20__b10,False,-0.06082156613076867,True,False,True,False,False,False,False,False,0.0021427479777536007,0.03056290112857206,-0.2661475596634172,27.046024123669795
tsmom+ma+breakout__vol10__cap075__r5__b05,False,-0.06091554975147362,True,False,True,False,False,True,False,False,-0.001596991404319903,-0.027780496458261212,-0.21920497700277708,25.689705238850998
tsmom+ma+crisis__vol12__cap100__r10__b05,False,-0.060980965664661504,True,False,True,False,False,False,False,False,0.0008873763654901889,0.01172186749359927,-0.2502104091179014,27.08677716566948
tsmom+ma+crisis__vol12__cap075__r5__b05,False,-0.061707878035658977,True,False,False,False,False,False,False,False,-0.002643166996700308,-0.04316933656884511,-0.2399550617906201,22.47855653422783
tsmom+ma+breakout__vol08__cap100__r20__b05,False,-0.061816466978082234,True,False,True,False,False,False,False,False,0.0016676216513829,0.02602656184809417,-0.2572827469176364,28.222917820537734
tsmom+ma__vol12__cap100__r20__b05,False,-0.06190597428957216,True,False,True,False,False,False,False,False,0.0023564126394699514,0.03172977196668364,-0.2743315141079432,27.456418518956564
tsmom+ma+breakout__vol08__cap100__r20__b10,False,-0.062281495118867665,True,False,True,False,False,False,False,False,0.001479239662256493,0.023083654543154808,-0.25858520156475373,28.193357017195318
tsmom+ma+breakout__vol12__cap075__r5__b10,False,-0.06239569470248304,True,False,True,False,False,False,False,False,-0.0021029575833392267,-0.0347988416989235,-0.22480615411050775,25.609584362677218
tsmom+ma__vol12__cap100__r20__b10,False,-0.06244655590961516,True,False,True,False,False,False,False,False,0.0021722355406463834,0.029244974791697142,-0.27604094576876814,27.40786102581679
tsmom+ma__vol08__cap100__r5__b10,False,-0.06248799040234777,True,False,True,False,False,False,False,False,0.0007680706528931935,0.012064216427421212,-0.24046462478077246,29.185281524670284
tsmom+ma__vol10__cap100__r10__b10,False,-0.06259736454449734,True,False,True,False,False,False,False,False,0.0016836101239638968,0.024036095955276976,-0.2589063678258712,28.367043036221407
tsmom+ma+breakout+crisis__vol12__cap100__r10__b05,False,-0.06286003331549667,True,False,True,False,False,False,False,False,0.0011733315969599811,0.015501377961505759,-0.2538505333743667,29.21162233928459
tsmom+ma+breakout+crisis__vol10__cap075__r5__b05,False,-0.06293760059978518,True,False,True,False,False,False,False,False,-0.002721752384369891,-0.04656298145541565,-0.22793079182642884,24.454992901863207
tsmom+ma+breakout+crisis__vol12__cap100__r10__b10,False,-0.0629489818182778,True,False,True,False,False,False,False,False,0.0010772760069805987,0.014230228678387443,-0.25390038599725795,29.139912466595003
tsmom+ma__vol10__cap100__r10__b05,False,-0.0632334534517227,True,False,True,False,False,False,False,False,0.0015707233685229305,0.022433553637483963,-0.25942913767755904,28.549811100004828
tsmom+ma+breakout__vol12__cap075__r5__b05,False,-0.06390407395025777,True,False,True,False,False,False,False,False,-0.0023824226197489695,-0.039423588617642266,-0.22762318252175906,25.951166187178067
tsmom+ma+breakout__vol08__cap100__r10__b05,False,-0.06408999407199191,True,False,True,False,False,False,False,False,0.001124234445283534,0.017572615840374804,-0.25001926586154244,29.973098949117478
tsmom+ma__vol12__cap100__r10__b10,False,-0.06430720076466481,True,False,True,False,False,False,False,False,0.0016850619285213586,0.022710954096643685,-0.2690293414379441,28.757562878807033
tsmom+ma+breakout__vol08__cap100__r10__b10,False,-0.06437361017352053,True,False,True,False,False,False,False,False,0.0009397544574691885,0.014685792596542927,-0.2505970071282765,29.893464760176283
tsmom+ma+crisis__vol10__cap100__r5__b10,False,-0.06460763318024634,True,False,True,False,False,False,False,False,-0.0001489908307628074,-0.002085897358406787,-0.24659251582076736,28.95734127040026
tsmom+ma+breakout+crisis__vol12__cap075__r5__b10,False,-0.0649088029427539,True,False,False,False,False,False,False,False,-0.0029488097639855937,-0.04809111880694745,-0.24430724126774617,24.23257163670225
tsmom+ma__vol12__cap100__r10__b05,False,-0.0649635676662357,True,False,True,False,False,False,False,False,0.001561692732967579,0.021056178745090564,-0.2695755091020926,28.943140116627113
tsmom+breakout__vol08__cap125__r5__b05,False,-0.0653366168696059,True,False,False,False,False,False,False,False,-0.0015165292863122959,-0.021555213126569245,-0.27054924186692286,20.73533747317949
