model,period,start,return_pct,cagr_pct,max_mark_close_drawdown_pct,completed_episodes,order_fills,fees,funding_cashflow,max_gross,qualified
hold30_125,full,2021-01-01,89.73042659516213,11.969770827754056,-31.37848275985907,47,188,794.5740083788851,-157.09072959299473,1.7867981875140633,True
hold30_125,later,2025-01-01,59.325956057584264,32.28836185909771,-10.669056227136108,11,44,183.733929263475,-2.454117570055482,1.486115517256084,True
hold30_125,validation,2024-01-01,-15.44875349731587,-15.419673200662476,-23.365859227193976,10,40,109.155409739969,8.910507728449895,1.5395482041114161,True
hold14_100,full,2021-01-01,36.387199148524616,5.631196656464232,-29.819841747329313,70,280,794.368032835492,-77.92855904614251,1.4416357034751168,True
hold14_100,later,2025-01-01,30.914893966490297,17.56553439452464,-8.573287076517655,20,80,238.2066869406035,1.2495247385748,1.178775485126589,True
hold14_100,validation,2024-01-01,-10.846888526397358,-10.825910425039698,-20.293593848433645,12,48,106.0716391950675,8.3984547363249,1.2113201447728486,True
hold14_100,later_double_costs,2025-01-01,27.872289083548285,15.916402024124077,-8.992559956765255,20,80,470.55521822338403,1.1122242541982088,1.1750226879484043,True
hold14_100,later_delay2,2025-01-01,33.654236925617155,19.037249175502623,-7.733595998769416,20,80,240.60670340061,1.763973166322688,1.1717423944187806,True
hold14_125,full,2021-01-01,44.30669596191053,6.6889814237707235,-35.870122885431954,70,280,1011.717906366695,-92.73495879427126,1.8583448818401547,True
hold14_125,later,2025-01-01,39.633160181809046,22.208229106392107,-10.53329076887085,20,80,311.0291936272895,1.7968838811040995,1.4824133050338275,True
hold14_125,validation,2024-01-01,-13.574033555070198,-13.548193638945916,-24.808801867512585,12,48,128.3700260972675,10.286013673332185,1.5395482041114161,True
hold14_125,later_double_costs,2025-01-01,35.38205198951081,19.959329036698726,-11.032835477890035,20,80,613.016017422838,1.4887807519688816,1.4813005514037196,True
hold14_125,later_delay2,2025-01-01,43.107149933852455,24.02579211042102,-9.581522108670637,20,80,314.78255669848403,3.0237882777426925,1.4724553860655816,True
hold30_100,full,2021-01-01,71.28521101693511,9.966305224137795,-25.85890406965321,47,188,608.383180280452,-132.80996205614633,1.3907453422067952,True
hold30_100,later,2025-01-01,45.826607827401425,25.436325918822856,-8.683053431537868,11,44,138.24295000777602,-2.8921097361087957,1.1830240401419008,True
hold30_100,validation,2024-01-01,-12.401292621223547,-12.377522154141463,-19.03657805789969,10,40,89.770341395445,7.504036153108136,1.2113201447728486,True
hold30_100,later_double_costs,2025-01-01,44.12680308247494,24.555911465225666,-8.863009333969584,11,44,275.19383401484004,-3.012701097628591,1.1853226572706543,True
hold30_100,later_delay2,2025-01-01,48.115033792703585,26.61517249999965,-7.43798094246274,11,44,138.71219996504252,-2.6410809656357124,1.1674993049957807,True
hold30_125,later_double_costs,2025-01-01,56.65323230882269,30.950721914956603,-10.966191531841352,11,44,364.495316837108,-2.4966047046432287,1.4836205691484503,True
hold30_125,later_delay2,2025-01-01,62.60181878189699,33.91570130765582,-9.19767353009765,11,44,184.315840482299,-2.99306838800358,1.4671928853468534,True
hold60_100,full,2021-01-01,41.62403526547258,6.336141421424513,-30.497041306932047,39,156,430.0487865893815,-190.0502508602998,1.3907453422067952,True
hold60_100,later,2025-01-01,42.42721907043041,23.6714565682141,-9.302178250840498,8,32,99.82440297446101,-17.999545582460986,1.1372461301016772,True
hold60_100,validation,2024-01-01,-13.247140764070354,-13.221874438044434,-19.443144485488904,9,36,80.76593143604,6.725828971039042,1.2113201447728486,True
hold60_100,later_double_costs,2025-01-01,41.25122438822804,23.057006620548414,-9.497511056318153,8,32,198.975147100726,-17.753579390529083,1.1400675601363117,True
hold60_100,later_delay2,2025-01-01,44.610446670633166,24.806834826347735,-7.611881739811088,8,32,100.102988291664,-17.1984210029716,1.134866814057382,True
hold60_125,full,2021-01-01,51.44452644225337,7.602159226755489,-35.75858387444122,39,156,545.657944178098,-231.3958024545908,1.7867981875140633,True
hold60_125,later,2025-01-01,54.66926363342548,29.951888335955566,-11.191723403117237,8,32,131.982247977293,-23.34902259814784,1.432726355417344,True
hold60_125,validation,2024-01-01,-16.41062029937097,-16.379910342847825,-23.804348655183627,9,36,98.24174585335801,8.29520977227164,1.5395482041114161,True
hold60_125,later_double_costs,2025-01-01,52.92496826031798,29.0694851567026,-11.511302728061079,8,32,262.325978850234,-23.310604123907968,1.4294769117117796,True
hold60_125,later_delay2,2025-01-01,57.418081341752284,31.334436547992617,-9.193204998899795,8,32,132.5252815534375,-22.392718728292238,1.4224576342833752,True
hold90_100,full,2021-01-01,38.2180961279909,5.880153831709745,-30.497041306932047,39,156,428.79956370368905,-192.75708546513076,1.3907453422067952,True
hold90_100,later,2025-01-01,38.87057091389716,21.806841775672936,-9.243205809604815,8,32,98.442587368507,-19.841623517777993,1.141516011427126,True
hold90_100,validation,2024-01-01,-13.247140764070354,-13.221874438044434,-19.443144485488904,9,36,80.76593143604,6.725828971039042,1.2113201447728486,True
hold90_100,later_double_costs,2025-01-01,37.63796166920732,21.156194563231946,-9.46384129695379,8,32,195.835888227442,-21.013396413714087,1.1448117391134138,True
hold90_100,later_delay2,2025-01-01,39.2066279940708,21.983832920882417,-7.593958434138848,8,32,97.8499350540835,-18.935567957835012,1.176720700410432,True
hold90_125,full,2021-01-01,46.73975625920357,7.004351927355024,-35.75858387444122,39,156,543.377373214831,-233.8748506228479,1.7867981875140633,True
hold90_125,later,2025-01-01,49.779286616779196,27.467923791219096,-11.222191836902484,8,32,129.502518482678,-25.81470455141781,1.4293576393124283,True
hold90_125,validation,2024-01-01,-16.41062029937097,-16.379910342847825,-23.804348655183627,9,36,98.24174585335801,8.29520977227164,1.5395482041114161,True
hold90_125,later_double_costs,2025-01-01,48.209646017354714,26.663753353553375,-11.468981089350837,8,32,257.97500619561,-25.337134594978558,1.43353737025046,True
hold90_125,later_delay2,2025-01-01,50.39899318816454,27.78448940092353,-9.145907143023212,8,32,128.702075502181,-24.414518393286336,1.4630388815162993,True
signal_only_100,full,2021-01-01,39.009654425551844,5.986946295067974,-30.497041306932047,38,152,417.070470509282,-195.36430686546663,1.3907453422067952,True
signal_only_100,later,2025-01-01,39.79023676518692,22.2907972436011,-9.287003451556775,7,28,86.6141701319335,-23.700608256343774,1.1384227387740014,True
signal_only_100,validation,2024-01-01,-13.247140764070354,-13.221874438044434,-19.443144485488904,9,36,80.76593143604,6.725828971039042,1.2113201447728486,True
signal_only_100,later_double_costs,2025-01-01,38.66818905787763,21.70017084157243,-9.493713567533357,7,28,172.809851779398,-23.86211815479783,1.1406584818918215,True
signal_only_100,later_delay2,2025-01-01,41.77159977011835,23.329150483017578,-7.6027367801905665,7,28,87.0590412892695,-22.88374039589526,1.1364792110799256,True
signal_only_125,full,2021-01-01,47.59050158161995,7.113608774345437,-35.75858387444122,38,152,528.319705974691,-238.67231835137778,1.7867981875140633,True
signal_only_125,later,2025-01-01,50.76723691983665,27.972353215202105,-11.173960029848462,7,28,114.4767002994685,-29.214845223900436,1.4335449171257624,True
signal_only_125,validation,2024-01-01,-16.41062029937097,-16.379910342847825,-23.804348655183627,9,36,98.24174585335801,8.29520977227164,1.5395482041114161,True
signal_only_125,later_double_costs,2025-01-01,49.0700556385572,27.10498386901432,-11.507526164970084,7,28,227.673927353398,-30.26852490084144,1.4296093440171609,True
signal_only_125,later_delay2,2025-01-01,53.412368419125265,29.31645361436146,-9.17902556504554,7,28,114.99865862903451,-28.28402265743543,1.4231030672898104,True
hold90_125,full_double_costs,2021-01-01,38.612114111475314,5.933375229395832,-37.999846365810306,39,156,1055.49495599443,-228.27227741613257,1.788333480377058,True
hold90_125,later_capital1000,2025-01-01,48.89966943403989,27.017688264358462,-11.182092367012187,8,32,12.7259659839905,-2.9523314066117567,1.4298141099869996,True
hold90_125,origin365,2021-01-01,7.656367559199628,7.661807601404846,-29.19000992101418,9,36,114.54447040179251,-193.37401863325886,1.7867981875140633,True
hold90_125,origin365,2022-01-01,12.663215315677467,12.672416478481875,-8.490776594217275,5,20,61.8303465202745,-32.176548881023294,1.3846780355668369,True
hold90_125,origin365,2023-01-01,-3.337931495252633,-3.3401791349856547,-9.702385112083523,8,32,98.8963797051815,8.086133888903136,1.5353106423519558,True
hold90_125,origin365,2025-01-01,41.984878610578576,42.01897369862622,-8.636993486588917,5,20,77.254492969302,-28.220664184825196,1.4293576393124283,True
hold90_125,origin365,2022-07-01,2.578476707219446,2.5802653785172547,-12.047327676638364,7,28,91.0597610546055,-19.088502150464933,1.4185150677425722,True
hold90_125,origin365,2023-07-01,-19.82703969716708,-19.839173663744724,-27.268871457066368,10,40,119.7143166130475,15.114141677287035,1.5383847729089757,True
hold90_125,origin365,2024-07-01,29.73732552670285,29.76046185591752,-8.630617140218755,6,24,84.2158927357385,-11.393575184919325,1.440392728087579,True
hold30_125,full_double_costs,2021-01-01,76.60323788097459,10.561468770930361,-33.169266014343535,47,188,1531.334048981816,-155.365886992624,1.788333480377058,True
hold30_125,later_capital1000,2025-01-01,59.199228577015184,32.22514083432198,-11.090170458574288,11,44,17.936969252094002,-1.0414649817525745,1.4783175571977527,True
hold30_125,origin365,2021-01-01,26.02984156330912,26.04981356937719,-29.19000992101418,11,44,159.605118854984,-140.18999169611868,1.7867981875140633,True
hold30_125,origin365,2022-01-01,17.39648842314958,17.40938560294609,-7.093527805249189,6,24,77.88598363476551,-30.692648685334046,1.3846780355668369,True
hold30_125,origin365,2023-01-01,-4.843313811802563,-4.846549431165403,-9.702385112083523,9,36,111.01691290394801,8.167870711677448,1.4414342535565772,True
hold30_125,origin365,2025-01-01,48.843836561122586,48.8843895407117,-9.435414939265796,8,32,129.2532331746155,-8.720103596092342,1.486115517256084,True
hold30_125,origin365,2022-07-01,4.806148515328701,4.809518320708861,-10.1383491956759,8,32,106.90565662055201,-19.687314236558432,1.4174758197268356,True
hold30_125,origin365,2023-07-01,-20.616431437946638,-20.628983857613925,-27.766513217234824,11,44,131.6978102366695,15.227599300978497,1.5377262562201433,True
hold30_125,origin365,2024-07-01,38.22735421642949,38.25800712928415,-9.42874120303594,9,36,131.455118580015,0.08190374299943506,1.486427118068992,True
