year,V75_original,V165_basis
2021,1.0440158280864416,0.026160661015452114
2022,0.010811554628625153,-0.0031637652177277653
2023,0.14851914071837413,0.00041713080173977346
2024,0.41955220302516816,0.0018421175280287638
2025,0.23816495433728968,0.004285354161535082
2026,0.044255550838900204,0.0
