timestamp,rate,interval_hours
2023-07-19 08:00:00+00:00,0.0001,8
2023-07-19 16:00:00.001000+00:00,0.0001,8
2023-07-20 00:00:00+00:00,7.165e-05,8
2023-07-20 08:00:00+00:00,0.0001,8
2023-07-20 16:00:00+00:00,0.0001,8
2023-07-21 00:00:00.001000+00:00,1.25e-05,8
2023-07-21 08:00:00+00:00,-1.51e-06,8
2023-07-21 16:00:00+00:00,7.977e-05,8
2023-07-22 00:00:00+00:00,2.099e-05,8
2023-07-22 08:00:00+00:00,0.0001,8
2023-07-22 16:00:00+00:00,0.0001,8
2023-07-23 00:00:00+00:00,8.045e-05,8
2023-07-23 08:00:00+00:00,6.786e-05,8
2023-07-23 16:00:00+00:00,0.0001,8
2023-07-24 00:00:00+00:00,5.539e-05,8
2023-07-24 08:00:00+00:00,8.79e-05,8
2023-07-24 16:00:00+00:00,0.0001,8
2023-07-25 00:00:00+00:00,2.921e-05,8
2023-07-25 08:00:00+00:00,4.666e-05,8
2023-07-25 16:00:00+00:00,-2.252e-05,8
2023-07-26 00:00:00+00:00,9.281e-05,8
2023-07-26 08:00:00.001000+00:00,-1.83e-06,8
2023-07-26 16:00:00+00:00,4.654e-05,8
2023-07-27 00:00:00+00:00,0.0001,8
2023-07-27 08:00:00+00:00,2.473e-05,8
2023-07-27 16:00:00.001000+00:00,1.048e-05,8
2023-07-28 00:00:00+00:00,0.0001,8
2023-07-28 08:00:00+00:00,0.0001,8
2023-07-28 16:00:00+00:00,0.0001,8
2023-07-29 00:00:00+00:00,0.0001,8
2023-07-29 08:00:00+00:00,0.0001,8
2023-07-29 16:00:00.001000+00:00,8.555e-05,8
2023-07-30 00:00:00+00:00,0.0001,8
2023-07-30 08:00:00+00:00,9.213e-05,8
2023-07-30 16:00:00+00:00,0.0001,8
2023-07-31 00:00:00+00:00,9.232e-05,8
2023-07-31 08:00:00+00:00,-2.568e-05,8
2023-07-31 16:00:00.001000+00:00,4.713e-05,8
2023-08-01 00:00:00+00:00,0.0001,8
2023-08-01 08:00:00+00:00,7.943e-05,8
2023-08-01 16:00:00+00:00,6.97e-05,8
2023-08-02 00:00:00+00:00,1.932e-05,8
2023-08-02 08:00:00+00:00,1.057e-05,8
2023-08-02 16:00:00+00:00,3.245e-05,8
2023-08-03 00:00:00+00:00,-2.37e-05,8
2023-08-03 08:00:00+00:00,0.0001,8
2023-08-03 16:00:00.001000+00:00,-3.185e-05,8
2023-08-04 00:00:00+00:00,1.777e-05,8
2023-08-04 08:00:00+00:00,9.93e-06,8
2023-08-04 16:00:00+00:00,5.856e-05,8
2023-08-05 00:00:00+00:00,0.0001,8
2023-08-05 08:00:00+00:00,2.082e-05,8
2023-08-05 16:00:00.001000+00:00,4.43e-05,8
2023-08-06 00:00:00+00:00,-3.498e-05,8
2023-08-06 08:00:00.001000+00:00,0.0001,8
2023-08-06 16:00:00.005000+00:00,0.0001,8
2023-08-07 00:00:00+00:00,0.0001,8
2023-08-07 08:00:00+00:00,7.203e-05,8
2023-08-07 16:00:00+00:00,0.0001,8
2023-08-08 00:00:00+00:00,7.405e-05,8
2023-08-08 08:00:00+00:00,0.0001,8
2023-08-08 16:00:00+00:00,9.805e-05,8
2023-08-09 00:00:00+00:00,9.326e-05,8
2023-08-09 08:00:00+00:00,7.15e-06,8
2023-08-09 16:00:00+00:00,6.361e-05,8
2023-08-10 00:00:00.001000+00:00,0.0001,8
2023-08-10 08:00:00+00:00,0.0001,8
2023-08-10 16:00:00+00:00,0.0001,8
2023-08-11 00:00:00+00:00,5.018e-05,8
2023-08-11 08:00:00+00:00,0.0001,8
2023-08-11 16:00:00+00:00,0.0001,8
2023-08-12 00:00:00+00:00,0.0001,8
2023-08-12 08:00:00+00:00,0.0001,8
2023-08-12 16:00:00+00:00,0.0001,8
2023-08-13 00:00:00+00:00,7.464e-05,8
2023-08-13 08:00:00+00:00,5.155e-05,8
2023-08-13 16:00:00+00:00,0.0001,8
2023-08-14 00:00:00.001000+00:00,0.0001,8
2023-08-14 08:00:00+00:00,7.157e-05,8
2023-08-14 16:00:00+00:00,3.069e-05,8
2023-08-15 00:00:00.001000+00:00,7.225e-05,8
2023-08-15 08:00:00+00:00,0.0001,8
2023-08-15 16:00:00+00:00,0.0001,8
2023-08-16 00:00:00+00:00,0.0001,8
2023-08-16 08:00:00.001000+00:00,0.0001,8
2023-08-16 16:00:00+00:00,5.907e-05,8
2023-08-17 00:00:00+00:00,6.9e-07,8
2023-08-17 08:00:00+00:00,0.0001,8
2023-08-17 16:00:00+00:00,3.019e-05,8
2023-08-18 00:00:00+00:00,-0.00029147,8
2023-08-18 08:00:00+00:00,-2.584e-05,8
2023-08-18 16:00:00+00:00,8.169e-05,8
2023-08-19 00:00:00+00:00,-7.003e-05,8
2023-08-19 08:00:00+00:00,-5.498e-05,8
2023-08-19 16:00:00+00:00,-6.27e-05,8
2023-08-20 00:00:00+00:00,-6.623e-05,8
2023-08-20 08:00:00+00:00,-7.076e-05,8
2023-08-20 16:00:00+00:00,-3.023e-05,8
2023-08-21 00:00:00+00:00,-3.625e-05,8
2023-08-21 08:00:00+00:00,-7.183e-05,8
2023-08-21 16:00:00+00:00,-7.18e-06,8
2023-08-22 00:00:00+00:00,1.569e-05,8
2023-08-22 08:00:00+00:00,5.112e-05,8
2023-08-22 16:00:00+00:00,2.087e-05,8
2023-08-23 00:00:00+00:00,-0.00012671,8
2023-08-23 08:00:00+00:00,-3.319e-05,8
2023-08-23 16:00:00+00:00,3.526e-05,8
2023-08-24 00:00:00+00:00,-7.433e-05,8
2023-08-24 08:00:00+00:00,-9.124e-05,8
2023-08-24 16:00:00+00:00,-9.96e-06,8
2023-08-25 00:00:00+00:00,-8.674e-05,8
2023-08-25 08:00:00+00:00,-5.421e-05,8
2023-08-25 16:00:00+00:00,-0.00018382,8
2023-08-26 00:00:00+00:00,-0.00014373,8
2023-08-26 08:00:00+00:00,-0.00024234,8
2023-08-26 16:00:00+00:00,-0.00018306,8
2023-08-27 00:00:00+00:00,-0.00017578,8
2023-08-27 08:00:00+00:00,-0.00011914,8
2023-08-27 16:00:00+00:00,-0.00016818,8
2023-08-28 00:00:00+00:00,-3.451e-05,8
2023-08-28 08:00:00.001000+00:00,-2.329e-05,8
2023-08-28 16:00:00.001000+00:00,2.945e-05,8
2023-08-29 00:00:00+00:00,8.373e-05,8
2023-08-29 08:00:00+00:00,5.29e-06,8
2023-08-29 16:00:00+00:00,-0.00040362,8
2023-08-30 00:00:00+00:00,0.0001,8
2023-08-30 08:00:00+00:00,2.088e-05,8
2023-08-30 16:00:00+00:00,8.869e-05,8
2023-08-31 00:00:00+00:00,-5.589e-05,8
2023-08-31 08:00:00+00:00,-7.295e-05,8
2023-08-31 16:00:00+00:00,-9.89e-05,8
2023-09-01 00:00:00+00:00,-0.00013928,8
2023-09-01 08:00:00+00:00,-9.007e-05,8
2023-09-01 16:00:00.001000+00:00,5.2e-05,8
2023-09-02 00:00:00+00:00,6.71e-06,8
2023-09-02 08:00:00+00:00,-8.469e-05,8
2023-09-02 16:00:00+00:00,-5.343e-05,8
2023-09-03 00:00:00+00:00,-6.5e-07,8
2023-09-03 08:00:00+00:00,-3.935e-05,8
2023-09-03 16:00:00+00:00,-3.56e-05,8
2023-09-04 00:00:00+00:00,-5.078e-05,8
2023-09-04 08:00:00+00:00,-7.224e-05,8
2023-09-04 16:00:00+00:00,8.919e-05,8
2023-09-05 00:00:00+00:00,1.756e-05,8
2023-09-05 08:00:00+00:00,-6.252e-05,8
2023-09-05 16:00:00+00:00,-0.00010758,8
2023-09-06 00:00:00+00:00,-1.341e-05,8
2023-09-06 08:00:00+00:00,8.04e-06,8
2023-09-06 16:00:00.001000+00:00,2.839e-05,8
2023-09-07 00:00:00+00:00,-2.787e-05,8
2023-09-07 08:00:00+00:00,2.88e-06,8
2023-09-07 16:00:00+00:00,3.3e-07,8
2023-09-08 00:00:00+00:00,-8.527e-05,8
2023-09-08 08:00:00+00:00,-0.00013966,8
2023-09-08 16:00:00+00:00,-0.00021132,8
2023-09-09 00:00:00+00:00,-0.0001045,8
2023-09-09 08:00:00+00:00,-0.00021188,8
2023-09-09 16:00:00+00:00,-0.00016996,8
2023-09-10 00:00:00+00:00,-0.0002388,8
2023-09-10 08:00:00+00:00,-0.00038599,8
2023-09-10 16:00:00+00:00,-0.00047908,8
2023-09-11 00:00:00+00:00,-0.00036941,8
2023-09-11 08:00:00+00:00,-0.00022734,8
2023-09-11 16:00:00.001000+00:00,-6.124e-05,8
2023-09-12 00:00:00+00:00,-3.978e-05,8
2023-09-12 08:00:00+00:00,-5.673e-05,8
2023-09-12 16:00:00+00:00,-7.381e-05,8
2023-09-13 00:00:00+00:00,-0.00016024,8
2023-09-13 08:00:00+00:00,-0.00017635,8
2023-09-13 16:00:00+00:00,-4.981e-05,8
2023-09-14 00:00:00+00:00,-0.00016123,8
2023-09-14 08:00:00.001000+00:00,-0.0001497,8
2023-09-14 16:00:00+00:00,-0.00024678,8
2023-09-15 00:00:00+00:00,-0.0002153,8
2023-09-15 08:00:00+00:00,-0.00012046,8
2023-09-15 16:00:00+00:00,-5.91e-06,8
2023-09-16 00:00:00+00:00,1.257e-05,8
2023-09-16 08:00:00+00:00,-5.38e-05,8
2023-09-16 16:00:00+00:00,-0.00014091,8
2023-09-17 00:00:00+00:00,-0.00021514,8
2023-09-17 08:00:00+00:00,-7.124e-05,8
2023-09-17 16:00:00+00:00,-5.427e-05,8
2023-09-18 00:00:00+00:00,-0.00030943,8
2023-09-18 08:00:00+00:00,-7.847e-05,8
2023-09-18 16:00:00+00:00,-0.00013976,8
2023-09-19 00:00:00+00:00,-5.9e-05,8
2023-09-19 08:00:00.001000+00:00,-0.00010841,8
2023-09-19 16:00:00+00:00,0.0001,8
2023-09-20 00:00:00+00:00,-0.00014401,8
2023-09-20 08:00:00+00:00,-8.143e-05,8
2023-09-20 16:00:00+00:00,-9.609e-05,8
2023-09-21 00:00:00.001000+00:00,-7.77e-06,8
2023-09-21 08:00:00+00:00,-6.489e-05,8
2023-09-21 16:00:00+00:00,0.0001,8
2023-09-22 00:00:00+00:00,1.075e-05,8
2023-09-22 08:00:00+00:00,1.389e-05,8
2023-09-22 16:00:00+00:00,4.359e-05,8
2023-09-23 00:00:00+00:00,5.987e-05,8
2023-09-23 08:00:00+00:00,0.0001,8
2023-09-23 16:00:00+00:00,5.94e-05,8
2023-09-24 00:00:00+00:00,8.557e-05,8
2023-09-24 08:00:00+00:00,8.1e-06,8
2023-09-24 16:00:00+00:00,6.559e-05,8
2023-09-25 00:00:00+00:00,1.511e-05,8
2023-09-25 08:00:00+00:00,-3.233e-05,8
2023-09-25 16:00:00+00:00,2.778e-05,8
2023-09-26 00:00:00+00:00,1.913e-05,8
2023-09-26 08:00:00+00:00,-6.278e-05,8
2023-09-26 16:00:00+00:00,1.89e-05,8
2023-09-27 00:00:00+00:00,7.51e-05,8
2023-09-27 08:00:00.001000+00:00,3.583e-05,8
2023-09-27 16:00:00+00:00,2.165e-05,8
2023-09-28 00:00:00+00:00,-0.00025005,8
2023-09-28 08:00:00+00:00,4.959e-05,8
2023-09-28 16:00:00+00:00,0.0001,8
2023-09-29 00:00:00+00:00,-8.879e-05,8
2023-09-29 08:00:00+00:00,3.522e-05,8
2023-09-29 16:00:00+00:00,-8.995e-05,8
2023-09-30 00:00:00+00:00,-9.192e-05,8
2023-09-30 08:00:00+00:00,-0.00013968,8
2023-09-30 16:00:00+00:00,-0.00033235,8
2023-10-01 00:00:00+00:00,-0.00015019,8
2023-10-01 08:00:00+00:00,-0.00024577,8
2023-10-01 16:00:00+00:00,4.55e-05,8
2023-10-02 00:00:00+00:00,0.0001,8
2023-10-02 08:00:00+00:00,-5.358e-05,8
2023-10-02 16:00:00+00:00,7.399e-05,8
2023-10-03 00:00:00+00:00,0.0001,8
2023-10-03 08:00:00+00:00,-9.329e-05,8
2023-10-03 16:00:00+00:00,-0.00016715,8
2023-10-04 00:00:00+00:00,-0.00020449,8
2023-10-04 08:00:00+00:00,-0.00014362,8
2023-10-04 16:00:00+00:00,1.008e-05,8
2023-10-05 00:00:00+00:00,-0.00019583,8
2023-10-05 08:00:00+00:00,-0.00010441,8
2023-10-05 16:00:00.001000+00:00,-0.0002138,8
2023-10-06 00:00:00+00:00,-0.00014401,8
2023-10-06 08:00:00+00:00,-1.702e-05,8
2023-10-06 16:00:00+00:00,6.028e-05,8
2023-10-07 00:00:00+00:00,1.517e-05,8
2023-10-07 08:00:00+00:00,-3.624e-05,8
2023-10-07 16:00:00+00:00,-0.00013829,8
2023-10-08 00:00:00+00:00,-7.284e-05,8
2023-10-08 08:00:00.001000+00:00,-4.763e-05,8
2023-10-08 16:00:00+00:00,-2.324e-05,8
2023-10-09 00:00:00+00:00,-2.043e-05,8
2023-10-09 08:00:00+00:00,-0.00010232,8
2023-10-09 16:00:00+00:00,-8.685e-05,8
2023-10-10 00:00:00+00:00,-0.00026515,8
2023-10-10 08:00:00+00:00,-0.00011672,8
2023-10-10 16:00:00+00:00,-4.739e-05,8
2023-10-11 00:00:00+00:00,-8.746e-05,8
2023-10-11 08:00:00+00:00,-1.27e-05,8
2023-10-11 16:00:00+00:00,-0.00010217,8
2023-10-12 00:00:00+00:00,-5.206e-05,8
2023-10-12 08:00:00+00:00,5.051e-05,8
2023-10-12 16:00:00+00:00,-4.469e-05,8
2023-10-13 00:00:00+00:00,-4.739e-05,8
2023-10-13 08:00:00+00:00,-7.419e-05,8
2023-10-13 16:00:00+00:00,-7.301e-05,8
2023-10-14 00:00:00+00:00,-0.00015669,8
2023-10-14 08:00:00+00:00,-0.0003452,8
2023-10-14 16:00:00+00:00,-4.015e-05,8
2023-10-15 00:00:00+00:00,-7.073e-05,8
2023-10-15 08:00:00+00:00,-1.29e-06,8
2023-10-15 16:00:00+00:00,2.222e-05,8
2023-10-16 00:00:00+00:00,-0.00010829,8
2023-10-16 08:00:00+00:00,-6.321e-05,8
2023-10-16 16:00:00+00:00,-0.00013087,8
2023-10-17 00:00:00+00:00,8.45e-06,8
2023-10-17 08:00:00+00:00,-0.00014135,8
2023-10-17 16:00:00+00:00,2.264e-05,8
2023-10-18 00:00:00+00:00,7.478e-05,8
2023-10-18 08:00:00+00:00,-2.937e-05,8
2023-10-18 16:00:00+00:00,9.438e-05,8
2023-10-19 00:00:00+00:00,1.267e-05,8
2023-10-19 08:00:00.001000+00:00,-0.00010177,8
2023-10-19 16:00:00+00:00,-0.00018428,8
2023-10-20 00:00:00+00:00,-1.42e-05,8
2023-10-20 08:00:00.005000+00:00,-0.00060231,8
2023-10-20 16:00:00+00:00,-6.18e-06,8
2023-10-21 00:00:00+00:00,-8.888e-05,8
2023-10-21 08:00:00+00:00,-9.934e-05,8
2023-10-21 16:00:00+00:00,6.969e-05,8
2023-10-22 00:00:00+00:00,-9.897e-05,8
2023-10-22 08:00:00+00:00,-4.073e-05,8
2023-10-22 16:00:00+00:00,5.08e-05,8
2023-10-23 00:00:00+00:00,2.37e-06,8
2023-10-23 08:00:00.001000+00:00,-2.29e-06,8
2023-10-23 16:00:00.001000+00:00,1.601e-05,8
2023-10-24 00:00:00+00:00,0.0001,8
2023-10-24 08:00:00+00:00,0.0001,8
2023-10-24 16:00:00+00:00,0.0001,8
