year,V75_original,V95_candidate
2021,1.0440158280864336,1.0282456689783017
2022,0.010811554628629816,0.010811554628618048
2023,0.14851914071837702,0.13981523513974992
2024,0.4195522030251695,0.45478140636295383
2025,0.23816495433729012,0.21868189273784044
2026,0.04425555083890176,0.044255550838900426
