year,V75_original,V132,V134,V136,V136_minus_V75,occupancy_calm_risk_on,occupancy_deleveraging,occupancy_rotation,occupancy_speculative_risk_on,occupancy_transition,occupancy_transition_2,novelty_rate,state_change_rate,mean_trend,mean_breadth,mean_stress,mean_rotation,mean_liquidity,mean_leverage
2021,1.0440158280864336,0.9798057652824912,1.0282456689783015,1.073945993209386,0.029930165122952435,0.29041095890410956,0.2,0.27123287671232876,0.1178082191780822,0.052054794520547946,0.0684931506849315,0.1178082191780822,0.0821917808219178,0.2891785554406644,0.27958251793868233,0.1329198497072745,1.446046052487911,0.6484114937220734,1.7605826170517331
2022,0.0108115546286298,0.0250797111657528,0.010811554628618,0.0133037345637312,0.0024921799351013997,0.0,0.4821917808219178,0.057534246575342465,0.0,0.3917808219178082,0.0684931506849315,0.019178082191780823,0.19726027397260273,-0.43754067984506745,-0.3320576937015294,0.3743566049555677,-0.17675869887275833,-0.23735172857143697,-0.18771979894328916
2023,0.148519140718377,0.1232939018646965,0.1398152351397499,0.1484043233692837,-0.0001148173490932991,0.0,0.08767123287671233,0.0684931506849315,0.0,0.33424657534246577,0.5095890410958904,0.0136986301369863,0.0821917808219178,0.16324991816273157,0.17168949771689498,-0.3710630810031396,0.06368664100398805,-0.27866522851674885,0.012160672341040716
2024,0.4195522030251695,0.4302387685610878,0.4547814063629538,0.4200202382748381,0.0004680352496685969,0.030054644808743168,0.01912568306010929,0.1994535519125683,0.0546448087431694,0.5300546448087432,0.16666666666666666,0.14754098360655737,0.08743169398907104,0.1297909892441463,0.1351808482956024,-0.21787172006287234,0.5313143428127054,-0.48035526158259645,0.3508599587547391
2025,0.2381649543372901,0.2140212814954938,0.2186818927378404,0.2185005116048601,-0.01966444273243001,0.0,0.3561643835616438,0.0027397260273972603,0.0,0.16164383561643836,0.4794520547945205,0.08767123287671233,0.10136986301369863,-0.05496758197369445,0.025483800826266553,-0.15784455927347837,-0.0015445808945762597,0.5511410459704711,-0.42665338661188773
2026,0.0442555508389017,0.0534639697241634,0.0442555508389004,0.0469033717813076,0.0026478209424058985,0.0,0.32044198895027626,0.0,0.0,0.6353591160220995,0.04419889502762431,0.016574585635359115,0.17679558011049723,-0.39088350613613126,-0.316342190651583,0.01316782238802832,-0.4042258401425769,-0.6449012676128927,-0.5026395209994816
