kind,symbol,month,url,bytes,sha256,checksum_available,checksum_passed,rows,missing
fundingRate,EOSUSDT,2021-04,https://data.binance.vision/data/futures/um/monthly/fundingRate/EOSUSDT/EOSUSDT-fundingRate-2021-04.zip,951,3a2eeeb284838ffd525adbf64f42a43e9725db5f4beef7947e93322060d2fbaa,True,True,90,False
klines,DOGEUSDT,2021-04,https://data.binance.vision/data/futures/um/monthly/klines/DOGEUSDT/1h/DOGEUSDT-1h-2021-04.zip,38252,1b421c10a06375f35d61ac40988fbce48ba031169765d8530b5baefba389a7cb,True,True,720,False
fundingRate,DOGEUSDT,2021-04,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOGEUSDT/DOGEUSDT-fundingRate-2021-04.zip,989,fff9d943ef7f6c42e9c61a86454898058d0075398f0c812a3be229cee862153d,True,True,90,False
fundingRate,LINKUSDT,2021-04,https://data.binance.vision/data/futures/um/monthly/fundingRate/LINKUSDT/LINKUSDT-fundingRate-2021-04.zip,963,2f434573a1c3ba9660ea19b0f98ed5033e18022cab99d5b5fac02d8a160599d4,True,True,90,False
klines,LINKUSDT,2021-04,https://data.binance.vision/data/futures/um/monthly/klines/LINKUSDT/1h/LINKUSDT-1h-2021-04.zip,35609,2b4a0d37bba990c68a3be17875323d3c0aec41ea65485166a61c21cf6b4e3968,True,True,720,False
fundingRate,DOTUSDT,2021-04,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOTUSDT/DOTUSDT-fundingRate-2021-04.zip,957,d16b613c44f9096aba506a247a63165c4bcb80e77dc22846057aba4df19b96d5,True,True,90,False
klines,DOTUSDT,2021-04,https://data.binance.vision/data/futures/um/monthly/klines/DOTUSDT/1h/DOTUSDT-1h-2021-04.zip,33812,39e8e364cd749e99d155a814691ab091d9d0e0ecaa7c6a645ae88e4c8d9bad33,True,True,720,False
fundingRate,TRXUSDT,2021-04,https://data.binance.vision/data/futures/um/monthly/fundingRate/TRXUSDT/TRXUSDT-fundingRate-2021-04.zip,919,ef1882dbec03860ed6b9d95ea62ad5c92a9ac05f321e0e4360f150c0f1756812,True,True,90,False
klines,SOLUSDT,2021-04,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/1h/SOLUSDT-1h-2021-04.zip,33681,21d8b0ffa824a3d4845f4e0103f9739a9931e4788a5da3958a0c8e4552552965,True,True,720,False
fundingRate,XRPUSDT,2021-04,https://data.binance.vision/data/futures/um/monthly/fundingRate/XRPUSDT/XRPUSDT-fundingRate-2021-04.zip,972,b25fe33a86d5a43dd707f596e5a0f7a2beeef40d47286f7bfe2362b18529d26e,True,True,90,False
klines,BCHUSDT,2021-04,https://data.binance.vision/data/futures/um/monthly/klines/BCHUSDT/1h/BCHUSDT-1h-2021-04.zip,35867,3e3a8315a78cfb78f4cb75d718edd0e799e3874129438b6168f999e7cf9c7a6f,True,True,720,False
klines,TRXUSDT,2021-04,https://data.binance.vision/data/futures/um/monthly/klines/TRXUSDT/1h/TRXUSDT-1h-2021-04.zip,35609,9d8517a2994a5e43f64ef4d50bec1634e1ab66293cca732e79b24f148c0b7ad8,True,True,720,False
fundingRate,ETHUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/ETHUSDT/ETHUSDT-fundingRate-2021-05.zip,913,21809ef6691a1441bd55ba4af4494a038d1a399ae0ae432e80cb41b47d71f3bd,True,True,93,False
klines,ETHUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2021-05.zip,40016,e43c840fdde7903f99fcbc1311e75cd6cc58b4c302c48a017100747922eefd8c,True,True,744,False
fundingRate,XRPUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/XRPUSDT/XRPUSDT-fundingRate-2021-05.zip,983,f261889d8ae5b14dd67950f9433a54f39c328a8f83212e73b458ee41e06a1ea7,True,True,93,False
klines,ADAUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/klines/ADAUSDT/1h/ADAUSDT-1h-2021-05.zip,37109,f52106e3ef87162bd84a4133962f51fe559566fdb4a42a38f99a0bac789e5950,True,True,744,False
fundingRate,ADAUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/ADAUSDT/ADAUSDT-fundingRate-2021-05.zip,948,0b9ec073bea43f4e7bd9fc96f8a912efe16ed70a503701543abeab31d41f458a,True,True,93,False
fundingRate,SOLUSDT,2021-04,https://data.binance.vision/data/futures/um/monthly/fundingRate/SOLUSDT/SOLUSDT-fundingRate-2021-04.zip,960,3a7fa828be00e3e352cef39ca5856c0d86077724f8d1ce576be79f302c21dd71,True,True,90,False
klines,LTCUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/klines/LTCUSDT/1h/LTCUSDT-1h-2021-05.zip,37628,911663fd07d5c3b665cccb0f9918dacdb2437a2b49e25d7764b9a670f3b4a0eb,True,True,744,False
klines,BNBUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/klines/BNBUSDT/1h/BNBUSDT-1h-2021-05.zip,38011,1ec05fa409449af8df93a95dcecec1031dd1fb3b3e32fe4102bf1ea8c18133d9,True,True,744,False
fundingRate,LTCUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/LTCUSDT/LTCUSDT-fundingRate-2021-05.zip,931,b0771c2f3e2f5cddc2e8fc30106413c8324abb564e8963327fbf957430c48973,True,True,93,False
klines,BTCUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2021-05.zip,40697,c209747915a1451a7b51d80d92e68332622c1dd1b9517dc7723f78cfa4f28ab9,True,True,744,False
fundingRate,BTCUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/BTCUSDT/BTCUSDT-fundingRate-2021-05.zip,960,ed934afb9cf84df6ecae742e755147333a84244836a66b51523abc66dd5f63af,True,True,93,False
fundingRate,EOSUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/EOSUSDT/EOSUSDT-fundingRate-2021-05.zip,909,e4becc5625161bc3eeba902f189abd1b9940bbf172716613dfd9dc149cb97e8e,True,True,93,False
klines,EOSUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/klines/EOSUSDT/1h/EOSUSDT-1h-2021-05.zip,35467,703cff4a3b0beaf54a339dc81b2776acee386e110f6f6974d72d7c4f8be62364,True,True,744,False
fundingRate,BNBUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/BNBUSDT/BNBUSDT-fundingRate-2021-05.zip,991,e08391c3ac416df2bcebba182792fb8632a828b1f7bd3de02f0eba11607b6cb7,True,True,93,False
klines,XRPUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/klines/XRPUSDT/1h/XRPUSDT-1h-2021-05.zip,37971,31da56ecacdd72ba58cbd0aa75a1571a066a2db0eab7db0fab073fa2ad0db6ca,True,True,744,False
fundingRate,DOGEUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOGEUSDT/DOGEUSDT-fundingRate-2021-05.zip,934,741175ef44e4db831b999c3adf5412ffbbad70b05e438b6658ab97269d08f6aa,True,True,93,False
fundingRate,LINKUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/LINKUSDT/LINKUSDT-fundingRate-2021-05.zip,930,3195e348a971cb3d80953a624a23aad4ed786fc0973ce9de2b292a8f066b612f,True,True,93,False
klines,DOGEUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/klines/DOGEUSDT/1h/DOGEUSDT-1h-2021-05.zip,39860,bc839697ce27d04de1a212fffd23337ce7f9906b00911c75295b63ee9c8e0534,True,True,744,False
fundingRate,DOTUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOTUSDT/DOTUSDT-fundingRate-2021-05.zip,929,82043d0ebfbf1fc1d41300837a6d125d31d90c90c141bfc7b080e1a40ba29799,True,True,93,False
fundingRate,TRXUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/TRXUSDT/TRXUSDT-fundingRate-2021-05.zip,1012,b43e4bbb1c91bc6d0105e87c218ee3256a1c3c55b2ea98f3cdbe2d423538f95b,True,True,93,False
klines,TRXUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/klines/TRXUSDT/1h/TRXUSDT-1h-2021-05.zip,36010,4e22d182f94c06463bfa30295ab2eb02fc2dac0c7fb068c213b04810ecea4d72,True,True,744,False
klines,SOLUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/1h/SOLUSDT-1h-2021-05.zip,34221,efb32d5fd15525744c959ce9685e20af8227b6104ea3b279faae0dc8d73cd4a3,True,True,744,False
klines,BCHUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/klines/BCHUSDT/1h/BCHUSDT-1h-2021-05.zip,37918,d0d095d0ff639043af755f9a33762670a68c1c2818446c72a31222ab03ead52d,True,True,744,False
fundingRate,SOLUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/SOLUSDT/SOLUSDT-fundingRate-2021-05.zip,916,f9a657f15d4753cb73bf8ffd0d62405d480044162c19e1f7437608e2c1bb6694,True,True,93,False
fundingRate,BCHUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/BCHUSDT/BCHUSDT-fundingRate-2021-05.zip,901,f86e5a0ab95e8d704781d76f25b663a21fdbcb51bb2626b98e653399d3b4496f,True,True,93,False
fundingRate,BTCUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/BTCUSDT/BTCUSDT-fundingRate-2021-06.zip,883,7b8d9bfb8816636b800764dafb2aa2307d19166c695bfa245adbf7d01d61f766,True,True,90,False
klines,BTCUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2021-06.zip,39207,5134cef4361e0819b721776da6e99f715141d122e3cfbf4be729e3dfc153ac33,True,True,720,False
klines,ETHUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2021-06.zip,38197,625a8c04b76cc9fa096599bd1498b24b28ea31d9900dfddb86995046bd6b2ebf,True,True,720,False
fundingRate,ETHUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/ETHUSDT/ETHUSDT-fundingRate-2021-06.zip,827,8e58ccf8f52c69c55754492daafadab92d4ca8c8bd027f4532582d06e9f36063,True,True,90,False
fundingRate,XRPUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/XRPUSDT/XRPUSDT-fundingRate-2021-06.zip,789,6947cb3e3424beb7e6801554b2c0afb9f3f2eecd28f84ae62a37e6fe5a691fb6,True,True,90,False
klines,LINKUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/klines/LINKUSDT/1h/LINKUSDT-1h-2021-05.zip,37191,22ad3a4594150bd667b6e148b61740a69843d297d81f2f99bcaa5ee0f44c4463,True,True,744,False
klines,DOTUSDT,2021-05,https://data.binance.vision/data/futures/um/monthly/klines/DOTUSDT/1h/DOTUSDT-1h-2021-05.zip,35293,62585af59fc3cef121fa131bddaf7275bf26a414eb310ec9940e371aac57895d,True,True,744,False
klines,ADAUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/klines/ADAUSDT/1h/ADAUSDT-1h-2021-06.zip,34232,f13df21d924337468a862cbfe6446718b64d3036d2c1d40427d282d41db0c3d7,True,True,720,False
klines,LTCUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/klines/LTCUSDT/1h/LTCUSDT-1h-2021-06.zip,35209,7344eed30ac63041379c2a583c8a0a3493f4fe2b59435b23f8d2f6d0ad23b40b,True,True,720,False
fundingRate,LTCUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/LTCUSDT/LTCUSDT-fundingRate-2021-06.zip,820,d04c6d9e2e1c07e17afce5d6b574f63326b3a113e9783a32d675f67b334e8539,True,True,90,False
fundingRate,BCHUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/BCHUSDT/BCHUSDT-fundingRate-2021-06.zip,862,edaca76abdbf4853aeb3ffa5c896db4174eedf947fe1460c2ae8837ebffe2599,True,True,90,False
fundingRate,EOSUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/EOSUSDT/EOSUSDT-fundingRate-2021-06.zip,751,a1993fbd3a13bdb8e13068e9ead47b223b98cdf37db6fde6179857513b8277c5,True,True,90,False
fundingRate,DOGEUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOGEUSDT/DOGEUSDT-fundingRate-2021-06.zip,841,ea0065cfe7289fdc0cca4e737f0568bd452619269021c3adb5ea62c23d101b43,True,True,90,False
klines,BCHUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/klines/BCHUSDT/1h/BCHUSDT-1h-2021-06.zip,35115,1fd4be67e63cef14c68ac242ada0c917bd2e1b26563252ead8036e746b40c49b,True,True,720,False
fundingRate,BNBUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/BNBUSDT/BNBUSDT-fundingRate-2021-06.zip,818,e51d259f86fb4ef4ae53127feb94a1f75b3535b3668ec8ef6ae644d833124f56,True,True,90,False
klines,BNBUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/klines/BNBUSDT/1h/BNBUSDT-1h-2021-06.zip,36011,a99b1767737b5de6230ed57b04f41ace31cc4e87d9e4828d1503865ee18651ce,True,True,720,False
klines,LINKUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/klines/LINKUSDT/1h/LINKUSDT-1h-2021-06.zip,35413,06947058d94a0778145654b398b26cb777f5a4a9f1343bfd27cc4447b59380ee,True,True,720,False
klines,XRPUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/klines/XRPUSDT/1h/XRPUSDT-1h-2021-06.zip,35763,58d5eff054dda2027e5b2f098b8525597062dac7bdd0e7cacf42a9d1fcedbd74,True,True,720,False
fundingRate,ADAUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/ADAUSDT/ADAUSDT-fundingRate-2021-06.zip,827,b33982ea27c8beba0079438a805e1e0d783ace7104aeeaabf8e3c832cafcb07a,True,True,90,False
klines,DOTUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/klines/DOTUSDT/1h/DOTUSDT-1h-2021-06.zip,33854,0ae301b029c5a8a4b96647f7d8cdef83ce82794038b8ebe3a2de9076d20116da,True,True,720,False
fundingRate,DOTUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOTUSDT/DOTUSDT-fundingRate-2021-06.zip,847,04b5277a2fd88179db88392db5b07c7716e351f7174c632440543d9c8240f0f6,True,True,90,False
klines,TRXUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/klines/TRXUSDT/1h/TRXUSDT-1h-2021-06.zip,33573,7d3086401acc2e83d0314257283e23621bab3c0afcb7c39edb795afd6c40ba80,True,True,720,False
klines,EOSUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/klines/EOSUSDT/1h/EOSUSDT-1h-2021-06.zip,32965,25b49e798193d93a68a35c3f10fc5527157f9df581f3d0d182f6b1118609f58c,True,True,720,False
fundingRate,TRXUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/TRXUSDT/TRXUSDT-fundingRate-2021-06.zip,910,6ab462d33df370897d7d2e0ab0577232276d0a635754edb60794871c2ab88e2d,True,True,90,False
klines,SOLUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/1h/SOLUSDT-1h-2021-06.zip,32420,8fe15facd01ac0eec8d23b04bc606f2c56344c1ee2aa88c3758c07a6cfeb5765,True,True,720,False
fundingRate,SOLUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/SOLUSDT/SOLUSDT-fundingRate-2021-06.zip,825,5d97dc076126d6df30eb68185be0613a08391b18d6046da006c790b3674b0d40,True,True,90,False
fundingRate,BTCUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/BTCUSDT/BTCUSDT-fundingRate-2021-07.zip,973,8ab3df641d3bcf40527491f8e26d046ad2b662d1950ead9555ad32975571b7fe,True,True,93,False
klines,BTCUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2021-07.zip,40038,97241c02191fd4694daf9836269e6f8ed04ef5bf858414de5a3354678552b54d,True,True,744,False
klines,DOGEUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/klines/DOGEUSDT/1h/DOGEUSDT-1h-2021-06.zip,37205,0a670f9d49cc1aab310ff4fd6bb2fbcfdc22293a1e2aaae70e9d2d65cce1f730,True,True,720,False
fundingRate,LINKUSDT,2021-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/LINKUSDT/LINKUSDT-fundingRate-2021-06.zip,746,a8b54604cedf5906528a36e29049b126d1b69e9883a43bad5d5d253d30816b7d,True,True,90,False
fundingRate,BNBUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/BNBUSDT/BNBUSDT-fundingRate-2021-07.zip,951,76880b69f8ed2ad5399471493080f9daa311004b0e48012fbe524c6ebe3d0869,True,True,93,False
klines,XRPUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/klines/XRPUSDT/1h/XRPUSDT-1h-2021-07.zip,36108,f61f7e69e4437e5c372ce105ffc6a045ab6a18e1ecb771d39afd53c663871265,True,True,744,False
fundingRate,XRPUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/XRPUSDT/XRPUSDT-fundingRate-2021-07.zip,827,77b401845e3e90d89a12df6e374ed838273d0ea81d28b25295bd5bebf454eeb5,True,True,93,False
klines,ADAUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/klines/ADAUSDT/1h/ADAUSDT-1h-2021-07.zip,34516,470ac372466a5023380d15dfb34aac0f03546c3e3f1a60cf3ed986620134ac8b,True,True,744,False
klines,LTCUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/klines/LTCUSDT/1h/LTCUSDT-1h-2021-07.zip,35688,4f12f8dd27f12744da4586328d3538b019bc27e95f61afe96a7d6ce468d5febf,True,True,744,False
fundingRate,LTCUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/LTCUSDT/LTCUSDT-fundingRate-2021-07.zip,911,c97a7c7be304262d55184231f007a26cda0582b38853e598b74a2d3f73b4007d,True,True,93,False
klines,BCHUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/klines/BCHUSDT/1h/BCHUSDT-1h-2021-07.zip,35762,95ebdb2b359074658d8feee1ba02bf1a12c99f449506368e4408b2e1e565844a,True,True,744,False
klines,ETHUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2021-07.zip,39189,bd4ffb6a1e7eb374915222129b5270ff0e7eb94c5b355ecc75ba491e4cc7b0b9,True,True,744,False
fundingRate,ETHUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/ETHUSDT/ETHUSDT-fundingRate-2021-07.zip,892,f8f538bedf642052e428cd25f3134784de6e62a136e76f6a07ea6e79dfc9c39d,True,True,93,False
fundingRate,EOSUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/EOSUSDT/EOSUSDT-fundingRate-2021-07.zip,749,b37558c5fa6dae9b0ee4d1a75d6eb8d1c326d709092a68c8717e925285b417aa,True,True,93,False
fundingRate,LINKUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/LINKUSDT/LINKUSDT-fundingRate-2021-07.zip,781,27878a64244b91d5ae118ebd461b94e023df96556e9303f604f002b20c221466,True,True,93,False
klines,DOTUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/klines/DOTUSDT/1h/DOTUSDT-1h-2021-07.zip,34211,e7fb99c34f4de59d26e1f6a58bb5e116e912134552a4b42eb2021becc755c408,True,True,744,False
klines,BNBUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/klines/BNBUSDT/1h/BNBUSDT-1h-2021-07.zip,36160,4cfb22e8ad282b28e557203788e843373f94cf628ce3a9177fabcb95420c5950,True,True,744,False
fundingRate,ADAUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/ADAUSDT/ADAUSDT-fundingRate-2021-07.zip,911,9c55eb6e5baa84de1078e57f70ddc5be51a5436c4be16a45f0f102061f8227c3,True,True,93,False
fundingRate,DOTUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOTUSDT/DOTUSDT-fundingRate-2021-07.zip,906,b744e8197b5868355ae7df7cfe435873b6a0465779e47ffed335a5fa6cf0279d,True,True,93,False
klines,TRXUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/klines/TRXUSDT/1h/TRXUSDT-1h-2021-07.zip,33868,8c18916bf8317125aa8677147b73c5d3e7fedb49a94b3cb891d137da043fe563,True,True,744,False
fundingRate,TRXUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/TRXUSDT/TRXUSDT-fundingRate-2021-07.zip,906,9298f3737a1bb92b624774b22d9e72a04fa236dda7986c5e4f9017bd9f0c6759,True,True,93,False
fundingRate,BCHUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/BCHUSDT/BCHUSDT-fundingRate-2021-07.zip,769,dbbe77331ba8e661028d93713ed327105881732fb42b378e645bfa6b8d428d14,True,True,93,False
klines,SOLUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/1h/SOLUSDT-1h-2021-07.zip,32512,b1d3d3064ad1c48ee3db89da36f402ba27ed8764c14f5f8725db8c2d44412826,True,True,744,False
klines,EOSUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/klines/EOSUSDT/1h/EOSUSDT-1h-2021-07.zip,33355,11edfcfba052a114175e8eb719b8de792636316426689308a239b691f4396b54,True,True,744,False
klines,BTCUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2021-08.zip,40160,4c8290ad0baa9fcf37d45b893e8cae1a1e3b9ef77987a9d9abd64e44ab7deb09,True,True,744,False
fundingRate,DOGEUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOGEUSDT/DOGEUSDT-fundingRate-2021-07.zip,814,240633e688df94bff707fb4b2bdf611f195d85fb43f638c826026b1b05965b58,True,True,93,False
klines,DOGEUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/klines/DOGEUSDT/1h/DOGEUSDT-1h-2021-07.zip,37372,ab9bde30a7fa8b54c87a9054ae5625c90ae844ddc6e2e5d951f6ed44d4efc55e,True,True,744,False
klines,LINKUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/klines/LINKUSDT/1h/LINKUSDT-1h-2021-07.zip,36045,6041c06970409115876fb50b339af48d182b005cd550ea20f084272595377b89,True,True,744,False
klines,ETHUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2021-08.zip,39246,56bfd83ab6a604ffb57aa318805e813c04335a08219eac63f3c4750442c1a9c9,True,True,744,False
fundingRate,ETHUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/ETHUSDT/ETHUSDT-fundingRate-2021-08.zip,857,0120b284bde23d077e1e26e5e4b56fd3e2d1d82a3a7fe0e9de26825b9fc9c0db,True,True,93,False
klines,ADAUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/klines/ADAUSDT/1h/ADAUSDT-1h-2021-08.zip,35782,267d500e0e0a028b976c7ae7faaf63796ace5af5bc58968a7d9b5e47a55524ff,True,True,744,False
klines,LTCUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/klines/LTCUSDT/1h/LTCUSDT-1h-2021-08.zip,36113,5a04052e7b0e97a601ee0579508012863b6f723fd2c6f9a33e8e405879bf1b18,True,True,744,False
fundingRate,LTCUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/LTCUSDT/LTCUSDT-fundingRate-2021-08.zip,812,0592faff3e9cc672374fbc96271f2722cb19b736891bc27d6297966c3ed0f692,True,True,93,False
fundingRate,BCHUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/BCHUSDT/BCHUSDT-fundingRate-2021-08.zip,806,31cc65dc61153125ea41688f390fb373046b4d5f6bea5d8b8d92f2d4170dad12,True,True,93,False
klines,BCHUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/klines/BCHUSDT/1h/BCHUSDT-1h-2021-08.zip,36096,7e287c522cc9f8cf8d9779ef379c797b259587366951bedb96ce4c1d30be5676,True,True,744,False
fundingRate,SOLUSDT,2021-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/SOLUSDT/SOLUSDT-fundingRate-2021-07.zip,761,d5cc6efda2474a0ea47626b8ec17b40f8b2cc21aa1338e55796f402c9173e125,True,True,93,False
fundingRate,BNBUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/BNBUSDT/BNBUSDT-fundingRate-2021-08.zip,915,61df9c44a8a08b5a596fe33e49150ebf7b55bb733e389119b2538b18d2584f63,True,True,93,False
fundingRate,BTCUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/BTCUSDT/BTCUSDT-fundingRate-2021-08.zip,781,7eb681cc45b94176f4b9192a62c3a1925d79031ba001cea2d8dec6ff6e5b9c35,True,True,93,False
klines,BNBUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/klines/BNBUSDT/1h/BNBUSDT-1h-2021-08.zip,36126,aa38e9e4a0993a6d63aae409ead5879bb886b7343c107d6a6af76a9b0154b74e,True,True,744,False
fundingRate,EOSUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/EOSUSDT/EOSUSDT-fundingRate-2021-08.zip,877,eb4ff3ffe747988448ee7f4e85e06d11437fee62f19dcd35d1118d5bf15790e2,True,True,93,False
klines,XRPUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/klines/XRPUSDT/1h/XRPUSDT-1h-2021-08.zip,37167,f9dcae63eabae0cefe55d66b3267c3a23368351874432935b5d9e3d36813c40b,True,True,744,False
fundingRate,DOGEUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOGEUSDT/DOGEUSDT-fundingRate-2021-08.zip,959,0d4241ba0126c8a8f16f9a7c6d12d2b644079b6a7bc1382089572ed5b749912d,True,True,93,False
klines,DOGEUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/klines/DOGEUSDT/1h/DOGEUSDT-1h-2021-08.zip,38126,da917b8ed9e39692a01fd57ebdac164aeff451e9bbdff4ec4261edb3c1073319,True,True,744,False
klines,LINKUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/klines/LINKUSDT/1h/LINKUSDT-1h-2021-08.zip,36416,28e5518bb3776173500490d7559aa6612a1c6c0dc6ea509bdf4e3cc7941d3dd7,True,True,744,False
fundingRate,XRPUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/XRPUSDT/XRPUSDT-fundingRate-2021-08.zip,918,0a2d36a5a95fbba7ebc55f82e4e59eac1061ba3fab83d06f7569b427f3d9cdc8,True,True,93,False
fundingRate,DOTUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOTUSDT/DOTUSDT-fundingRate-2021-08.zip,881,35a81a03a428b8b8f6fbd61343893af58e11479b832cea6c79761cd0f728f02c,True,True,93,False
fundingRate,ADAUSDT,2021-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/ADAUSDT/ADAUSDT-fundingRate-2021-08.zip,895,d71dc92bb92ac128ae027cca5c82fad3b122389f57d8689863c72201a37564fc,True,True,93,False
