kind,symbol,month,url,bytes,sha256,checksum_available,checksum_passed,rows,missing
klines,ADAUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/klines/ADAUSDT/1h/ADAUSDT-1h-2023-05.zip,32600,bc66f0491d252fb8f0d36b8138a6fada55bec3cebe616f7a37ecc8c844db99ae,True,True,744,False
fundingRate,BNBUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/BNBUSDT/BNBUSDT-fundingRate-2023-05.zip,905,bcf038a86d9f483fa4d1a9db6fa734cae54745409bcc083d3067670f76b4fb84,True,True,93,False
klines,LTCUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/klines/LTCUSDT/1h/LTCUSDT-1h-2023-05.zip,35029,16b1ccb742b4d1016a83599ff909c8dfba467ec545d70a5f4339a6ad6e4e42bc,True,True,744,False
fundingRate,SOLUSDT,2023-04,https://data.binance.vision/data/futures/um/monthly/fundingRate/SOLUSDT/SOLUSDT-fundingRate-2023-04.zip,890,88d1b03da4cd68774d846d5a9b7a9ba3d165a7b03855cad84a181820a2f7b297,True,True,90,False
fundingRate,BCHUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/BCHUSDT/BCHUSDT-fundingRate-2023-05.zip,997,2fbefdc37688d5b9faaa5557f507885095a731b1ce5b4c07fb9681afc601caae,True,True,93,False
klines,BCHUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/klines/BCHUSDT/1h/BCHUSDT-1h-2023-05.zip,33737,6a3eeb16a13e813283377d1c16af7e845ec40a8e267974d26591f37a26c463c2,True,True,744,False
klines,SOLUSDT,2023-04,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/1h/SOLUSDT-1h-2023-04.zip,31579,34aca0062513dbb81e99b4b6e2e0e2dd29b453e33c629c8cea1beeff9faf7543,True,True,720,False
klines,TRXUSDT,2023-04,https://data.binance.vision/data/futures/um/monthly/klines/TRXUSDT/1h/TRXUSDT-1h-2023-04.zip,31597,c9fe47ef439d582c3cb3d6d46923093aed88db086189fb63c6aa81bf420e0441,True,True,720,False
klines,EOSUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/klines/EOSUSDT/1h/EOSUSDT-1h-2023-05.zip,30662,972569dd33f4ee18e2fc95026eb5317539aa11296b35961ccf4df0dd4f6b7f06,True,True,744,False
fundingRate,EOSUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/EOSUSDT/EOSUSDT-fundingRate-2023-05.zip,751,e6749b5a25481a785084bea3ae629841f18dacdad61b404fac4b124ab41bced0,True,True,93,False
klines,DOGEUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/klines/DOGEUSDT/1h/DOGEUSDT-1h-2023-05.zip,34960,7ce4eacd1e2b780c3a18c08316b3ab71e7885d971587befa3d26de7b55b758b2,True,True,744,False
klines,XRPUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/klines/XRPUSDT/1h/XRPUSDT-1h-2023-05.zip,35144,bf6df6b988e40b518b49ed47261ed4e353a9aa70acb3f382ab1c838a1d17658f,True,True,744,False
fundingRate,DOGEUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOGEUSDT/DOGEUSDT-fundingRate-2023-05.zip,896,1c388110bc5e1a69d76c7a41e4945396427fad064a593fbf5edecae338584322,True,True,93,False
fundingRate,ADAUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/ADAUSDT/ADAUSDT-fundingRate-2023-05.zip,877,216652bb167d682883d29f1c4591ec1bf3eabdab9e1a5091f518bd2742330353,True,True,93,False
fundingRate,LINKUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/LINKUSDT/LINKUSDT-fundingRate-2023-05.zip,883,c1164402237277860b302f7ef682175ad52f27f027aa6bb3daa93955f97c9aa3,True,True,93,False
klines,LINKUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/klines/LINKUSDT/1h/LINKUSDT-1h-2023-05.zip,33861,29c81c5c4628b01336cb1bbcf64363e0b6b00a019efa30d80167fdb9d954485a,True,True,744,False
fundingRate,DOTUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOTUSDT/DOTUSDT-fundingRate-2023-05.zip,943,f27f079f18c894f78eaa09790fa93584e5d2b610bb6f788600d5ba56c4d69b6f,True,True,93,False
fundingRate,LTCUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/LTCUSDT/LTCUSDT-fundingRate-2023-05.zip,929,4f85c2921a58167c38fb17e28a0e993dd02f5d8f3ac8cf5ecec5ab8a16c4a0d4,True,True,93,False
klines,TRXUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/klines/TRXUSDT/1h/TRXUSDT-1h-2023-05.zip,33224,6677cd0a81a67fba67ea1af68f8a0aa195de7ecf4a3d20b468854ae7451d8735,True,True,744,False
klines,BTCUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-06.zip,37120,19bd435cdf58b426642c24a0df3b5fa755433f52a8c39f05dc5cfdeffa453aa0,True,True,720,False
fundingRate,BTCUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/BTCUSDT/BTCUSDT-fundingRate-2023-06.zip,845,3ffdde6f1dc9c3c065d77ae43f3ba64d19d4cb76512d4bc1d541933d4fb2e6f7,True,True,90,False
klines,ETHUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-06.zip,37299,fe108dc555560ded46bb0807d0c2e0bc7722900213a96e4e86bf355f84fbcafa,True,True,720,False
fundingRate,BNBUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/BNBUSDT/BNBUSDT-fundingRate-2023-06.zip,774,7a92bc9a9f03229509e2e34835c8cb4e05b8218cc82fe080443389d2ccbb1e98,True,True,90,False
fundingRate,TRXUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/TRXUSDT/TRXUSDT-fundingRate-2023-05.zip,1034,d118c72f001e77c083fd44e0a00a1991eda4da2730941f888601941df4244bae,True,True,93,False
klines,BNBUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/klines/BNBUSDT/1h/BNBUSDT-1h-2023-06.zip,33952,dcd5768745e9e3516600e5c6029fe219c3f1e264dc463ed19574d3924fff3400,True,True,720,False
klines,ADAUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/klines/ADAUSDT/1h/ADAUSDT-1h-2023-06.zip,32508,177c3d21c0c01a971f130f80d98ff9dcacd631439e8140f351f8aadfe15b0586,True,True,720,False
klines,DOTUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/klines/DOTUSDT/1h/DOTUSDT-1h-2023-05.zip,31566,12fad57aa3559de433abe1ba11714713421cef3fa01d632cb5ac5327e6c3a2ba,True,True,744,False
fundingRate,ADAUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/ADAUSDT/ADAUSDT-fundingRate-2023-06.zip,901,7c91256dd07a9692f2e3acf6ce241b61c3a63cdde4eb485bb6cbaeb29ff06303,True,True,90,False
fundingRate,ETHUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/ETHUSDT/ETHUSDT-fundingRate-2023-06.zip,888,b3ddac1309f9a684f4e811776a6c09fb2239bb8d1ae0ff4bd342a1c32a5e171f,True,True,90,False
klines,SOLUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/1h/SOLUSDT-1h-2023-05.zip,32149,4c5b1305d4395bb122f85b60520db8995c810357a2c189158b2beae2d116b1bc,True,True,744,False
fundingRate,SOLUSDT,2023-05,https://data.binance.vision/data/futures/um/monthly/fundingRate/SOLUSDT/SOLUSDT-fundingRate-2023-05.zip,916,b644431236540c0fa4573e96b9357077755d53440427fb2419e68272ea653137,True,True,93,False
klines,LTCUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/klines/LTCUSDT/1h/LTCUSDT-1h-2023-06.zip,34347,d80a81d0490aebec85e5a2903587d912b44b61e620227b1f31940bffb089e72a,True,True,720,False
fundingRate,LTCUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/LTCUSDT/LTCUSDT-fundingRate-2023-06.zip,828,5300f0bef16cfa6271f95aaa6d38d9019a741453d11263361b502a0e9061f76f,True,True,90,False
klines,BCHUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/klines/BCHUSDT/1h/BCHUSDT-1h-2023-06.zip,34131,61aa721ddb0ffe9ef59693a1ffb8daecaa4b5cae31dba8cefc180f7e0ebb02ec,True,True,720,False
fundingRate,BCHUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/BCHUSDT/BCHUSDT-fundingRate-2023-06.zip,940,10df7f67648c46b730e4b30667f72794a17af561c6e27f71c5c8646938e0cf46,True,True,90,False
klines,EOSUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/klines/EOSUSDT/1h/EOSUSDT-1h-2023-06.zip,30408,fa1e82c9c9a7bd5a274355dbf757398f389a6efc0e7ef4ee88157d482b53a752,True,True,720,False
fundingRate,EOSUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/EOSUSDT/EOSUSDT-fundingRate-2023-06.zip,775,dec96931695ac6d8f519ee6724fa954c33011c16e0c00b7e91b990ce915757b7,True,True,90,False
fundingRate,DOGEUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOGEUSDT/DOGEUSDT-fundingRate-2023-06.zip,827,50cbca0534f27a63cc9146c22559764010fffdffeef8f48e9e8c97fbf4372ea6,True,True,90,False
fundingRate,XRPUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/XRPUSDT/XRPUSDT-fundingRate-2023-06.zip,867,a83e74907e437eac3f8db466fda62cdb7c487a096bdaa69a9b797e1507431502,True,True,90,False
klines,XRPUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/klines/XRPUSDT/1h/XRPUSDT-1h-2023-06.zip,34536,0e9fe4c99cc414d42d898e344f5582c748f75d263ff8a4086808b5d725e173be,True,True,720,False
klines,DOGEUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/klines/DOGEUSDT/1h/DOGEUSDT-1h-2023-06.zip,33980,7dd0d00a2112e5c7e9b11ba558ee719a0c3dec9139ecbc43af150a2e3ac9885e,True,True,720,False
klines,LINKUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/klines/LINKUSDT/1h/LINKUSDT-1h-2023-06.zip,33341,6f767c9dcb99cf3b8c8596fe840c5a84c619b98cf68eebd8f3f6e3ad2a47c166,True,True,720,False
fundingRate,TRXUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/TRXUSDT/TRXUSDT-fundingRate-2023-06.zip,956,17acf17abf551a12a6b55b95e749cdf4459eb32c51c069e6acc735da078ee8bf,True,True,90,False
fundingRate,SOLUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/SOLUSDT/SOLUSDT-fundingRate-2023-06.zip,881,63de6ffcbab1fec0b83807efde188fdafb06d4ed0f947c4df86d757f894d88c9,True,True,90,False
klines,SOLUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/1h/SOLUSDT-1h-2023-06.zip,31775,023229af2e8a8900ee79ba088837b174acc52512f2e8296b02aa279cf97a82f5,True,True,720,False
fundingRate,BTCUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/BTCUSDT/BTCUSDT-fundingRate-2023-07.zip,861,0304baed9fd407293a8a8040b30a1b68bd344803b630d33530375b421733a930,True,True,93,False
fundingRate,ETHUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/ETHUSDT/ETHUSDT-fundingRate-2023-07.zip,861,82577976d8acd886fda84179ee38c9e7ef445732c3b6a062d6ffd2a9e3cc30bf,True,True,93,False
klines,ETHUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-07.zip,37939,911d3674c71a561df5ca5085426e9c61195bf5669bc7da7488ec9548ae476ca1,True,True,744,False
klines,BNBUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/klines/BNBUSDT/1h/BNBUSDT-1h-2023-07.zip,34110,30a008f43e28e9b4b104c73a67502879c09bcdfa884cf358e83c9eb095886035,True,True,744,False
fundingRate,LINKUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/LINKUSDT/LINKUSDT-fundingRate-2023-06.zip,823,5f5a79f4f614a5de1b2f6ad7616c6c2960fcc41b8593f303709791f7c830ee95,True,True,90,False
klines,DOTUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/klines/DOTUSDT/1h/DOTUSDT-1h-2023-06.zip,31179,71846947f273ae757dcb3d040762c53a0f0c62602db52bfe5688c4477b0d6ccc,True,True,720,False
klines,TRXUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/klines/TRXUSDT/1h/TRXUSDT-1h-2023-06.zip,32628,5865db1530da4bc8998ae4734f9b2fa6dc107f7430936a5bdecd112113a30025,True,True,720,False
klines,XRPUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/klines/XRPUSDT/1h/XRPUSDT-1h-2023-07.zip,36026,8a040848a9bf6b5049fdeca2cbab93018ae4752c6f2f903b168114f1cae70f0f,True,True,744,False
fundingRate,DOTUSDT,2023-06,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOTUSDT/DOTUSDT-fundingRate-2023-06.zip,916,e29d828cbea7eed708ec9728c94b4fc1fb72e82495def596d978902e8c9e636f,True,True,90,False
fundingRate,ADAUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/ADAUSDT/ADAUSDT-fundingRate-2023-07.zip,737,7ae0fc563a17f317779e6d1cc2119ad1ca72d71d1e3807fc4998f381655026e3,True,True,93,False
klines,LTCUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/klines/LTCUSDT/1h/LTCUSDT-1h-2023-07.zip,35674,ce31e530459b92cda49f90adb2f4556f921eb5eb252b6530ae4e1d393c290a80,True,True,744,False
klines,BCHUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/klines/BCHUSDT/1h/BCHUSDT-1h-2023-07.zip,36856,6afa07abd2ffb15409bb6abddb59c4a3ceb317441d15e4b0f9e5212c63518585,True,True,744,False
fundingRate,BCHUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/BCHUSDT/BCHUSDT-fundingRate-2023-07.zip,953,b7de38d0e9ec1a606c39a499d5ea681e80edd515737fe3adb74e41e9e5d2ae5d,True,True,93,False
klines,BTCUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-07.zip,37558,ae9ebc03dff2bdeb805a1401b5cf1256b2b84283f5f9d92b1f454f33b223f499,True,True,744,False
fundingRate,EOSUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/EOSUSDT/EOSUSDT-fundingRate-2023-07.zip,682,00e1a3ed536c9348816dd40fcc12bd2b4761d5dbf6a44e240a6285cf064a0346,True,True,93,False
fundingRate,BNBUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/BNBUSDT/BNBUSDT-fundingRate-2023-07.zip,887,38d044d00f3c81a8d201b9117f5f1f6559568db16561cf9ce8f0eccc02cddbc9,True,True,93,False
fundingRate,DOGEUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOGEUSDT/DOGEUSDT-fundingRate-2023-07.zip,783,2e92a749e0886d0cfba0d9ebe7061ed0abadf9fc4d16e12d2d00fed555d666dc,True,True,93,False
klines,DOGEUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/klines/DOGEUSDT/1h/DOGEUSDT-1h-2023-07.zip,35913,bbf241b72f8f43226c779a9744cb884955566618d7ec12cf2c335176916ae0fd,True,True,744,False
klines,LINKUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/klines/LINKUSDT/1h/LINKUSDT-1h-2023-07.zip,35005,cd6d0f149847a7abe87c1598d5344756836c1cf255555b46595a9c3e28c109fc,True,True,744,False
fundingRate,XRPUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/XRPUSDT/XRPUSDT-fundingRate-2023-07.zip,792,5348dd7a724fdb991788703b14b5c134711ec173b2bc821e13da18a46042c1f3,True,True,93,False
fundingRate,LINKUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/LINKUSDT/LINKUSDT-fundingRate-2023-07.zip,783,4d1cbfeb15f5b570b2cac0be1c7e64450b3652af3c6f3de97756d52a6ea1abff,True,True,93,False
klines,ADAUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/klines/ADAUSDT/1h/ADAUSDT-1h-2023-07.zip,32980,d725d3590b024eac6f41a83fd3ee25b8a56d16c65932e1508dfb6445daeeeacd,True,True,744,False
fundingRate,LTCUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/LTCUSDT/LTCUSDT-fundingRate-2023-07.zip,830,b6a2af7fbf06e28454eb4a469f82984ed37369da2765ce7412abdf2f57916381,True,True,93,False
klines,TRXUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/klines/TRXUSDT/1h/TRXUSDT-1h-2023-07.zip,33216,2165c4c42a3ca15a6cb234c97dee9692e3f43829963d71aa3d79e6c54405da86,True,True,744,False
fundingRate,SOLUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/SOLUSDT/SOLUSDT-fundingRate-2023-07.zip,818,7323f1cf79a8dfeb78dd7bd8cd2940a7db00ee023739430435b1cc25cecadcae,True,True,93,False
fundingRate,BTCUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/BTCUSDT/BTCUSDT-fundingRate-2023-08.zip,846,516a8f50631c6ede6a9642f6d1590b6a22c33ba09935501d2ace8dc1396501fd,True,True,93,False
klines,EOSUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/klines/EOSUSDT/1h/EOSUSDT-1h-2023-07.zip,31154,35dd2d614950f2f88c6d8d613f8c52954140995bf5b86bbb7931f5f6ef3e1a74,True,True,744,False
klines,BTCUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-08.zip,37282,599daa607ff593666036fe742d8272de6e0e9d284cd7d41d6585cf53baa20ca2,True,True,744,False
klines,ETHUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-08.zip,37647,74210a689eb85c8908ae05cff3297b9dc6eda76a0b41a3f9d72fdde0c14e3b2f,True,True,744,False
klines,BNBUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/klines/BNBUSDT/1h/BNBUSDT-1h-2023-08.zip,33711,d25a7f97f870374facd7d54b61b40956eed1dac3898f2afb7773896ca2a62966,True,True,744,False
klines,DOTUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/klines/DOTUSDT/1h/DOTUSDT-1h-2023-07.zip,31954,8cef7abe18eb5da7495ae1e65d5fb5e275d8f03307e94b8d595c85c42a89974e,True,True,744,False
fundingRate,DOTUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOTUSDT/DOTUSDT-fundingRate-2023-07.zip,887,3b0bc3e552ed8e2c7c5221cb1d778c0e92a0df569a9f1c44fab462bf775b7678,True,True,93,False
fundingRate,XRPUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/XRPUSDT/XRPUSDT-fundingRate-2023-08.zip,816,491f029d456a47cc58f5888c4e9a91deac419c5242c27fde744a971716391fa6,True,True,93,False
fundingRate,TRXUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/fundingRate/TRXUSDT/TRXUSDT-fundingRate-2023-07.zip,870,48513507a80c5b1666765c37e7da0d1c6e0c5121ef4182b187feb24138e44fe5,True,True,93,False
klines,SOLUSDT,2023-07,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/1h/SOLUSDT-1h-2023-07.zip,33478,e45b525229f485463a33f3c59f4dc3eafa2de1f9fbca8f2126cd3c074f62b6bb,True,True,744,False
klines,LTCUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/klines/LTCUSDT/1h/LTCUSDT-1h-2023-08.zip,34739,e51e8c18df6d40584085a5a157137c3cc9a205b20f40c41ca61f1e435a55d95c,True,True,744,False
fundingRate,LTCUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/LTCUSDT/LTCUSDT-fundingRate-2023-08.zip,868,33f110598950dae9d0a7ea2e9b10d028c6c2bce018f36c30be5dd9c63cb17239,True,True,93,False
fundingRate,ETHUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/ETHUSDT/ETHUSDT-fundingRate-2023-08.zip,897,cf749429c366cef3302a804b3e702937e5f1a77aeddc5b628dca7da547a8935a,True,True,93,False
klines,XRPUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/klines/XRPUSDT/1h/XRPUSDT-1h-2023-08.zip,35706,e7e1839b24530f385964ba505ac367b3989b8c5f58e6368ee66efd3495e8c637,True,True,744,False
fundingRate,BCHUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/BCHUSDT/BCHUSDT-fundingRate-2023-08.zip,953,9862362bbf020930adbd2a5246ab905832aefa0335685c4c150b659a2ec2d713,True,True,93,False
klines,BCHUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/klines/BCHUSDT/1h/BCHUSDT-1h-2023-08.zip,35751,bdc42295c5dd66a9c337448c6aee77149f2184a714335293569ddfdf6f530c65,True,True,744,False
klines,EOSUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/klines/EOSUSDT/1h/EOSUSDT-1h-2023-08.zip,30260,10f4c0d61f70b030035a0c657967e2601cc2b6d26efbf95bb605e1856b5c2821,True,True,744,False
fundingRate,BNBUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/BNBUSDT/BNBUSDT-fundingRate-2023-08.zip,799,27621b8cfc274cba9882e08c61315433ea23f58d59eb83781b4e63f9ad685c13,True,True,93,False
fundingRate,DOGEUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOGEUSDT/DOGEUSDT-fundingRate-2023-08.zip,845,7cdad830df4e60545d222744d9194bbe6044bf3af32b6b1b8dcc9d0649b5aa81,True,True,93,False
klines,ADAUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/klines/ADAUSDT/1h/ADAUSDT-1h-2023-08.zip,32236,1e787d556e03e767c3bd53bfd5210aa289bda1589b7feefcc3f257b8a522175f,True,True,744,False
fundingRate,ADAUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/ADAUSDT/ADAUSDT-fundingRate-2023-08.zip,844,7b188eefc9364b1f74533c765ed212832cce3c17ce41b2ac174506bfec45a169,True,True,93,False
klines,DOTUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/klines/DOTUSDT/1h/DOTUSDT-1h-2023-08.zip,31190,ee1ae2b52767c16717bfc803aa4d44b31a7ef75c9e58071e24b2c3f8c98806a6,True,True,744,False
fundingRate,TRXUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/TRXUSDT/TRXUSDT-fundingRate-2023-08.zip,919,a210d276ad3610dce68c4022d5942140eb7ec297a9d89badae056f0875e22cf8,True,True,93,False
klines,SOLUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/klines/SOLUSDT/1h/SOLUSDT-1h-2023-08.zip,32603,d509bcda20054981e3f738ef1a33090dc12ddaea5593932e2545a285ee4987c9,True,True,744,False
fundingRate,SOLUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/SOLUSDT/SOLUSDT-fundingRate-2023-08.zip,897,87ce0395cf9d1fa9ea4849b4811d366c1867d4159f3c1a2b4a3e0656972be2a0,True,True,93,False
fundingRate,EOSUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/EOSUSDT/EOSUSDT-fundingRate-2023-08.zip,759,0e703cf555ef1866ef473d97fd8e12d91107ef38fd5fec9772961d02912b9be6,True,True,93,False
fundingRate,BTCUSDT,2023-09,https://data.binance.vision/data/futures/um/monthly/fundingRate/BTCUSDT/BTCUSDT-fundingRate-2023-09.zip,914,3fd9df6fd1eef33cf5fe625c27012359bc6d64a68c109305d7b44a0354f533c2,True,True,90,False
fundingRate,DOTUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/DOTUSDT/DOTUSDT-fundingRate-2023-08.zip,943,fc5685bd3ec2a6af0ff73e418c0b12c08af9d93ffe1d8e9e515bb4b15aa02415,True,True,93,False
klines,DOGEUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/klines/DOGEUSDT/1h/DOGEUSDT-1h-2023-08.zip,35431,6beea794899f31a542216fb91aff7501404845bf35206bfb2c1ea840b5e0a9ff,True,True,744,False
klines,ETHUSDT,2023-09,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-09.zip,36218,38883595a881aadfbfd8c256e5170c8b016e9927119250f5128abfba96aba9c5,True,True,720,False
klines,LINKUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/klines/LINKUSDT/1h/LINKUSDT-1h-2023-08.zip,34425,a18fd10feec868639b41d0614c921ab00b121b108edf16c808133ce4e0925874,True,True,744,False
fundingRate,ETHUSDT,2023-09,https://data.binance.vision/data/futures/um/monthly/fundingRate/ETHUSDT/ETHUSDT-fundingRate-2023-09.zip,902,41ac7eb67a46d14d97daec4c37e8229df5ac6b165639ad4b2c54bc7374930341,True,True,90,False
fundingRate,BNBUSDT,2023-09,https://data.binance.vision/data/futures/um/monthly/fundingRate/BNBUSDT/BNBUSDT-fundingRate-2023-09.zip,654,a0b6b5a900f40ebff05d1ec293685fd644f0ac26552c25a2801490d8d7178a21,True,True,90,False
fundingRate,LINKUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/fundingRate/LINKUSDT/LINKUSDT-fundingRate-2023-08.zip,806,adeb4fd43b0afec33e4d3bdce605ac500253759fa6dc796dc0fbb932cf40aa56,True,True,93,False
klines,TRXUSDT,2023-08,https://data.binance.vision/data/futures/um/monthly/klines/TRXUSDT/1h/TRXUSDT-1h-2023-08.zip,32304,800fc7c45905bd575e7e45c53e96d25499aa0382e68c0580e33c7d427c09bf1b,True,True,744,False
klines,XRPUSDT,2023-09,https://data.binance.vision/data/futures/um/monthly/klines/XRPUSDT/1h/XRPUSDT-1h-2023-09.zip,33521,ab09057b33873cf058d3c722ed861a55f7d2367de0d6f0f2c51ca967f671d03b,True,True,720,False
fundingRate,XRPUSDT,2023-09,https://data.binance.vision/data/futures/um/monthly/fundingRate/XRPUSDT/XRPUSDT-fundingRate-2023-09.zip,868,5a06068aef716c54685ac57fde85ca9fc3b718659fcf90e83af9350f7de05553,True,True,90,False
klines,ADAUSDT,2023-09,https://data.binance.vision/data/futures/um/monthly/klines/ADAUSDT/1h/ADAUSDT-1h-2023-09.zip,30361,66a09c042be3aa1249eb056664f83378e23294ca3b934821402b8575fa366624,True,True,720,False
klines,LTCUSDT,2023-09,https://data.binance.vision/data/futures/um/monthly/klines/LTCUSDT/1h/LTCUSDT-1h-2023-09.zip,32985,f4ba0c93bf9d00688fc8d06be80a60e62b0e04dd49d31435ac78343cabd8023e,True,True,720,False
fundingRate,LTCUSDT,2023-09,https://data.binance.vision/data/futures/um/monthly/fundingRate/LTCUSDT/LTCUSDT-fundingRate-2023-09.zip,895,de2d5ea71785e746da6e1c2de692d52e617e765e46626921776de25488a1a529,True,True,90,False
