year,V75_original,V89_candidate
2021,1.0440158280864336,0.9798057652824912
2022,0.010811554628629816,0.025079711165752805
2023,0.14851914071837702,0.12329390186469658
2024,0.4195522030251695,0.4302387685610878
2025,0.23816495433729012,0.21402128149549382
2026,0.04425555083890176,0.05346396972416345
