open_time,equity,net_return,gross_return,w_v285,w_v365,w_cash,risky_budget,gross,underlying_turnover,meta_turnover,meta_cost,underlying_stress_cost,financing,state_label,state_duration_days,novelty_flag,drawdown
2021-01-01 00:00:00+00:00,9990.0,-0.001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.001,0.0,0.0,calm_risk_on,1,True,0.0
2021-01-02 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,2,True,0.0
2021-01-03 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,3,True,0.0
2021-01-04 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,4,True,0.0
2021-01-05 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,5,True,0.0
2021-01-06 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,6,True,0.0
2021-01-07 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,7,True,0.0
2021-01-08 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,8,True,0.0
2021-01-09 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,9,True,0.0
2021-01-10 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,10,False,0.0
2021-01-11 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,11,False,0.0
2021-01-12 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,12,True,0.0
2021-01-13 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,13,False,0.0
2021-01-14 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,14,False,0.0
2021-01-15 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,15,False,0.0
2021-01-16 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,16,False,0.0
2021-01-17 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,17,False,0.0
2021-01-18 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,18,False,0.0
2021-01-19 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,19,False,0.0
2021-01-20 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,20,False,0.0
2021-01-21 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,21,False,0.0
2021-01-22 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,22,False,0.0
2021-01-23 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,23,False,0.0
2021-01-24 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,24,False,0.0
2021-01-25 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,25,False,0.0
2021-01-26 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,26,False,0.0
2021-01-27 00:00:00+00:00,9990.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calm_risk_on,27,False,0.0
2021-01-28 00:00:00+00:00,10031.204442302611,0.00412456879906,0.00412456879906,1.0,0.0,0.0,1.0,0.5274000587486329,0.5,0.0,0.0,0.0,0.0,calm_risk_on,28,False,0.0
2021-01-29 00:00:00+00:00,9942.12368414977,-0.008880365131148,-0.008880365131148,1.0,0.0,0.0,1.0,0.5122624816667312,0.1274962797423578,0.0,0.0,0.0,0.0,calm_risk_on,29,False,-0.008880365131147983
2021-01-30 00:00:00+00:00,10273.294778201207,0.0333098948044074,0.0333098948044074,1.0,0.0,0.0,1.0,0.4485372271141005,0.0,0.0,0.0,0.0,0.0,calm_risk_on,30,False,0.0
2021-01-31 00:00:00+00:00,10396.960452058975,0.0120375864343122,0.0120375864343122,1.0,0.0,0.0,1.0,0.4589571373870738,0.0,0.0,0.0,0.0,0.0,calm_risk_on,31,False,0.0
2021-02-01 00:00:00+00:00,10157.272722552168,-0.0230536348206787,-0.0230536348206787,1.0,0.0,0.0,1.0,0.4691234016074317,0.0,0.0,0.0,0.0,0.0,calm_risk_on,32,False,-0.02305363482067868
2021-02-02 00:00:00+00:00,10153.691967780685,-0.00035253112418,-0.00035253112418,1.0,0.0,0.0,1.0,0.4656697218286504,0.0,0.0,0.0,0.0,0.0,calm_risk_on,33,False,-0.023398038821058842
2021-02-03 00:00:00+00:00,10184.941254566706,0.0030776280081354,0.0030776280081354,1.0,0.0,0.0,1.0,0.482895697859258,0.0,0.0,0.0,0.0,0.0,calm_risk_on,34,False,-0.02039242127253471
2021-02-04 00:00:00+00:00,10327.862992127237,0.0140326521271241,0.0140326521271241,1.0,0.0,0.0,1.0,0.4813499012981657,0.0,0.0,0.0,0.0,0.0,calm_risk_on,35,False,-0.006645928899157605
2021-02-05 00:00:00+00:00,10287.172619948182,-0.0039398636688027,-0.0039398636688027,1.0,0.0,0.0,1.0,0.4989548317577195,0.0,0.0,0.0,0.0,0.0,calm_risk_on,36,False,-0.010559608514145169
2021-02-06 00:00:00+00:00,10319.978621332497,0.0031890202095665,0.0031890202095665,1.0,0.0,0.0,1.0,0.508313471004431,0.0,0.0,0.0,0.0,0.0,calm_risk_on,37,False,-0.007404263109535347
2021-02-07 00:00:00+00:00,10328.472501524468,0.000823052111214,0.000823052111214,1.0,0.0,0.0,1.0,0.5003666474468259,0.0,0.0,0.0,0.0,0.0,calm_risk_on,38,False,-0.006587305092705664
2021-02-08 00:00:00+00:00,10457.887568426742,0.012529932851462,0.012529932851462,1.0,0.0,0.0,1.0,0.5220757596111394,0.0,0.0,0.0,0.0,0.0,calm_risk_on,39,False,0.0
2021-02-09 00:00:00+00:00,10357.191941894946,-0.0096286774812732,-0.0096286774812732,1.0,0.0,0.0,1.0,0.5520758759868809,0.1017315917581061,0.0,0.0,0.0,0.0,calm_risk_on,40,False,-0.009628677481273162
2021-02-10 00:00:00+00:00,10383.743213796071,0.0025635589308454,0.0025635589308454,1.0,0.0,0.0,1.0,0.4983284603317185,0.0,0.0,0.0,0.0,0.0,calm_risk_on,41,False,-0.007089802232576936
2021-02-11 00:00:00+00:00,10273.45701947493,-0.0106210440734524,-0.0106210440734524,1.0,0.0,0.0,1.0,0.5121920154062837,0.0,0.0,0.0,0.0,0.0,calm_risk_on,42,False,-0.0176355452040452
2021-02-12 00:00:00+00:00,10340.536618530356,0.0065294086429004,0.0065294086429004,1.0,0.0,0.0,1.0,0.5516481153132504,0.0,0.0,0.0,0.0,0.0,calm_risk_on,43,False,-0.011221286242422357
2021-02-13 00:00:00+00:00,10253.218651809504,-0.0084442393989861,-0.0084442393989861,1.0,0.0,0.0,1.0,0.5663643688118355,0.1022501436832844,0.0,0.0,0.0,0.0,calm_risk_on,44,False,-0.019570770414012784
2021-02-14 00:00:00+00:00,10207.739532302887,-0.0044355944265941,-0.0044355944265941,1.0,0.0,0.0,1.0,0.5081048146589305,0.0,0.0,0.0,0.0,0.0,calm_risk_on,45,False,-0.02391955684043434
2021-02-15 00:00:00+00:00,10179.233857993451,-0.0027925550234926,-0.0027925550234926,1.0,0.0,0.0,1.0,0.4850261618392529,0.0,0.0,0.0,0.0,0.0,calm_risk_on,46,False,-0.026645315185312435
2021-02-16 00:00:00+00:00,10152.078533913798,-0.0026677178713531,-0.0026677178713531,1.0,0.0,0.0,1.0,0.4835919191066124,0.0,0.0,0.0,0.0,0.0,calm_risk_on,47,False,-0.02924195087315795
2021-02-17 00:00:00+00:00,10243.704195130606,0.0090253105224438,0.0090253105224438,1.0,0.0,0.0,1.0,0.483334935678491,0.0,0.0,0.0,0.0,0.0,calm_risk_on,48,False,-0.020480558037626495
2021-02-18 00:00:00+00:00,10182.977042653909,-0.005928241514975,-0.005928241514975,1.0,0.0,0.0,1.0,0.4957601912956866,0.0,0.0,0.0,0.0,0.0,calm_risk_on,49,False,-0.026287385858193013
2021-02-19 00:00:00+00:00,10220.950405638449,0.0037291022876198,0.0037291022876198,1.0,0.0,0.0,1.0,0.5190317836075241,0.0,0.0,0.0,0.0,0.0,calm_risk_on,50,False,-0.022656311921312566
2021-02-20 00:00:00+00:00,10198.749699190488,-0.0021720784826148,-0.0021720784826148,1.0,0.0,0.0,1.0,0.5302732494627241,0.0,0.0,0.0,0.0,0.0,calm_risk_on,51,False,-0.02477917911630778
2021-02-21 00:00:00+00:00,10257.974124072542,0.005807027981749,0.005807027981749,1.0,0.0,0.0,1.0,0.5200379361041679,0.0,0.0,0.0,0.0,0.0,calm_risk_on,52,False,-0.019116044521051867
2021-02-22 00:00:00+00:00,10359.96607937333,0.0099426996078533,0.0099426996078533,1.0,0.0,0.0,1.0,0.4902637421555609,0.0,0.0,0.0,0.0,0.0,calm_risk_on,53,False,-0.00936341000156149
2021-02-23 00:00:00+00:00,10375.59714979616,0.0015087955214403,0.0015087955214403,1.0,0.0,0.0,1.0,0.412779085680402,0.0,0.0,0.0,0.0,0.0,calm_risk_on,54,False,-0.007868741951197133
2021-02-24 00:00:00+00:00,10280.808774699626,-0.0091357031048953,-0.0091357031048953,1.0,0.0,0.0,1.0,0.423513677654316,0.0,0.0,0.0,0.0,0.0,calm_risk_on,55,False,-0.016932558565817102
2021-02-25 00:00:00+00:00,10165.762759297482,-0.0111903662370673,-0.0111903662370673,1.0,0.0,0.0,1.0,0.5015261613532629,0.5064737103126509,0.0,0.0,0.0,0.0,calm_risk_on,56,False,-0.027933443271202285
2021-02-26 00:00:00+00:00,10041.028076946199,-0.0122700760685372,-0.0122700760685372,1.0,0.0,0.0,1.0,0.4777202862496651,0.0,0.0,0.0,0.0,0.0,calm_risk_on,57,False,-0.039860773865945776
2021-02-27 00:00:00+00:00,9989.39484504555,-0.0051422256271942,-0.0051422256271942,1.0,0.0,0.0,1.0,0.5093147409017871,0.0,0.0,0.0,0.0,0.0,calm_risk_on,58,False,-0.04479802640024666
2021-02-28 00:00:00+00:00,10004.347652047176,0.0014968681520326,0.0014968681520326,1.0,0.0,0.0,1.0,0.4719152779736144,0.0,0.0,0.0,0.0,0.0,calm_risk_on,59,False,-0.043368214987206666
2021-03-01 00:00:00+00:00,10046.132957226566,0.0041767146277487,0.0041767146277487,1.0,0.0,0.0,1.0,0.5013219823008955,0.0,0.0,0.0,0.0,0.0,calm_risk_on,60,False,-0.03937263701737426
2021-03-02 00:00:00+00:00,10030.534399175054,-0.0015526927742172,-0.0015526927742172,1.0,0.0,0.0,1.0,0.5093464626013198,0.0,0.0,0.0,0.0,0.0,calm_risk_on,61,False,-0.04086419618259274
2021-03-03 00:00:00+00:00,10133.008309652263,0.0102161965055058,0.0102161965055058,1.0,0.0,0.0,1.0,0.520118705698742,0.0,0.0,0.0,0.0,0.0,calm_risk_on,62,False,-0.031065476335327746
2021-03-04 00:00:00+00:00,10251.167304709736,0.0116608011605912,0.0116608011605912,1.0,0.0,0.0,1.0,0.501231354988984,0.0,0.0,0.0,0.0,0.0,calm_risk_on,63,False,-0.019766923517241963
2021-03-05 00:00:00+00:00,10211.938007236779,-0.0038268127235553,-0.0038268127235553,1.0,0.0,0.0,1.0,0.4814645420126802,0.0,0.0,0.0,0.0,0.0,calm_risk_on,64,False,-0.023518091926375884
2021-03-06 00:00:00+00:00,10304.792749754512,0.0090927640230416,0.0090927640230416,1.0,0.0,0.0,1.0,0.4867049497568919,0.0,0.0,0.0,0.0,0.0,calm_risk_on,65,False,-0.014639172363493103
2021-03-07 00:00:00+00:00,10330.824319027854,0.0025261613605922,0.0025261613605922,1.0,0.0,0.0,1.0,0.4991385591490287,0.0,0.0,0.0,0.0,0.0,calm_risk_on,66,True,-0.01214999191447641
2021-03-08 00:00:00+00:00,10416.967601649794,0.0083384713515335,0.0083384713515335,1.0,0.0,0.0,1.0,0.504425370073427,0.0,0.0,0.0,0.0,0.0,speculative_risk_on,1,True,-0.003912832922443044
2021-03-09 00:00:00+00:00,10282.727342696659,-0.0128866925660665,-0.0128866925660665,1.0,0.0,0.0,1.0,0.532151675617764,0.0,0.0,0.0,0.0,0.0,speculative_risk_on,2,True,-0.0167491020135756
2021-03-10 00:00:00+00:00,10326.261333231032,0.0042337007569586,0.0042337007569586,1.0,0.0,0.0,1.0,0.5410147963538351,0.0,0.0,0.0,0.0,0.0,calm_risk_on,1,True,-0.01258631194249027
2021-03-11 00:00:00+00:00,10345.79733432478,0.0018918755262253,0.0018918755262253,1.0,0.0,0.0,1.0,0.5380660146163779,0.0,0.0,0.0,0.0,0.0,calm_risk_on,2,True,-0.01071824815179434
2021-03-12 00:00:00+00:00,10448.83905001153,0.0099597655315442,0.0099597655315442,1.0,0.0,0.0,1.0,0.526161779558093,0.0,0.0,0.0,0.0,0.0,calm_risk_on,3,False,-0.0008652338587509245
2021-03-13 00:00:00+00:00,10453.671729244315,0.0004625087255776,0.0004625087255776,1.0,0.0,0.0,1.0,0.5390420367230284,0.0,0.0,0.0,0.0,0.0,calm_risk_on,4,False,-0.00040312531138264607
