year,V285_raw,V365_raw,static_40_60,persistent_budget,vol22_budget,barbell_equal,barbell_static_vol_equal,triple_equal
2021,0.2937529099773133,0.6549846446090464,0.5081243430323656,0.4937017997534201,0.5772242427178673,0.5349722012644254,0.542350211613176,0.5259815045037437
2022,0.20645962065879142,0.12757825246343746,0.16055286113995826,0.15542302152801746,0.18014198213768373,0.16775565848141483,0.1703349517999908,0.16535425770917755
2023,0.07749724857022033,0.013380375167605374,0.040115654841069937,0.037292231200587445,0.02917951240014305,0.03325880526370306,0.03465419147221693,0.035542313958909055
2024,0.011465874171130652,-0.10357961137714955,-0.05621639456072269,-0.05207404459095932,-0.08865792836004771,-0.07051292547035559,-0.0725575795518929,-0.06576879818505654
2025,-0.032313519987419825,0.00356638248287644,-0.009872223826394078,-0.007530344259717325,-0.032173816728336746,-0.019907789614059035,-0.0210716797033077,-0.016571838329448085
2026,0.04242266437051123,-0.013158482831411411,0.008969612855617592,0.0078783219266505,0.001152321806150658,0.004516145612791567,0.005058074761361997,0.005999176982285803
