candidate,eligible,score,periods_positive,cagr,sharpe,dd,turnover,severe,selection_cagr,selection_sharpe,selection_dd
combined_l21-63-126-252_k3_s00__r20__v12__g100,False,-0.0031202844165907767,True,False,False,True,35.86803410885968,False,0.03325836763169421,0.29949643585299757,-0.20306841016483368
sector_l126-252_k4_s25__r10__v18__g125,False,-0.003121535146744868,True,False,False,False,31.59709423617033,False,0.03889881302121978,0.29450804895879734,-0.2658270588511603
combined_l126-252_k4_s00__r10__v18__g100,False,-0.0031984226352924916,True,False,False,False,33.66991710754496,False,0.04035301721798623,0.31129633722714406,-0.27340770978965445
sector_l21-63-126-252_k3_s15__r10__v18__g114,False,-0.003245550775820387,True,False,False,False,37.054438696949546,False,0.042536060297444056,0.3268226164710057,-0.27606289348943647
sector_l63-126-252_k4_s15__r5__v12__g125,False,-0.003355326218931625,True,False,False,False,29.958401976475407,True,0.03514609870505914,0.3055111312730066,-0.2606275738321068
sector_l63-126-252_k3_s15__r5__v15__g100,False,-0.0033570150383090205,True,False,False,False,31.019090151639165,True,0.035237130263783945,0.3131879419365908,-0.2592923289607525
sector_l63-126-252_k4_s25__r20__v18__g100,False,-0.003359388580939926,True,False,False,True,25.361730288202406,False,0.03137419259424279,0.2771473217619403,-0.24724388708782896
sector_l63-126-252_k2_s15__r10__v15__g100,False,-0.003391491045337619,True,False,False,True,32.688050520498024,False,0.034134590960243294,0.29586641745680187,-0.22949782153842047
combined_l63-126-252_k2_s00__r20__v15__g100,False,-0.003567131516518343,True,False,False,True,38.46108411903012,False,0.03946335724151595,0.31343561289250066,-0.23941977285502825
sector_l21-63-126-252_k3_s25__r20__v12__g100,False,-0.003606466199194528,True,False,False,True,30.636612460005004,False,0.0284964522317106,0.2867321082607148,-0.2009301119798107
defensive_l126-252_k4_s00__r20__v12__g125,False,-0.0036160511774623342,True,False,False,True,5.529166995567651,True,0.006784140733679278,0.13823921556290786,-0.12463297647909832
sector_l126-252_k2_s25__r10__v12__g125,False,-0.0036276715928856354,True,False,False,True,34.06160713963657,False,0.03334268618653358,0.2915614908834805,-0.21376599818753794
sector_l63-126-252_k2_s15__r20__v18__g114,False,-0.003776922360448118,True,False,False,True,36.47919273224784,True,0.037313069613603256,0.27749021095938897,-0.21573213558494952
sector_l126-252_k3_s15__r10__v18__g114,False,-0.0038608076519461715,True,False,False,False,32.73142483114798,True,0.04152041717321553,0.31582032458085396,-0.2948788830139941
sector_l126-252_k3_s25__r20__v12__g100,False,-0.00434858064886114,True,False,False,True,26.60938191008636,False,0.02812315692923928,0.27969774807791764,-0.22554753650537218
sector_l21-63-126-252_k3_s15__r5__v12__g100,False,-0.0044470355924980665,True,False,False,True,32.457573596535234,False,0.030899524025812086,0.2998936574537549,-0.2191890117810027
sector_l21-63-126-252_k4_s15__r10__v18__g125,False,-0.0044962498888411265,True,False,False,False,35.12352519099129,True,0.041142534203581604,0.300416242244412,-0.270379220839151
combined_l126-252_k2_s00__r10__v12__g100,False,-0.004508564965883546,True,False,False,True,32.636133610211175,True,0.03166513795425674,0.2789498653910965,-0.20955037232692508
sector_l63-126-252_k4_s25__r20__v15__g125,False,-0.004584239716983716,True,False,False,True,29.645331119046816,False,0.033393773722374176,0.2691276051335424,-0.23496961889110213
sector_l63-126-252_k3_s25__r20__v15__g100,False,-0.004667064696517818,True,False,False,False,29.039668758091977,True,0.032218201586238226,0.2968402377640545,-0.25019747534046344
combined_l63-126-252_k3_s00__r5__v18__g100,False,-0.004995716603479042,True,False,False,True,38.57009360224141,False,0.039613496033638285,0.3016390330988189,-0.24135348229838538
sector_l126-252_k3_s15__r5__v15__g100,False,-0.00511808915208057,True,False,False,False,30.255868417112364,False,0.034897049047545536,0.308896449727177,-0.27099276503487635
sector_l126-252_k2_s15__r5__v18__g114,False,-0.005122901461944988,True,False,False,False,35.9822166609949,False,0.04184878605430731,0.3114578751350409,-0.28090172245840994
combined_l21-63-126-252_k3_s00__r10__v12__g100,False,-0.005430881169036096,True,False,False,True,36.47283538321406,False,0.033144515106382055,0.2991277713138759,-0.2134355868239446
sector_l63-126-252_k3_s25__r20__v12__g125,False,-0.005436816271029522,True,False,False,True,32.784202713289964,False,0.03147066266233689,0.28046502147717695,-0.21446518911862766
combined_l126-252_k4_s00__r20__v18__g100,False,-0.005572467056964868,True,False,False,False,32.882853806626294,False,0.03790822087178247,0.2923529397325237,-0.26555418730248936
combined_l126-252_k2_s00__r20__v15__g100,False,-0.005688669679176875,True,False,False,True,34.50744477007028,True,0.03589378000689747,0.2831089666702137,-0.2359060105535029
sector_l21-63-126-252_k4_s15__r5__v18__g100,False,-0.00579070124433784,True,False,False,False,30.740895167554708,True,0.035915024841269405,0.30971474282921496,-0.2795753680064935
combined_l126-252_k3_s00__r20__v15__g100,False,-0.005873973995229348,True,False,False,True,34.36622075819268,False,0.03554151797058047,0.2874040194964254,-0.23859782104839788
combined_l63-126-252_k2_s00__r20__v18__g100,False,-0.005893898483306258,True,False,False,False,39.997456910514146,False,0.04193379892979965,0.31234027707048306,-0.2604284547309338
combined_l21-63-126-252_k3_s00__r20__v18__g100,False,-0.005903903646219705,True,False,False,False,39.43635098705197,False,0.04054124490643374,0.31198951129589975,-0.25471832463460964
sector_l126-252_k2_s15__r5__v15__g125,False,-0.005974478296176013,True,False,False,False,37.179235583906845,False,0.04087434758823538,0.3096245893516613,-0.2708803282378046
sector_l126-252_k2_s25__r10__v18__g100,False,-0.00602883090038818,True,False,False,False,31.151057683358506,False,0.03414696255036609,0.28842928251272826,-0.2524510934577906
sector_l63-126-252_k4_s15__r5__v15__g125,False,-0.006149746205122583,True,False,False,False,32.534889478007614,True,0.038486152398447215,0.2998510572990828,-0.2805740990364698
sector_l63-126-252_k2_s15__r20__v15__g125,False,-0.006158511238420233,True,False,False,True,37.81044000997169,True,0.03433894094840895,0.25972128071001604,-0.1910609349857273
defensive_l21-63-126-252_k4_s00__r10__v15__g114,False,-0.006199721380187642,True,False,False,True,7.009227070958622,True,0.007050602425234587,0.13793911944648646,-0.13356672452741503
combined_l63-126-252_k3_s00__r10__v18__g114,False,-0.0063704012799255805,True,False,False,False,41.53283561785529,False,0.045982736939242486,0.3195289402589181,-0.28515464418136394
sector_l63-126-252_k3_s15__r5__v12__g114,False,-0.006405033315966181,True,False,False,True,32.49936981937633,True,0.03285274418142281,0.294993843111663,-0.24171861326119315
combined_l63-126-252_k2_s00__r10__v12__g100,False,-0.0064142530247789376,True,False,False,True,36.20236526872733,False,0.03290032288383182,0.2910216528259965,-0.21476250614988723
defensive_l21-63-126-252_k4_s00__r10__v18__g114,False,-0.006549308419746979,True,False,False,True,6.988085106382979,True,0.006933270050140328,0.13540858068157333,-0.1335690095444111
sector_l126-252_k2_s15__r5__v12__g125,False,-0.006575550180831766,True,False,False,False,34.23966864704775,False,0.035601811921976534,0.3033925084673159,-0.2551796286832809
combined_l126-252_k2_s00__r5__v15__g100,False,-0.00661972012751132,True,False,False,True,36.02518115430777,True,0.033785951822502325,0.26577486106517617,-0.20638651268149
sector_l126-252_k4_s25__r5__v15__g100,False,-0.006827413052623278,True,False,False,False,28.013519999301558,False,0.03105572219568975,0.29258331485171046,-0.26085297822788345
sector_l126-252_k2_s25__r20__v12__g125,False,-0.006878314211293271,True,False,False,True,32.51553473359898,False,0.030769532975501335,0.2678750056655594,-0.21279875346501043
sector_l126-252_k3_s15__r20__v18__g125,False,-0.0069536617710296705,True,False,False,False,33.32276364090507,True,0.04154238700181967,0.297923690510071,-0.29977102788634247
defensive_l21-63-126-252_k4_s00__r10__v12__g114,False,-0.006964147736084001,True,False,False,True,7.0755404625029374,True,0.0065724128477087085,0.1321877832406856,-0.13119865630238892
combined_l21-63-126-252_k3_s00__r10__v18__g100,False,-0.007017822464974149,True,False,False,False,40.23945871460643,False,0.04107601543086625,0.31629811704457556,-0.2632279392379435
sector_l126-252_k4_s25__r5__v12__g114,False,-0.007121663010262715,True,False,False,True,29.485896458427003,False,0.030341153284046962,0.2867559142882269,-0.24435007509803575
defensive_l21-63-126-252_k4_s00__r20__v18__g114,False,-0.0071378686398395706,True,False,False,True,5.960425531914894,True,0.0057472672954490545,0.12007535134699451,-0.12621497025382122
sector_l126-252_k2_s25__r10__v15__g114,False,-0.00713858332903268,True,False,False,True,34.219938381282205,False,0.03473482229076086,0.2841703490630024,-0.24047001429874382
defensive_l21-63-126-252_k4_s00__r20__v15__g114,False,-0.007140634420770825,True,False,False,True,5.967019546185941,True,0.005747456915913718,0.12010828085831289,-0.12621266584219926
combined_l63-126-252_k3_s00__r10__v15__g114,False,-0.007212305014037981,True,False,False,False,39.74190462058551,False,0.040863930183504316,0.30613158705099214,-0.25964992854704005
combined_l63-126-252_k4_s00__r10__v18__g100,False,-0.00721892641618941,True,False,False,False,36.40527535483735,False,0.039831279281167475,0.3087895072730912,-0.2768258737988577
combined_l126-252_k2_s00__r20__v18__g100,False,-0.007240386027298311,True,False,False,False,35.77360679146212,False,0.03854703678653948,0.28480671043305705,-0.25662991377120914
defensive_l21-63-126-252_k4_s00__r20__v12__g114,False,-0.007248824570633225,True,False,False,True,6.03434264758644,True,0.005540226057898501,0.11818966730211483,-0.12382449807437845
sector_l126-252_k3_s25__r10__v12__g100,False,-0.00729238900435333,True,False,False,True,28.179394278239126,False,0.027392352672555687,0.27373112596877575,-0.22585639997031648
combined_l21-63-126-252_k3_s00__r5__v15__g100,False,-0.007338460204341507,True,False,False,True,40.10699379241256,False,0.03597608992688883,0.29218308880685445,-0.21617243479668813
sector_l21-63-126-252_k3_s15__r10__v18__g125,False,-0.007350187215052033,True,False,False,False,39.72740609289021,False,0.043088854730750636,0.312602682228261,-0.279812693838257
combined_l63-126-252_k4_s00__r10__v12__g100,False,-0.007366806651319016,True,False,False,True,33.00557698014569,False,0.03224238357768816,0.29105099318563743,-0.23805808378283488
combined_l63-126-252_k3_s00__r5__v12__g100,False,-0.007449857102640248,True,False,False,True,34.78366849223824,False,0.03071807889051148,0.27474116691780387,-0.20572256128462585
combined_l126-252_k3_s00__r10__v18__g100,False,-0.00746433436052845,True,False,False,False,36.22628386876109,True,0.0389100281125383,0.29679697629585544,-0.26551850822594136
sector_l21-63-126-252_k4_s25__r20__v12__g114,False,-0.007658198449709275,True,False,False,True,29.47017055975254,True,0.028220642522484685,0.2657082612435818,-0.21986331024533068
combined_l63-126-252_k3_s00__r20__v18__g114,False,-0.007733993445804013,True,False,False,False,40.77546607506158,False,0.04463839295539773,0.30980033640181387,-0.283846359775477
combined_l63-126-252_k2_s00__r20__v12__g100,False,-0.007795159879022177,True,False,False,True,35.82741577030086,False,0.03199787463714965,0.2821566033498167,-0.21454186053901758
combined_l126-252_k3_s00__r10__v12__g100,False,-0.007917743606876325,True,False,False,True,32.967359759922694,False,0.03031854432249892,0.2725935272811194,-0.2168552059837633
sector_l63-126-252_k2_s15__r20__v18__g125,False,-0.008054441632265992,True,False,False,True,39.12789912961696,True,0.03719719592363924,0.26183379542524626,-0.2153807864587527
combined_l63-126-252_k3_s00__r20__v15__g114,False,-0.008072476783883321,True,False,False,False,39.129295853327186,False,0.039959671766809146,0.2987663144612149,-0.2585298942899118
sector_l21-63-126-252_k4_s25__r20__v15__g100,False,-0.008086332013179192,True,False,False,True,27.77925638642446,True,0.028699746595931996,0.26927577067787084,-0.23956266193649212
sector_l126-252_k2_s25__r20__v18__g100,False,-0.008222237401752906,True,False,False,True,29.773407247568656,False,0.03200952908544008,0.2682274752412979,-0.2485407117583608
sector_l21-63-126-252_k2_s00__r5__v18__g114,False,-0.008253644054880604,True,False,False,False,42.54956052547538,False,0.04399367112347852,0.2991972580335494,-0.2641165363749246
combined_l63-126-252_k4_s00__r20__v18__g100,False,-0.008312756779742116,True,False,False,False,35.50601181278724,False,0.038123775475842114,0.29493456740281526,-0.26949318122052346
sector_l63-126-252_k4_s15__r5__v18__g114,False,-0.008331478604342184,True,False,False,False,31.79705286076655,False,0.03862013933170316,0.29788275195712566,-0.2996189351399424
sector_l63-126-252_k4_s25__r10__v18__g100,False,-0.008351333236687304,True,False,False,False,27.477907514502462,False,0.030047799963054622,0.2677684780823694,-0.25132048995650935
sector_l63-126-252_k2_s15__r10__v12__g114,False,-0.008377615190315605,True,False,False,True,34.47711870224552,False,0.030021091511366782,0.26522333891788225,-0.20295947927483393
combined_l63-126-252_k4_s00__r20__v12__g100,False,-0.008400079188981203,True,False,False,True,32.345743738237985,False,0.031085346871049246,0.27984026155151115,-0.23415805651295718
sector_l63-126-252_k2_s15__r10__v18__g100,False,-0.008712138471640256,True,False,False,True,33.43285636649203,False,0.03413384619950155,0.2807933191961675,-0.24994973482844351
sector_l21-63-126-252_k3_s15__r5__v15__g100,False,-0.008753339920156505,True,False,False,True,34.065708597714035,False,0.03277107663098877,0.2926146881089181,-0.24480117842882032
sector_l126-252_k3_s15__r10__v18__g125,False,-0.008828954880789434,True,False,False,False,35.09918583041163,True,0.04147510388722142,0.298066605268608,-0.3000768897630669
sector_l21-63-126-252_k4_s15__r5__v15__g114,False,-0.00883072948906432,True,False,False,False,33.34722714231685,True,0.03610528080337194,0.29738530740655245,-0.27551542593849776
sector_l63-126-252_k3_s25__r10__v12__g114,False,-0.009032124964601332,True,False,False,True,32.408871597130606,False,0.029577534120026394,0.2758256023963792,-0.22522231818090033
sector_l126-252_k3_s15__r5__v12__g114,False,-0.009062746477999498,True,False,False,False,31.599515196644568,False,0.032213283559419326,0.2887731732203353,-0.2570255477520519
sector_l63-126-252_k4_s25__r10__v15__g114,False,-0.00919783271022244,True,False,False,True,30.039839789410703,False,0.03074858048853346,0.2617893030715983,-0.2405700247767002
sector_l126-252_k2_s25__r20__v15__g114,False,-0.009299263928424457,True,False,False,True,32.70915072380477,False,0.03254515009284065,0.26430004327475204,-0.23710178416623695
sector_l21-63-126-252_k3_s25__r10__v12__g100,False,-0.009401268991061272,True,False,False,True,31.90824075231655,False,0.02708874856487342,0.2732326597449951,-0.212700285187451
combined_l126-252_k2_s00__r5__v18__g100,False,-0.00947795219018542,True,False,False,True,37.44014932345167,False,0.036622432730971655,0.2697090349844186,-0.23754092730764842
sector_l21-63-126-252_k2_s00__r5__v15__g114,False,-0.009550905376033869,True,False,False,True,41.02044395475663,False,0.039182812640935705,0.28751657351656507,-0.2430995427591297
sector_l21-63-126-252_k4_s25__r10__v12__g100,False,-0.009577548617932863,True,False,False,True,28.373845415809026,True,0.02552217101723686,0.2608706515491546,-0.21875292916184108
sector_l63-126-252_k4_s25__r20__v18__g114,False,-0.009729436094526762,True,False,False,False,28.585415333939164,False,0.03213844786248776,0.256513719732025,-0.2595589373085191
combined_l126-252_k2_s00__r20__v12__g100,False,-0.009755524940272084,True,False,False,True,32.26152409448036,False,0.02866220085530191,0.25216159996660165,-0.20914907798502536
combined_l63-126-252_k3_s00__r10__v12__g114,False,-0.009905656833619034,True,False,False,True,36.29805629868951,False,0.03260350749071472,0.27839811776823287,-0.22700613201645026
defensive_l21-63-126-252_k4_s00__r20__v12__g125,False,-0.009989335842939937,False,False,False,True,6.566286198211235,True,0.005262382857551984,0.10639566722755806,-0.12883332816690996
sector_l21-63-126-252_k4_s25__r20__v12__g125,False,-0.010009305836121366,True,False,False,True,31.205948504081817,False,0.028490021829650436,0.25701113610269444,-0.21996328514639618
combined_l63-126-252_k3_s00__r20__v12__g114,False,-0.010153263655306506,True,False,False,True,35.83290866757788,False,0.03217935642045955,0.2741201800574863,-0.22607819609291202
sector_l21-63-126-252_k4_s15__r5__v12__g125,False,-0.010230760942575266,True,False,False,False,32.60807329623733,True,0.03285586726059875,0.2869007856337703,-0.2611242231354248
combined_l126-252_k4_s00__r10__v15__g114,False,-0.010437012300671768,True,False,False,False,36.055009977482094,False,0.03716080132430477,0.2795234386326074,-0.2633009834050346
sector_l126-252_k2_s25__r5__v12__g100,False,-0.01060247370340691,True,False,False,True,31.214406733177476,False,0.027487015895403255,0.2698902754833698,-0.2257607360931312
combined_l63-126-252_k2_s00__r5__v15__g100,False,-0.010641636318417108,True,False,False,True,39.817336569690866,False,0.03350166720650272,0.26554044717549713,-0.20586674448519116
combined_l126-252_k3_s00__r20__v18__g100,False,-0.010809086675388976,True,False,False,False,35.41508085601232,False,0.03617105619888794,0.27579676652954205,-0.260964924474792
combined_l126-252_k3_s00__r20__v12__g100,False,-0.010838198092020773,True,False,False,True,32.41212766555578,False,0.028263903014989822,0.2535967585279317,-0.21366432862831986
sector_l126-252_k4_s25__r5__v12__g125,False,-0.010886744693410218,True,False,False,False,31.106340839857182,False,0.03040209494611945,0.275430287189794,-0.25150351679101257
sector_l63-126-252_k3_s25__r10__v15__g100,False,-0.010927586063648295,True,False,False,False,30.45021948415218,True,0.030319972397423234,0.2809317942849976,-0.25927012270279404
sector_l126-252_k3_s15__r5__v18__g100,False,-0.010931147828058228,True,False,False,False,30.995351708091132,False,0.03482306715396688,0.2945574087817626,-0.29476402768073495
sector_l126-252_k2_s15__r5__v18__g125,False,-0.011257735761850282,True,False,False,False,38.62026288255297,False,0.04178590418983763,0.2941867615995478,-0.2922803548605981
sector_l63-126-252_k3_s15__r5__v18__g100,False,-0.01139100673013789,True,False,False,False,31.920333857339234,True,0.034050270102879754,0.2891127981313464,-0.2828814852587537
sector_l126-252_k3_s25__r20__v12__g114,False,-0.011420291957315056,True,False,False,True,29.44842311908589,False,0.027630175028425574,0.2552856761348536,-0.23420407653426734
defensive_l21-63-126-252_k4_s00__r10__v12__g125,False,-0.011454970574526789,True,False,False,True,7.6899509599842535,True,0.00598688475655651,0.11455630551645776,-0.14138356615163217
sector_l126-252_k4_s25__r5__v18__g100,False,-0.011569879588833026,True,False,False,False,28.819508126637135,False,0.031007301113086472,0.27829708742068776,-0.27724920878234094
sector_l126-252_k2_s25__r10__v15__g125,False,-0.011922514200859456,True,False,False,True,36.523553247191636,False,0.03462201774246787,0.27048113165342225,-0.24712727907651943
sector_l21-63-126-252_k3_s25__r20__v12__g114,False,-0.011980537545766456,True,False,False,True,33.973209477785495,False,0.027343573618767714,0.25509282612266443,-0.2057345619934341
combined_l21-63-126-252_k3_s00__r5__v18__g100,False,-0.011981889299740353,True,False,False,True,41.62091829188909,False,0.0369131622436043,0.2826468775396048,-0.23692547336944036
defensive_l21-63-126-252_k4_s00__r20__v18__g125,False,-0.012028048536064973,True,False,False,True,6.4787234042553195,True,0.005284482039371152,0.1015782962939627,-0.13994424533718053
combined_l126-252_k4_s00__r5__v15__g100,False,-0.012065078265075191,True,False,False,True,34.44432469818963,False,0.03133983268770901,0.25488702337402264,-0.22966192394664553
sector_l63-126-252_k3_s25__r20__v15__g114,False,-0.012173810386340807,True,False,False,False,32.60060398762735,False,0.03188208768505363,0.2684852194242127,-0.25535877350792235
combined_l63-126-252_k4_s00__r5__v15__g100,False,-0.012175541845221419,True,False,False,True,36.724932785350916,False,0.03312730778566708,0.27015436043051394,-0.23728901925725987
defensive_l21-63-126-252_k4_s00__r10__v18__g125,False,-0.012374691160643023,True,False,False,True,7.595744680851064,True,0.0064612487133017815,0.11609967320783746,-0.15233441675918324
sector_l63-126-252_k3_s15__r5__v15__g114,False,-0.012386590764411412,True,False,False,False,34.66990714938846,True,0.03456403556389631,0.2810751749155509,-0.2692549111364957
combined_l63-126-252_k2_s00__r5__v18__g100,False,-0.012400752902861134,True,False,False,True,41.48895238889589,False,0.03682935661536546,0.2734081660960139,-0.23387982492621395
sector_l63-126-252_k2_s25__r20__v12__g100,False,-0.012570453026295246,True,False,False,True,31.32623325659452,False,0.021807661849643,0.21242713331891833,-0.1619639663415704
sector_l21-63-126-252_k3_s25__r20__v15__g100,False,-0.012572468453345795,True,False,False,True,31.905659008864426,False,0.028701997134589208,0.2657994046435172,-0.2396583136228153
sector_l63-126-252_k4_s25__r10__v15__g125,False,-0.012580393413154194,True,False,False,True,32.03903911908073,False,0.030875198470784904,0.25017308918408765,-0.24289241122178085
defensive_l21-63-126-252_k4_s00__r20__v15__g125,False,-0.012644817713106238,False,False,False,True,6.506056328248199,True,0.005154208698843865,0.0993290006731771,-0.14150580100679744
combined_l126-252_k4_s00__r10__v18__g114,False,-0.012659503847811025,True,False,False,False,37.7377597308199,False,0.03993072783804852,0.279391747340816,-0.2852776445941416
defensive_l21-63-126-252_k4_s00__r10__v15__g125,False,-0.012725874814458683,True,False,False,True,7.648002677488163,True,0.0064066401993230215,0.11596509105672026,-0.15387347627977044
sector_l63-126-252_k2_s15__r10__v15__g114,False,-0.012873877852331322,True,False,False,True,36.64287656871796,False,0.03277240654748392,0.26044352256930514,-0.23365173392018534
combined_l126-252_k4_s00__r10__v12__g114,False,-0.01302846738302088,True,False,False,True,32.74483986370403,False,0.030166528187755004,0.2584696003700228,-0.24198077162716092
combined_l126-252_k2_s00__r10__v18__g114,False,-0.013058098868433905,True,False,False,False,40.566011312295345,False,0.04085015871365916,0.27565353680322857,-0.2727173330008038
combined_l126-252_k2_s00__r5__v12__g100,False,-0.013067147562965474,True,False,False,True,33.57285066882137,False,0.026385707901652067,0.23156066998318334,-0.1935738119607634
combined_l126-252_k4_s00__r20__v15__g114,False,-0.013134735204678206,True,False,False,False,35.36914871562254,False,0.034856524982089354,0.26192480397458057,-0.2587639457906872
sector_l63-126-252_k4_s15__r5__v18__g125,False,-0.013236728254792572,True,False,False,False,34.053066754673765,False,0.039031059637470555,0.28365634613533686,-0.31053570500748695
sector_l63-126-252_k3_s25__r10__v12__g125,False,-0.0133150600164657,True,False,False,True,34.28717658888041,False,0.02912845872580694,0.2605647272457162,-0.228085432519759
sector_l21-63-126-252_k4_s25__r20__v18__g100,False,-0.013429563322468203,True,False,False,False,28.427235696120498,True,0.0279948814055333,0.2500918248394105,-0.25337594343881376
sector_l126-252_k3_s25__r20__v15__g100,False,-0.013486632393280195,True,False,False,False,27.846535704271393,False,0.028231776207021886,0.25772077639622815,-0.26429300357102337
sector_l63-126-252_k3_s15__r5__v12__g125,False,-0.01355437427643768,True,False,False,True,34.20378355490348,False,0.031166902891310855,0.26946656210472325,-0.2497609988221159
sector_l21-63-126-252_k4_s15__r5__v15__g125,False,-0.01364115358125266,True,False,False,False,35.39244648740694,True,0.03582053840001054,0.28084129274716113,-0.2810224984571491
sector_l63-126-252_k2_s15__r5__v12__g100,False,-0.013760081423838194,True,False,False,True,32.448404276674424,False,0.027175979742821932,0.25694212861450794,-0.2278791316762433
combined_l126-252_k3_s00__r5__v15__g100,False,-0.013844802924173116,True,False,False,True,36.77092168489282,False,0.03042264815411344,0.2450777883585725,-0.21336205486167326
sector_l63-126-252_k4_s25__r20__v18__g125,False,-0.013851134541771542,True,False,False,False,30.712055985724465,False,0.03238668440238457,0.2435883850580355,-0.2658973430949013
sector_l21-63-126-252_k3_s15__r5__v12__g114,False,-0.013873963941892505,True,False,False,True,35.67069248577596,False,0.02968495144850758,0.26744150528089533,-0.23088248955142443
combined_l21-63-126-252_k3_s00__r20__v18__g114,False,-0.014156230897824341,True,False,False,False,44.14680110000143,False,0.041160948265305475,0.28745535698235014,-0.2661060917424226
combined_l21-63-126-252_k3_s00__r20__v15__g114,False,-0.014164040659409523,True,False,False,True,42.31154573438597,False,0.03667856155487215,0.27546627798844747,-0.24051789519160294
sector_l126-252_k2_s25__r20__v15__g125,False,-0.014179285574887492,True,False,False,True,34.90315263136546,False,0.03226521248162606,0.25023491047896534,-0.24376557648696418
combined_l63-126-252_k2_s00__r10__v18__g114,False,-0.014288712828685685,True,False,False,False,45.16971059003993,False,0.042842280317152204,0.29174112477121267,-0.27423596688612817
sector_l63-126-252_k3_s25__r20__v18__g100,False,-0.014328364348964773,True,False,False,False,29.747598697668316,True,0.030436131460857885,0.2664783488534407,-0.2777648799833228
combined_l126-252_k4_s00__r5__v12__g100,False,-0.01449547300407971,True,False,False,True,32.01669100625314,False,0.026486971513381086,0.23824879990742664,-0.21860422334633545
sector_l126-252_k3_s15__r5__v15__g114,False,-0.01452186326633266,True,False,False,False,33.73552348431683,False,0.0339939600003476,0.27547107186818576,-0.28218271312788
sector_l126-252_k3_s25__r10__v12__g114,False,-0.014663392869245149,True,False,False,True,31.155124346525568,False,0.02679589344343225,0.24872261179682986,-0.23450948763889878
sector_l21-63-126-252_k4_s15__r5__v18__g114,False,-0.014688840069185943,True,False,False,False,34.56816654307577,True,0.03622970162286032,0.2814933199429462,-0.2966647142884341
combined_l63-126-252_k3_s00__r10__v18__g125,False,-0.014828002736078226,True,False,False,False,44.33153227916556,False,0.04430178363665749,0.29225877319993027,-0.2934942094237546
combined_l21-63-126-252_k3_s00__r5__v12__g100,False,-0.01499846412828914,True,False,False,True,37.545855622480076,False,0.02867300517158955,0.25731043664023795,-0.2123777156094827
sector_l126-252_k2_s25__r10__v18__g114,False,-0.015034895466605129,True,False,False,False,35.18850014883286,False,0.03421301805170818,0.26209910427443106,-0.2684621586461571
combined_l126-252_k2_s00__r10__v15__g114,False,-0.015168897059273094,True,False,False,True,38.671853425610834,False,0.035134145418333596,0.2571572222367441,-0.24897940850446842
combined_l126-252_k4_s00__r20__v18__g114,False,-0.015196331218735926,True,False,False,False,36.91015099816244,False,0.037274769304214805,0.2607191358668823,-0.27755242074317676
sector_l63-126-252_k2_s15__r10__v12__g125,False,-0.015373808258284237,True,False,False,True,36.2265858882265,False,0.0281720268093395,0.2404368725519795,-0.20908624289730127
sector_l21-63-126-252_k3_s15__r5__v18__g100,False,-0.015427555089595694,True,False,False,False,34.987037715430894,True,0.03201821347418421,0.27303404162543804,-0.26508090007261875
sector_l63-126-252_k3_s25__r20__v15__g125,False,-0.015701428467728692,True,False,False,False,34.79013294762153,False,0.03202185186280304,0.25699273834649977,-0.2575494747837346
combined_l63-126-252_k3_s00__r5__v18__g114,False,-0.015839130827146698,True,False,False,False,43.10833302528108,False,0.03905470030872671,0.27024056225315346,-0.2587303622393845
combined_l63-126-252_k2_s00__r5__v12__g100,False,-0.015861461413165523,True,False,False,True,36.965759795064166,False,0.025987106938155646,0.22876811293604057,-0.18506413233240704
sector_l21-63-126-252_k2_s00__r5__v12__g114,False,-0.015909745206986285,True,False,False,True,37.640174092612824,False,0.030317688814538224,0.2543151950652721,-0.22679186290292597
combined_l126-252_k4_s00__r20__v12__g114,False,-0.015955116175138048,True,False,False,True,32.18722197364228,False,0.028039803451239687,0.2400384657822394,-0.23874362820639594
combined_l21-63-126-252_k3_s00__r10__v18__g114,False,-0.01595983881741641,True,False,False,False,45.018649239814444,False,0.04152386995524915,0.29032822459674745,-0.276652546616839
combined_l63-126-252_k3_s00__r20__v18__g125,False,-0.015967142085912413,True,False,False,False,43.565305419132855,False,0.043060635146673576,0.2836770635533681,-0.29220118779193294
sector_l21-63-126-252_k3_s25__r20__v12__g125,False,-0.01600012785693809,True,False,False,True,35.93927967269896,False,0.026807460972401165,0.2400328914561779,-0.20581065534838727
combined_l126-252_k2_s00__r10__v12__g114,False,-0.016030682855061013,True,False,False,True,35.19286308199254,False,0.0280545700610062,0.23591222278940654,-0.21655741408676887
combined_l63-126-252_k3_s00__r20__v12__g125,False,-0.01605739821467874,True,False,False,True,37.03535854806035,False,0.030258503775742573,0.2520442051502677,-0.22989975971591825
sector_l21-63-126-252_k2_s00__r5__v18__g125,False,-0.01606929961634984,True,False,False,False,45.56993419343896,False,0.04272289350647207,0.27598760428163865,-0.27214012905031215
combined_l21-63-126-252_k2_s00__r10__v15__g100,False,-0.016102129838093608,True,False,False,True,45.18542072704299,False,0.03466579372867562,0.27724352029030885,-0.22204569912504746
sector_l21-63-126-252_k4_s25__r10__v12__g114,False,-0.01610799781881058,True,False,False,True,31.35266986234701,True,0.02519992875717958,0.23831184323460886,-0.22524294024736025
combined_l21-63-126-252_k3_s00__r20__v12__g114,False,-0.01612688913322282,True,False,False,True,38.648835169042464,False,0.029693596179126258,0.2535782282179333,-0.21686315310066628
