candidate,eligible,score,periods_positive,cagr,sharpe,dd,turnover,severe,selection_cagr,selection_sharpe,selection_dd
sector_l21-63-126-252_k4_s00__r20__v15__g125,False,0.06921771639775706,True,True,False,True,25.276112133031017,True,0.07405549391229127,0.535304203601085,-0.22061390494407795
sector_l126-252_k3_s00__r10__v18__g114,False,0.06921639432621386,True,True,False,True,28.235456557546623,True,0.07638602375932169,0.5290507943678242,-0.2122616820822908
sector_l21-63-126-252_k3_s00__r20__v15__g100,False,0.06919440468544583,True,True,False,True,26.060423426783775,True,0.06670616307156951,0.546206373449018,-0.1738131486949448
sector_l63-126-252_k3_s00__r20__v18__g125,False,0.06893693716200752,True,True,False,True,29.01780120209066,True,0.07976751743143673,0.5279314896454448,-0.2307061868792203
sector_l126-252_k3_s00__r10__v15__g114,False,0.06886952387860394,True,True,False,True,27.173910002668116,True,0.0719115758872384,0.5362962244552112,-0.19665176300991638
sector_l21-63-126-252_k4_s00__r20__v12__g114,False,0.06844435491921552,True,True,False,True,21.965269599642664,True,0.06430166037944374,0.550681560063013,-0.1930679457792457
sector_l126-252_k4_s00__r5__v15__g125,False,0.06833456147853051,True,True,False,True,25.67161745832929,True,0.07540636039614967,0.5410370329840424,-0.2366925650512941
sector_l21-63-126-252_k4_s00__r10__v18__g125,False,0.06815927734631762,True,True,False,True,28.752428261510875,True,0.07934728725842466,0.5262181342885354,-0.23371596719633125
sector_l126-252_k3_s00__r20__v15__g114,False,0.06792973187343694,True,True,False,True,25.806357964060986,True,0.0704670175795461,0.5276683670943935,-0.19665176300991682
sector_l21-63-126-252_k4_s00__r10__v15__g125,False,0.06787662802672159,True,True,False,True,27.311505332048338,True,0.0743491333536197,0.5351209042769123,-0.21782060281694005
