,equity,gross,turnover,short_gross
2007-08-03 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-06 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-07 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-08 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-09 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-10 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-13 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-14 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-15 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-16 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-17 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-20 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-21 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-22 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-23 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-24 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-27 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-28 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-29 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-30 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-08-31 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-04 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-05 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-06 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-07 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-10 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-11 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-12 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-13 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-14 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-17 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-18 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-19 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-20 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-21 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-24 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-25 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-26 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-27 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-09-28 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-01 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-02 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-03 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-04 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-05 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-08 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-09 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-10 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-11 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-12 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-15 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-16 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-17 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-18 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-19 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-22 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-23 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-24 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-25 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-26 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-29 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-30 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-10-31 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-01 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-02 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-05 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-06 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-07 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-08 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-09 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-12 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-13 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-14 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-15 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-16 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-19 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-20 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-21 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-23 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-26 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-27 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-28 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-29 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-11-30 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-03 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-04 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-05 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-06 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-07 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-10 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-11 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-12 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-13 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-14 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-17 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-18 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-19 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-20 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-21 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-24 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-26 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-27 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-28 00:00:00+00:00,10000.0,0.0,0.0,0.0
2007-12-31 00:00:00+00:00,10000.0,0.0,0.0,0.0
2008-01-02 00:00:00+00:00,10000.0,0.0,0.0,0.0
2008-01-03 00:00:00+00:00,10000.0,0.0,0.0,0.0
2008-01-04 00:00:00+00:00,10000.0,0.0,0.0,0.0
2008-01-07 00:00:00+00:00,10000.0,0.0,0.0,0.0
2008-01-08 00:00:00+00:00,10000.0,0.0,0.0,0.0
2008-01-09 00:00:00+00:00,10000.0,0.0,0.0,0.0
2008-01-10 00:00:00+00:00,10000.0,0.0,0.0,0.0
2008-01-11 00:00:00+00:00,10000.0,0.0,0.0,0.0
2008-01-14 00:00:00+00:00,10000.0,0.0,0.0,0.0
2008-01-15 00:00:00+00:00,10000.0,0.0,0.0,0.0
2008-01-16 00:00:00+00:00,10000.0,0.0,0.0,0.0
2008-01-17 00:00:00+00:00,10000.0,0.0,0.0,0.0
2008-01-18 00:00:00+00:00,9803.565759846486,1.0,1.0,0.0
2008-01-22 00:00:00+00:00,9754.547931047255,0.0,1.0,0.0
2008-01-23 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-01-24 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-01-25 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-01-28 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-01-29 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-01-30 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-01-31 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-02-01 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-02-04 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-02-05 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-02-06 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-02-07 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-02-08 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-02-11 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-02-12 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-02-13 00:00:00+00:00,9754.547931047255,0.0,0.0,0.0
2008-02-14 00:00:00+00:00,9601.29244065005,1.0,1.0,0.0
2008-02-15 00:00:00+00:00,9570.453931241365,1.0,1.0,0.0
2008-02-19 00:00:00+00:00,9885.748459920396,1.0,0.0,0.0
2008-02-20 00:00:00+00:00,10003.982463162924,1.0,0.0,0.0
2008-02-21 00:00:00+00:00,9729.412377339302,0.9999999999999999,1.1102230246251565e-16,0.0
2008-02-22 00:00:00+00:00,9839.765951457985,1.0,1.1102230246251565e-16,0.0
2008-02-25 00:00:00+00:00,10120.899504598587,1.0,0.0,0.0
2008-02-26 00:00:00+00:00,10293.00089161848,1.0,0.0,0.0
2008-02-27 00:00:00+00:00,10158.998916222492,1.0,0.0,0.0
2008-02-28 00:00:00+00:00,10333.72622371211,0.9999999999999999,1.1102230246251565e-16,0.0
2008-02-29 00:00:00+00:00,9990.843968432075,1.0,1.1102230246251565e-16,0.0
2008-03-03 00:00:00+00:00,10115.646774420915,1.0,0.0,0.0
2008-03-04 00:00:00+00:00,9921.370928569151,0.9810134717559514,0.01898652824404856,0.0
2008-03-05 00:00:00+00:00,10162.34140187493,0.9677547686323201,0.01325870312363131,0.0
2008-03-06 00:00:00+00:00,9969.845279132536,0.9385781618286934,0.02917660680362677,0.0
2008-03-07 00:00:00+00:00,9721.982748789807,0.8942022507500225,0.04437591107867089,0.0
2008-03-10 00:00:00+00:00,9616.490787080525,0.8695552928263574,0.024646957923665114,0.0
2008-03-11 00:00:00+00:00,10024.894946325669,0.8289771220038777,0.04057817082247961,0.0
2008-03-12 00:00:00+00:00,9841.627437132034,0.8222069276380816,0.006770194365796178,0.0
2008-03-13 00:00:00+00:00,9953.38676609426,0.713115598723822,0.10909132891425954,0.0
2008-03-14 00:00:00+00:00,9793.415747327508,0.6978189361175227,0.713115598723822,0.0
2008-03-17 00:00:00+00:00,9607.307870263352,0.6891573689928844,0.00866156712463828,0.0
2008-03-18 00:00:00+00:00,9574.203135188474,0.0,0.6891573689928844,0.0
2008-03-19 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-03-20 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-03-24 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-03-25 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-03-26 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-03-27 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-03-28 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-03-31 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-04-01 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-04-02 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-04-03 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-04-04 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-04-07 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-04-08 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-04-09 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-04-10 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-04-11 00:00:00+00:00,9574.203135188474,0.0,0.0,0.0
2008-04-14 00:00:00+00:00,9687.829070192796,0.6605143936044349,0.6605143936044349,0.0
2008-04-15 00:00:00+00:00,9721.726157546256,0.6605143936044349,0.0,0.0
2008-04-16 00:00:00+00:00,9933.9454739433,0.6464379570522908,0.014076436552144078,0.0
2008-04-17 00:00:00+00:00,9928.455210408069,0.6456377807334639,0.0008001763188268951,0.0
2008-04-18 00:00:00+00:00,10021.232469568466,0.6192200902618288,0.026417690471635114,0.0
2008-04-21 00:00:00+00:00,10091.999961796619,0.6230163329809566,0.003796242719127818,0.0
2008-04-22 00:00:00+00:00,10094.68916204608,0.6292432841231878,0.006226951142231152,0.0
2008-04-23 00:00:00+00:00,10044.700967735238,0.6324914405571351,0.00324815643394738,0.0
2008-04-24 00:00:00+00:00,9878.141908239431,0.6325149640976123,2.35235404771883e-05,0.0
2008-04-25 00:00:00+00:00,9966.488917706423,0.6306793729673028,0.0018355911303095107,0.0
2008-04-28 00:00:00+00:00,9976.029906932548,0.6145633947396048,0.016115978227698058,0.0
2008-04-29 00:00:00+00:00,9838.571758667505,0.6109078028056125,0.0036555919339922305,0.0
2008-04-30 00:00:00+00:00,9883.009920546723,0.6109205088564729,1.270605086034493e-05,0.0
2008-05-01 00:00:00+00:00,9752.638919658912,0.5999735371264444,0.010946971730028454,0.0
2008-05-02 00:00:00+00:00,9862.936338808728,0.599122958986409,0.0008505781400354184,0.0
2008-05-05 00:00:00+00:00,9946.680015593622,0.5895140473841138,0.009608911602295156,0.0
2008-05-06 00:00:00+00:00,10100.142801958187,0.5834319216071263,0.006082125776987524,0.0
2008-05-07 00:00:00+00:00,9990.852966078684,0.5801473080346291,0.003284613572497208,0.0
2008-05-08 00:00:00+00:00,10104.370865337307,0.5691979765249873,0.010949331509641835,0.0
2008-05-09 00:00:00+00:00,10093.334128488948,0.5627534818682906,0.00644449465669672,0.0
2008-05-12 00:00:00+00:00,10104.43857471877,0.557179071592428,0.7484798390657665,0.0
2008-05-13 00:00:00+00:00,10139.059513602635,0.557040646152521,0.00013842543990694178,0.0
2008-05-14 00:00:00+00:00,10135.428741502114,0.5562605193439534,0.0007801268085676771,0.0
2008-05-15 00:00:00+00:00,10204.294717062572,0.5559750628612412,0.0002854564827121653,0.0
2008-05-16 00:00:00+00:00,10295.946785795593,0.5559366225454451,3.8440315796139934e-05,0.0
2008-05-19 00:00:00+00:00,10313.458362295223,0.5566835798708591,0.0007469573254140494,0.0
2008-05-20 00:00:00+00:00,10313.63608980473,0.5536314365883458,0.0030521432825132977,0.0
2008-05-21 00:00:00+00:00,10188.129621301732,0.5689235513854939,0.5536314365883458,0.0
2008-05-22 00:00:00+00:00,10165.357031154006,0.5706594339489888,0.0017358825634948838,0.0
2008-05-23 00:00:00+00:00,10061.96128312715,0.5795230272657914,0.294193310291297,0.0
2008-05-27 00:00:00+00:00,10026.493497006608,0.5806613674880692,0.38748702506613875,0.0
2008-05-28 00:00:00+00:00,10142.834520949886,0.5895606398363498,0.39600685067366004,0.0
2008-05-29 00:00:00+00:00,10040.063609869092,0.5943698126468613,0.0048091728105115195,0.0
2008-05-30 00:00:00+00:00,10073.649186581128,0.5886436434426585,0.005726169204202769,0.0
2008-06-02 00:00:00+00:00,10068.549332076158,0.5877870247890963,0.0008566186535622355,0.0
2008-06-03 00:00:00+00:00,10004.925414689103,0.6097102676792743,0.021923242890177996,0.0
2008-06-04 00:00:00+00:00,9946.033606293497,0.6123508671397396,0.0026405994604653538,0.0
2008-06-05 00:00:00+00:00,10209.58142348396,0.6185428007256399,0.006191933585900311,0.0
2008-06-06 00:00:00+00:00,10051.494502992859,0.6292198271508335,0.010677026425193525,0.0
2008-06-09 00:00:00+00:00,10184.90319943448,0.6016313608176681,0.027588466333165362,0.0
2008-06-10 00:00:00+00:00,10069.730451350833,0.6049456459295077,0.003314285111839621,0.0
2008-06-11 00:00:00+00:00,10034.106775287346,0.6006335791507867,0.00431206677872098,0.0
2008-06-12 00:00:00+00:00,9981.094857181897,0.646115649354932,0.0454820702041453,0.0
2008-06-13 00:00:00+00:00,10101.312449159352,0.6585205785065793,0.01240492915164726,0.0
2008-06-16 00:00:00+00:00,10110.072475404779,0.6628326197921602,0.0043120412855809365,0.0
2008-06-17 00:00:00+00:00,10183.764150837422,0.6645927641614076,0.0017601443692473184,0.0
2008-06-18 00:00:00+00:00,10172.540357595895,0.6883812671397825,0.02378850297837498,0.0
2008-06-19 00:00:00+00:00,10094.895804272943,0.6861225018375501,0.002258765302232457,0.0
2008-06-20 00:00:00+00:00,10001.472994277894,0.6858915866170969,0.00023091522045315394,0.0
2008-06-23 00:00:00+00:00,10157.841488879341,0.6810783978694327,0.004813188747664232,0.0
2008-06-24 00:00:00+00:00,10027.47567444344,0.6746200801750944,0.006458317694338245,0.0
2008-06-25 00:00:00+00:00,10024.41301164105,0.6626336358868473,0.011986444288247133,0.0
2008-06-26 00:00:00+00:00,9919.733852012996,0.6515872501882627,0.011046385698584626,0.0
2008-06-27 00:00:00+00:00,9944.21269617108,0.6515520315067151,0.6515520315067151,0.0
2008-06-30 00:00:00+00:00,10034.133686859737,0.6440694675818627,0.00748256392485247,0.0
2008-07-01 00:00:00+00:00,10061.04572493552,0.6428587254130681,0.0012107421687945763,0.0
2008-07-02 00:00:00+00:00,9866.859708357855,0.6392783350244691,0.0035803903885990307,0.0
