year,diversified_growth_k3_convex,diversified_growth_k4_convex,diversified_growth_k4_balanced,diversified_growth_k4_growth
2021,2.9787086533893667,2.8362903402621096,2.8703187451710424,4.33127757082741
2022,-0.016502233311777026,-0.002631474831699454,0.0,0.0
2023,0.025384100990507363,0.013927079241688567,-0.01983620362848082,-0.0011343467430374732
2024,0.1744196129578497,0.2130488024700743,0.6234104249160861,0.6326102625886165
2025,-0.04306827869422736,-0.041026110394249415,-0.05796726643750638,-0.05149586125992056
2026,0.0,0.0,0.0,0.0
