version,candidate,status,stress_full_cagr,stress_full_return,stress_full_max_drawdown,stress_full_sharpe,stress_final_return,stress_final_max_drawdown,extreme_full_cagr,extreme_full_max_drawdown,prefinal_cagr,worst_extreme_return,eligible_before_final
V18,V18_BETA_HEDGED_ALT_RELATIVE,rejected_or_needs_iteration,0.22699858563483177,2.078061047916759,-0.24635279408878274,1.2065493409267343,0.14116327891641056,-0.11253437025438073,,,0.2380933747445244,,True
V19,V19_R175_C100,rejected_or_needs_iteration,0.23950515299129815,2.254487733283212,-0.23368619312235683,1.2451854469485835,0.17060119873355606,-0.12382377902878916,0.12025186174681002,-0.3309876951446956,0.25047629697193763,-0.19640665138292868,False
V20,V20_CONDITIONAL_ACCELERATION,rejected_or_needs_iteration,0.20607670172390136,1.8004491228598134,-0.24405983996274083,1.1952311220686898,0.18304217827601788,-0.11398352119100863,0.03385997158556209,-0.5386524154813285,0.21144384836320373,-0.2522880752811729,False
V21,V21_MONTHLY_VOL_TARGET,rejected_or_needs_iteration,0.19829217018983747,1.7025398606045585,-0.36226784426732717,0.9701814511015578,0.0875169898931949,-0.09472033720567352,0.022856750370218837,-0.5185279132790972,0.20645391562791238,-0.130086172620678,False
V22,V22_AGGRESSIVE_PLUS_V4_BARBELL,rejected_or_needs_iteration,0.23046733703829014,2.126189806751397,-0.2235702118573638,1.2434647654499962,0.15258534120025802,-0.11272671131720613,0.11858985345173134,-0.3200463445035957,0.24158951355436975,-0.1664995252410979,False
V23,V23_DRAWDOWN_HYSTERESIS,rejected_or_needs_iteration,0.21515314357584692,1.9182519364524153,-0.16946520944042254,1.22752325004194,0.18711939227845065,-0.10789812148866262,0.12421301060524925,-0.26013371581631284,0.22023925547477163,-0.13602429120249804,False
V24,V24_DEEP_DRAWDOWN_CIRCUIT,rejected_or_needs_iteration,0.2317714655459111,2.1444429837334447,-0.21149735247334667,1.2531135301650356,0.18536587621915346,-0.11234426953651999,0.12240094515808764,-0.3001639791092502,0.24113740501287428,-0.1584752463695045,False
V25,V25_DEEP_CIRCUIT_CAP115,rejected_or_needs_iteration,0.2316876241710173,2.1432668855191803,-0.2114973524733491,1.244096609998534,0.17504098922327227,-0.11234426953651933,0.12272614132407567,-0.3001639791092424,0.24104454799956399,-0.1585886875341329,False
