open_time,equity,daily_return,gross,stress_gross,turnover,costs,funding_pnl,price_pnl,financing_drag,margin_buffer,liquidations,forced_exits,rebalance_events,risk_budget,drawdown_scale
2021-01-01 00:00:00+00:00,10206.072529435332,0.020607252943533272,0.46251295980651946,0.44594339023589835,0.4499999999999999,13.5,-6.943284153813552,226.5158135891467,0.0,0.9471301588788501,0,0,1,0.44999999999999996,1.0
2021-01-02 00:00:00+00:00,11417.305951121567,0.11867772036627366,0.519925107621063,0.4573766724992045,0.0,0.0,-4.469790104101429,1215.7032117903375,0.0,0.9452393594533476,0,0,0,0.44999999999999996,1.0
2021-01-03 00:00:00+00:00,11705.369813041994,0.02523045831947157,0.532958077156188,0.5077016992043801,0.0,0.0,-14.263500661038096,302.32736258146525,0.0,0.9256468752103849,0,0,0,0.44999999999999996,1.0
2021-01-04 00:00:00+00:00,11700.003208423384,-0.0004584737350741275,0.5357318330077704,0.4934034226102726,0.0,0.0,-34.95938170311655,29.592777084505556,0.0,0.8764178741329652,0,0,0,0.44999999999999996,1.0
2021-01-05 00:00:00+00:00,11984.040978759944,0.024276725850131964,0.46423985244752874,0.4314152681344377,0.34083430075528875,11.962708435057458,-7.5393767423075975,303.53985551392407,0.0,0.9246362344560313,0,0,1,0.45,1.0
2021-01-06 00:00:00+00:00,12576.816055106028,0.04946370572302761,0.49154948288029093,0.4557130449590001,0.0,0.0,-25.8829361171708,618.6580124632546,0.0,0.9394649457582853,0,0,0,0.45,1.0
2021-01-07 00:00:00+00:00,12366.256307256974,-0.016741896114761845,0.4845598725351834,0.46650720037760235,0.0,0.0,-20.62389966299105,-189.93584818606192,0.0,0.9085452556400767,0,0,0,0.45,1.0
2021-01-08 00:00:00+00:00,12329.728572684244,-0.002953823183439397,0.45010112854037165,0.42519515789813483,0.2853674772813186,10.588292300174993,-16.483805140291967,-9.455637132263309,0.0,0.915377519503082,0,0,1,0.45000000000000007,1.0
2021-01-09 00:00:00+00:00,12605.384818874598,0.022357040916622717,0.46323433019926064,0.4438816882963553,0.2583943710388202,9.558490887551292,-10.447770791838556,295.6625078697465,0.0,0.9443657407180445,0,0,1,0.45000000000000007,1.0
2021-01-10 00:00:00+00:00,12379.64187728729,-0.01790845300091859,0.44224971569079374,0.42291001893751656,0.26384015376404585,9.977813268892207,-22.998340649210363,-192.76678766920685,0.0,0.9120293901863273,0,0,1,0.45000000000000007,1.0
2021-01-11 00:00:00+00:00,11806.285948034068,-0.04631441966872618,0.41586639266380776,0.37800522314571455,0.0,0.0,-8.30037663540296,-565.0555526178158,0.0,0.8628820167188489,0,0,0,0.45000000000000007,1.0
2021-01-12 00:00:00+00:00,11724.035696714043,-0.006966649095410116,0.44687970798689325,0.4347446942105232,0.2699700859591907,9.56211488269172,-3.4522790007524984,-69.23585743658045,0.0,0.9299566965987454,0,0,1,0.45,1.0
2021-01-13 00:00:00+00:00,12104.5318831389,0.03245436949083147,0.4680390947029952,0.4384214003477307,0.25339019544172403,8.911393340222443,-3.9439451362415845,393.35152490131975,0.0,0.9357894289624052,0,0,1,0.44996623743710906,0.9999249720824644
2021-01-14 00:00:00+00:00,12443.714466562393,0.02802112355092068,0.4657984286587312,0.4436429586979094,0.0180360408706761,0.6549497354187837,-9.64227350976479,349.4798066686796,0.0,0.9446653121023808,0,0,1,0.45000000000000007,1.0
