name,family,carry_budget,convex_budget,contango_threshold,crisis_threshold,spike_threshold,confirm_days,hold_days,worst_up_shock_return,worst_down_shock_return,worst_synthetic_overnight_return,max_synthetic_gain,prefinal_cagr,prefinal_total_return,prefinal_max_drawdown,prefinal_sharpe,annual_turnover,liquidations,min_margin_buffer,validation_2011_2014_return,validation_2015_2018_return,bridge_2019_2020_return,gate_prefinal_cagr,gate_prefinal_sharpe,gate_prefinal_drawdown,gate_turnover,gate_validation_2011_2014,gate_validation_2015_2018,gate_bridge_2019_2020,gate_synthetic_shock,gate_zero_liquidations,gate_positive_margin,eligible_before_stress,stress_prefinal_cagr,stress_prefinal_max_drawdown,stress_liquidations,stress_min_margin_buffer,gate_stress_cagr,gate_stress_drawdown,gate_stress_zero_liquidations,gate_stress_positive_margin,eligible_before_2021,score
switch_ca08_cv08_c06_s10_h3,carry_convex_switch,0.08,0.08,0.06,0.0,0.1,2,3,-0.02,-0.04,-0.04,0.08,-0.03103466452514614,-0.3766636129796922,-0.413980479139874,-0.4786377595047393,5.115149282117486,0,0.8552755905511811,-0.11473913487589515,-0.07505255630182717,-0.02896872320026589,False,False,False,True,False,False,False,True,True,True,False,,,,,False,False,False,False,False,-0.8088488209461434
switch_ca08_cv08_c04_s10_h3,carry_convex_switch,0.08,0.08,0.04,0.0,0.1,2,3,-0.02,-0.04,-0.04,0.08,-0.031146199244293737,-0.37773848493357,-0.41406390700376616,-0.4801241240668848,5.680158514071351,0,0.8552755905511812,-0.11569882499891648,-0.07700819636783396,-0.029406870448379197,False,False,False,True,False,False,False,True,True,True,False,,,,,False,False,False,False,False,-0.8162500611980689
switch_ca08_cv08_c02_s10_h3,carry_convex_switch,0.08,0.08,0.02,0.0,0.1,2,3,-0.02,-0.04,-0.04,0.08,-0.031099281754666586,-0.3772865470563217,-0.41276672142505366,-0.47884166477947593,6.088742894096794,0,0.8552755905511811,-0.11573730862280085,-0.07708183381909661,-0.03240721515105982,False,False,False,True,False,False,False,True,True,True,False,,,,,False,False,False,False,False,-0.818311017942304
carry_b08_c02_q3_h3,carry_only,0.08,0.0,0.02,0.0,0.15,3,3,-0.02,0.0,-0.02,0.006000000000000002,-0.0038120398783528797,-0.05565364919561355,-0.060222646557526294,-0.7508159993074579,2.645487684586437,0,0.8503763688634318,-0.014521024209080968,-0.030063788808216363,-0.002172641961054267,False,False,True,True,False,False,False,True,True,True,False,,,,,False,False,False,False,False,-0.8200062791887911
carry_b12_c02_q3_h3,carry_only,0.12,0.0,0.02,0.0,0.15,3,3,-0.03,0.0,-0.03,0.009000000000000001,-0.00572529287152912,-0.08248349979861735,-0.08906422177131035,-0.7512382676685665,3.9692242926165853,0,0.8255645532951479,-0.02174626521611145,-0.04480752810760935,-0.003286103973510701,False,False,True,True,False,False,False,True,True,True,False,,,,,False,False,False,False,False,-0.8544132072234457
carry_b04_c06_q1_h3,carry_only,0.04,0.0,0.06,0.0,0.15,1,3,-0.01,0.0,-0.01,0.003000000000000001,-0.002160714242760431,-0.031909940550661764,-0.03435394622124144,-0.844162290448486,1.5219939899967618,0,0.8813254801705285,-0.018023542026117223,-0.012089604216882543,0.0005472947621081303,False,False,True,True,False,False,True,True,True,True,False,,,,,False,False,False,False,False,-0.8833806319445952
carry_b04_c06_q3_h3,carry_only,0.04,0.0,0.06,0.0,0.15,3,3,-0.01,0.0,-0.01,0.003000000000000001,-0.0017413502399684644,-0.0257919910975829,-0.02727329061927264,-0.8561628293825784,0.8693024889550641,0,0.8813254801705285,-0.007586233563301237,-0.01280286726832236,0.0005766789213772494,False,False,True,True,False,False,True,True,True,True,False,,,,,False,False,False,False,False,-0.8844752000617021
carry_b08_c06_q3_h3,carry_only,0.08,0.0,0.06,0.0,0.15,3,3,-0.02,0.0,-0.02,0.006000000000000002,-0.0034852257297255385,-0.05099810884311018,-0.05387512099613745,-0.8565311701167192,1.7390965098152238,0,0.862650960341057,-0.015137474944257656,-0.02546781769768436,0.001145904373965001,False,False,True,True,False,False,True,True,True,True,False,,,,,False,False,False,False,False,-0.9128301471723912
carry_b08_c06_q1_h3,carry_only,0.08,0.0,0.06,0.0,0.15,1,3,-0.02,0.0,-0.02,0.006000000000000002,-0.0043251490502504986,-0.0629200199837624,-0.06759941218987653,-0.8445401256615349,3.044738949794748,0,0.862650960341057,-0.03575545422124249,-0.024069258102942914,0.0010811627036582117,False,False,True,True,False,False,True,True,True,True,False,,,,,False,False,False,False,False,-0.9224375193549217
carry_b12_c06_q3_h3,carry_only,0.12,0.0,0.06,0.0,0.15,3,3,-0.03,0.0,-0.03,0.009000000000000001,-0.005231611635331146,-0.07562947686552124,-0.07981996623861864,-0.856900381225474,2.6093853580769495,0,0.8439764405115856,-0.022653652405777436,-0.03799598492272016,0.001707664230862882,False,False,True,True,False,False,True,True,True,True,False,,,,,False,False,False,False,False,-0.9408674411962151
carry_b12_c06_q1_h3,carry_only,0.12,0.0,0.06,0.0,0.15,1,3,-0.03,0.0,-0.03,0.009000000000000001,-0.006493269396193435,-0.09305148390565465,-0.0997695796177267,-0.8449185983323081,4.568238264631222,0,0.8439764405115856,-0.053199802024049836,-0.035939447536178504,0.0016015804167812675,False,False,True,True,False,False,True,True,True,True,False,,,,,False,False,False,False,False,-0.9609723095798705
