strategy_id,period,transition,days,compound_return,log_return_contribution,dollar_pnl,mean_daily_return,annualized_sharpe,positive_day_rate,negative_day_rate,worst_day,return_q05,turnover,average_daily_turnover,log_return_per_turnover,costs,funding_pnl,price_pnl,average_gross,max_gross,max_stress_gross,rebalance_events,risk_reductions,forced_exits,novelty_days,novelty_share,state_entry_days
V285_LOW_SKEW_HOURLY_CONTROLLER,validation_2024,rotation->calm_risk_on,1,-0.006163573880378248,-0.006182647115116251,-103.3970695987955,-0.006163573880378248,0.0,0.0,1.0,-0.006163573880378248,-0.006163573880378248,0.0,0.0,,0.0,-0.8377341153100584,-102.55933548346788,0.5237488786144552,0.5409120680194742,0.5407443195828026,0,0,0,1,1.0,1
V285_LOW_SKEW_HOURLY_CONTROLLER,validation_2024,rotation->rotation,68,-0.046229451881629254,-0.04733215206155794,-798.235249176998,-0.000656437383982901,-1.4044172925414509,0.5,0.5,-0.032464949721352165,-0.012612150774871572,1.305638092852461,0.019200560189006777,-0.036252122483765914,66.81965129094706,-38.350234603150405,-693.0653632829055,0.5051061285101497,0.6041913380579396,0.6126518182832972,2,3,0,24,0.35294117647058826,0
V285_LOW_SKEW_HOURLY_CONTROLLER,validation_2024,rotation->speculative_risk_on,2,0.003147935156701349,0.0031429907824881064,51.551475283798936,0.0015767635394056123,7.494510051994285,0.5,0.5,-0.001265437257349289,-0.0009812171776737988,0.0,0.0,,0.0,-0.6414791902519911,52.19295447401142,0.5307168984115911,0.5663246230254241,0.5719571606165298,0,0,0,2,1.0,2
V285_LOW_SKEW_HOURLY_CONTROLLER,validation_2024,rotation->transition_2,3,-0.0029272532460429563,-0.0029315460312525727,-49.861575232795076,-0.0009759027714142757,-12.029391867438234,0.3333333333333333,0.6666666666666666,-0.002740134288687912,-0.002501550988568424,0.0,0.0,,0.0,1.341906648843658,-51.20348188162183,0.4801288131560968,0.5368167309497848,0.5381534179162202,0,0,0,1,0.3333333333333333,3
V285_LOW_SKEW_HOURLY_CONTROLLER,validation_2024,speculative_risk_on->rotation,3,-0.00026633530414924635,-0.000266370777695076,1.6333753257949866,-7.093076524755659e-05,-0.1853792796526591,0.6666666666666666,0.3333333333333333,-0.008350711305510794,-0.007250893561832772,0.0,0.0,,0.0,-1.3001402971854208,2.9335156229861497,0.48792644185075695,0.5183883363739386,0.5252665632404703,0,0,0,2,0.6666666666666666,3
V285_LOW_SKEW_HOURLY_CONTROLLER,validation_2024,speculative_risk_on->speculative_risk_on,17,0.0314712876544401,0.030986217615278096,513.7248512824481,0.0018658408073731953,3.781175603977473,0.5882352941176471,0.4117647058823529,-0.013722812239328808,-0.009362651351649664,0.4747895721801607,0.027928798363538867,0.06526305426842917,23.19006369550517,5.5242408036326776,531.3906741743115,0.4982430571324568,0.5578736672916069,0.5610356347307536,1,0,0,13,0.7647058823529411,0
V285_LOW_SKEW_HOURLY_CONTROLLER,validation_2024,transition->deleveraging,5,0.019248332785904296,0.01906542698952472,320.25981917344325,0.003821598275011118,41.504583572205405,1.0,0.0,0.0011530461141449067,0.0016039484172598595,0.0,0.0,,0.0,-3.390430431685722,323.650249605159,0.48091106464114153,0.5339275142970955,0.5357397077972071,0,0,0,0,0.0,5
V285_LOW_SKEW_HOURLY_CONTROLLER,validation_2024,transition->transition,184,0.06163753765113441,0.05981256291631818,1014.3750895914854,0.00033273348818697326,1.6229072777728208,0.5489130434782609,0.45108695652173914,-0.009561139913000893,-0.005302028838979123,1.658326987110204,0.009012646669077196,0.03606801516300919,85.62908885196003,-61.58403649250663,1161.5882149363447,0.5083045088012573,0.5807061831116715,0.5820859261871403,5,0,0,5,0.02717391304347826,0
V285_LOW_SKEW_HOURLY_CONTROLLER,validation_2024,transition->transition_2,5,-0.0006679233809770365,-0.0006681465411732725,-8.316777038493456,-0.00012847612747284297,-0.6847671912440086,0.6,0.4,-0.005526562227093024,-0.004539618644540222,0.0,0.0,,0.0,-9.378658158380993,1.0618811199147018,0.5196919360520763,0.577468755512686,0.5784932456043637,0,0,0,0,0.0,5
V285_LOW_SKEW_HOURLY_CONTROLLER,validation_2024,transition_2->rotation,2,-0.022991654317405966,-0.02326008482374613,-406.5675560270829,-0.011527598108913073,-18.70109402233989,0.0,1.0,-0.01985487964254906,-0.019022151489185464,0.1111371955278478,0.0555685977639239,-0.20929163016280916,5.820427594992154,-4.350946653797809,-396.3961817782412,0.5600663852692596,0.6111865295241062,0.6141118434555546,0,1,0,1,0.5,2
V285_LOW_SKEW_HOURLY_CONTROLLER,validation_2024,transition_2->transition,5,-0.0028044118838815783,-0.002808351614364092,-46.51466672708011,-0.0005587310186529581,-4.0474795095375375,0.4,0.6,-0.0034579219966082153,-0.0031700737621100485,0.0,0.0,,0.0,-4.355690363132213,-42.158976363889984,0.5094322270399859,0.5308080887790919,0.5321625854233906,0,0,0,0,0.0,5
V285_LOW_SKEW_HOURLY_CONTROLLER,validation_2024,transition_2->transition_2,53,0.016024966628088496,0.01589792230721081,261.73053595045894,0.00032116265955023897,0.9357150104249917,0.5094339622641509,0.49056603773584906,-0.028820706434144028,-0.007264156674092392,1.3098489330356768,0.024714130811993903,0.012137218198411735,67.2311135580335,-75.38603201824735,404.3476815267794,0.5045105639951322,0.6063583290249457,0.6055236437271192,2,2,0,1,0.018867924528301886,0
V365_DOWNSIDE_VOL_COMPRESSION_ENSEMBLE,development_2021_2023,START->calm_risk_on,1,-0.005225727251737755,-0.005239429120055873,-52.257272517377714,-0.005225727251737755,0.0,0.0,1.0,-0.005225727251737755,-0.005225727251737755,0.3332823140584049,0.3332823140584049,-0.01572069353532425,9.99846942175215,-0.8977044623803921,-41.361098633247046,0.3393376956680525,0.3393376956680525,,1,0,0,1,1.0,1
V365_DOWNSIDE_VOL_COMPRESSION_ENSEMBLE,development_2021_2023,calm_risk_on->calm_risk_on,104,0.4586257603877974,0.3774947324485129,4547.4822509392725,0.00372833101986559,5.1704915450396065,0.6057692307692307,0.3942307692307692,-0.04512819330955098,-0.00929150054279646,4.932387553428224,0.04742680339834831,0.07653387499652933,177.6564445851384,13.72837695730481,4711.4103185671265,0.34513319656634434,0.5289543004468745,,15,0,0,16,0.15384615384615385,0
V365_DOWNSIDE_VOL_COMPRESSION_ENSEMBLE,development_2021_2023,calm_risk_on->speculative_risk_on,2,0.02466417272696381,0.02436492254191395,342.0633320106863,0.01227079219464855,31.336400793984012,1.0,0.0,0.006980801323433816,0.00750980041055529,0.0,0.0,,0.0,-1.781462518072769,343.84479452876167,0.3285799594388824,0.330339004079633,,0,0,0,1,0.5,2
V365_DOWNSIDE_VOL_COMPRESSION_ENSEMBLE,development_2021_2023,deleveraging->deleveraging,236,0.06641691837001755,0.06430435469464105,1118.7684743564132,0.0002782210823319429,1.5696254073363987,0.5,0.5,-0.010963516451156674,-0.005518360340554834,9.563914778366168,0.04052506262019563,0.006723643631800152,495.96356238978586,-17.48392945501887,1632.215966201216,0.30668450209371584,0.4710122012287877,,37,0,3,5,0.0211864406779661,0
V365_DOWNSIDE_VOL_COMPRESSION_ENSEMBLE,development_2021_2023,deleveraging->rotation,2,-0.013926063223144776,-0.014023940601752705,-260.20820208755686,-0.006959234996178065,-12.560449220321448,0.5,0.5,-0.014444165357956673,-0.013695672321778813,0.4293837496368638,0.2146918748184319,-0.03266062260999155,24.091841739291485,-69.83169815385847,-166.2846621943969,0.4088352826761896,0.415259302751502,,1,0,0,0,0.0,2
V365_DOWNSIDE_VOL_COMPRESSION_ENSEMBLE,development_2021_2023,deleveraging->transition,36,-0.031085663230918513,-0.03157907474629031,-520.738398704183,-0.0008742912361840777,-7.33902498457476,0.3055555555555556,0.6944444444444444,-0.005850545823658404,-0.0048731673631097205,1.5540003496440944,0.04316667637900262,-0.020321150348211133,78.78837317683724,-1.0718450328153621,-440.87818049453165,0.3026928690024828,0.4366892722466988,,6,0,0,0,0.0,36
V365_DOWNSIDE_VOL_COMPRESSION_ENSEMBLE,development_2021_2023,deleveraging->transition_2,7,-0.002550546687414407,-0.002553804872898672,-59.319348194669146,-0.0003623738602008978,-2.9331280470040917,0.2857142857142857,0.7142857142857143,-0.004363780256520511,-0.0034504778719310902,0.6160471445181059,0.08800673493115799,-0.004145469864804502,30.135639089731008,-2.7854890983923872,-26.398220006535755,0.36080496176426285,0.4451346690494823,,2,0,0,0,0.0,7
V365_DOWNSIDE_VOL_COMPRESSION_ENSEMBLE,development_2021_2023,rotation->deleveraging,3,0.0058122431930695065,0.005795417273677636,89.69934696333803,0.0019355433098836954,15.60190501274638,0.6666666666666666,0.3333333333333333,-0.0007692925423301578,-0.0003996782830856027,0.2370834242086661,0.07902780806955537,0.024444632909371468,13.019620630480782,-3.021302109527103,105.74026970334126,0.3071263395888168,0.3535828214352866,,1,0,0,0,0.0,3
V365_DOWNSIDE_VOL_COMPRESSION_ENSEMBLE,development_2021_2023,rotation->rotation,133,-0.0077356253275215545,-0.007765700477584722,-145.50478405574358,-5.14738612075208e-05,-0.2631498687098487,0.47368421052631576,0.5263157894736842,-0.009634951654169388,-0.005825852142052978,4.982382052675877,0.03746151919305171,-0.0015586320750762205,254.76831658934583,-30.47290023821969,139.73643277183857,0.34079785873938023,0.4604273519342189,,19,0,0,14,0.10526315789473684,0
