open_time,trend,breadth,stress,rotation,liquidity,leverage,state_id,state_label,assignment_confidence,nearest_distance,novelty_ratio,novelty_flag,transition_surprise,state_duration_days,equity,gross_mean,gross_max,stress_gross_max,turnover,costs,funding_pnl,price_pnl,rebalance_events,risk_reductions,forced_exits,strategy_id,return,log_return,dollar_pnl,drawdown,period,previous_state,transition,state_changed,duration_bucket,surprise_bucket,novelty_class
2021-01-01 00:00:00+00:00,0.7455365165588467,0.2857142857142857,1.2452092503897905,1.9665292521814604,-1.278287382416983,2.942727329102641,5,calm_risk_on,0.2470892635943101,2.434317236650997,1.399629755848594,True,,1,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,START,START->calm_risk_on,True,1-2,unknown,novel
2021-01-02 00:00:00+00:00,0.8056037589863392,0.380952380952381,1.0318297198820932,2.2464842898691755,-1.2004900193044046,3.0690173755822334,5,calm_risk_on,0.3712951739446535,2.0910377393117843,1.202258520984519,True,0.0421608108242779,2,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,1-2,low,novel
2021-01-03 00:00:00+00:00,0.8704393360603644,0.4285714285714286,1.5898707139185315,2.820654900771229,-0.9399006067238592,3.022313192985151,5,calm_risk_on,0.338650955286956,2.231603132658731,1.283077694512457,True,0.0421608108242779,3,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,3-5,low,novel
2021-01-04 00:00:00+00:00,0.990095452411645,0.5714285714285715,1.7175842651442257,3.0427590406964287,-0.8762788058643296,3.4654501409733167,5,calm_risk_on,0.3581360771593068,2.201062522512736,1.2655181315768909,True,0.0421608108242779,4,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,3-5,low,novel
2021-01-05 00:00:00+00:00,1.0598098783666954,0.6190476190476191,1.661371850263451,3.107971078098786,-0.7376914584071824,4.0,5,calm_risk_on,0.3966378783720196,2.097658135085786,1.2060649693722951,True,0.0421608108242779,5,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,3-5,low,novel
2021-01-06 00:00:00+00:00,1.0533720965514646,0.5714285714285715,1.6945861536127054,3.144282138736075,-0.6374733556758566,4.0,5,calm_risk_on,0.3842019421590645,2.09302964286273,1.203403781527684,True,0.0421608108242779,6,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,6-10,low,novel
2021-01-07 00:00:00+00:00,1.0916482448780085,0.5714285714285715,1.338693084359435,3.18321002764727,-0.5984388684603548,4.0,5,calm_risk_on,0.4601200826508899,1.7654787004411123,1.0150758024676267,True,0.0421608108242779,7,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,6-10,low,novel
2021-01-08 00:00:00+00:00,1.101567564551676,0.6190476190476191,1.5741655669992112,3.242875891107404,-0.5869058364322962,4.0,5,calm_risk_on,0.4039575073029842,1.9808164769595584,1.1388859431656946,True,0.0421608108242779,8,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,6-10,low,novel
2021-01-09 00:00:00+00:00,1.0760389133502968,0.6190476190476191,1.4785876244144351,3.278673693759381,-0.5036749730897384,4.0,5,calm_risk_on,0.4203018794353355,1.8663418104048448,1.073067837296614,True,0.0421608108242779,9,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,6-10,low,novel
2021-01-10 00:00:00+00:00,1.151888754091447,0.6190476190476191,0.702848840499054,3.3135309508928628,-0.3214747352943583,4.0,5,calm_risk_on,0.6093402353311808,1.1537994888655192,0.6633860503410643,False,0.0421608108242779,10,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,6-10,low,familiar
2021-01-11 00:00:00+00:00,1.07864300258302,0.6190476190476191,0.8994764682383943,3.313667568258805,-0.2034229711316874,4.0,5,calm_risk_on,0.5557919532292502,1.267242393592084,0.7286109366683844,False,0.0421608108242779,11,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,11-20,low,familiar
2021-01-12 00:00:00+00:00,0.9218941003874208,0.5714285714285715,1.7766667250585495,3.2294698218168687,-0.0527950657310451,4.0,5,calm_risk_on,0.3033643999584903,2.0462088621998697,1.176483807080165,True,0.0421608108242779,12,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,11-20,low,novel
2021-01-13 00:00:00+00:00,0.8812929299969379,0.5714285714285715,1.2408375972840089,3.241096950190649,-0.0023362024375384,4.0,5,calm_risk_on,0.4408425941109436,1.5166256854416262,0.871995812981502,False,0.0421608108242779,13,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,11-20,low,familiar
2021-01-14 00:00:00+00:00,0.9359936169024912,0.6190476190476191,0.7373934651612216,3.237829650236136,-0.01101781874764,4.0,5,calm_risk_on,0.6071808490561404,1.0421370736137958,0.5991848703784872,False,0.0421608108242779,14,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,11-20,low,familiar
2021-01-15 00:00:00+00:00,0.9659274527909132,0.6190476190476191,0.938342409354242,3.262086869739729,0.0343771326549661,4.0,5,calm_risk_on,0.5307538821329235,1.2393601591640624,0.712579827666875,False,0.0421608108242779,15,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,11-20,low,familiar
2021-01-16 00:00:00+00:00,0.870632389341483,0.5714285714285715,0.9334711668760508,3.278876804016177,0.0103841847116072,4.0,5,calm_risk_on,0.535955214023371,1.2243784087326817,0.7039659529496645,False,0.0421608108242779,16,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,11-20,low,familiar
2021-01-17 00:00:00+00:00,0.9283966195354084,0.6190476190476191,0.767473604126721,3.310029752450848,-0.019807613704208,4.0,5,calm_risk_on,0.5917241754240319,1.0845742720699287,0.6235844699129218,False,0.0421608108242779,17,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,V285_LOW_SKEW_HOURLY_CONTROLLER,0.0,0.0,0.0,0.0,development_2021_2023,calm_risk_on,calm_risk_on->calm_risk_on,False,11-20,low,familiar
